date,Hochzeitsanzug,isPartial
2018-01-07,46,False
2018-01-14,26,False
2018-01-21,39,False
2018-01-28,19,False
2018-02-04,59,False
2018-02-11,30,False
2018-02-18,39,False
2018-02-25,69,False
2018-03-04,58,False
2018-03-11,49,False
2018-03-18,20,False
2018-03-25,21,False
2018-04-01,44,False
2018-04-08,83,False
2018-04-15,29,False
2018-04-22,21,False
2018-04-29,21,False
2018-05-06,21,False
2018-05-13,41,False
2018-05-20,0,False
2018-05-27,42,False
2018-06-03,21,False
2018-06-10,61,False
2018-06-17,21,False
2018-06-24,43,False
2018-07-01,22,False
2018-07-08,43,False
2018-07-15,22,False
2018-07-22,44,False
2018-07-29,21,False
2018-08-05,21,False
2018-08-12,32,False
2018-08-19,34,False
2018-08-26,40,False
2018-09-02,40,False
2018-09-09,20,False
2018-09-16,20,False
2018-09-23,31,False
2018-09-30,65,False
2018-10-07,21,False
2018-10-14,20,False
2018-10-21,30,False
2018-10-28,29,False
2018-11-04,39,False
2018-11-11,30,False
2018-11-18,30,False
2018-11-25,21,False
2018-12-02,41,False
2018-12-09,32,False
2018-12-16,35,False
2018-12-23,37,False
2018-12-30,56,False
2019-01-06,51,False
2019-01-13,46,False
2019-01-20,19,False
2019-01-27,19,False
2019-02-03,68,False
2019-02-10,39,False
2019-02-17,20,False
2019-02-24,30,False
2019-03-03,26,False
2019-03-10,52,False
2019-03-17,47,False
2019-03-24,33,False
2019-03-31,33,False
2019-04-07,20,False
2019-04-14,21,False
2019-04-21,28,False
2019-04-28,40,False
2019-05-05,19,False
2019-05-12,40,False
2019-05-19,33,False
2019-05-26,20,False
2019-06-02,39,False
2019-06-09,100,False
2019-06-16,41,False
2019-06-23,48,False
2019-06-30,41,False
2019-07-07,51,False
2019-07-14,21,False
2019-07-21,22,False
2019-07-28,0,False
2019-08-04,31,False
2019-08-11,29,False
2019-08-18,20,False
2019-08-25,40,False
2019-09-01,0,False
2019-09-08,33,False
2019-09-15,0,False
2019-09-22,20,False
2019-09-29,0,False
2019-10-06,30,False
2019-10-13,19,False
2019-10-20,31,False
2019-10-27,18,False
2019-11-03,46,False
2019-11-10,18,False
2019-11-17,19,False
2019-11-24,54,False
2019-12-01,37,False
2019-12-08,37,False
2019-12-15,19,False
2019-12-22,22,False
2019-12-29,0,False
2020-01-05,38,False
2020-01-12,26,False
2020-01-19,27,False
2020-01-26,35,False
2020-02-02,18,False
2020-02-09,17,False
2020-02-16,36,False
2020-02-23,35,False
2020-03-01,18,False
2020-03-08,33,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,33,False
2020-04-05,18,False
2020-04-12,26,False
2020-04-19,22,False
2020-04-26,33,False
2020-05-03,25,False
2020-05-10,33,False
2020-05-17,18,False
2020-05-24,25,False
2020-05-31,17,False
2020-06-07,23,False
2020-06-14,25,False
2020-06-21,43,False
2020-06-28,17,False
2020-07-05,35,False
2020-07-12,36,False
2020-07-19,18,False
