date,hochzeit hotel,hochzeit villa,hochzeit schloss,isPartial
2018-01-07,63,0,47,False
2018-01-14,0,0,0,False
2018-01-21,0,0,32,False
2018-01-28,33,0,33,False
2018-02-04,0,0,0,False
2018-02-11,32,0,0,False
2018-02-18,0,0,31,False
2018-02-25,0,0,0,False
2018-03-04,0,0,31,False
2018-03-11,0,0,31,False
2018-03-18,31,0,0,False
2018-03-25,33,0,33,False
2018-04-01,0,0,100,False
2018-04-08,0,0,0,False
2018-04-15,33,0,0,False
2018-04-22,0,0,0,False
2018-04-29,33,0,0,False
2018-05-06,0,0,33,False
2018-05-13,32,0,79,False
2018-05-20,32,0,0,False
2018-05-27,0,0,33,False
2018-06-03,0,0,0,False
2018-06-10,30,0,0,False
2018-06-17,0,0,31,False
2018-06-24,31,0,94,False
2018-07-01,0,0,32,False
2018-07-08,0,0,32,False
2018-07-15,0,0,65,False
2018-07-22,0,0,48,False
2018-07-29,33,0,33,False
2018-08-05,0,0,31,False
2018-08-12,33,0,67,False
2018-08-19,31,0,31,False
2018-08-26,0,0,61,False
2018-09-02,0,0,60,False
2018-09-09,0,0,0,False
2018-09-16,46,0,62,False
2018-09-23,0,0,30,False
2018-09-30,0,0,0,False
2018-10-07,31,0,62,False
2018-10-14,32,0,0,False
2018-10-21,62,0,31,False
2018-10-28,0,0,0,False
2018-11-04,30,0,0,False
2018-11-11,0,0,0,False
2018-11-18,29,0,29,False
2018-11-25,0,0,30,False
2018-12-02,0,0,0,False
2018-12-09,0,0,30,False
2018-12-16,0,0,0,False
2018-12-23,34,0,34,False
2018-12-30,0,0,45,False
2019-01-06,27,0,27,False
2019-01-13,0,0,28,False
2019-01-20,0,0,56,False
2019-01-27,0,0,0,False
2019-02-03,30,0,45,False
2019-02-10,0,0,0,False
2019-02-17,0,0,28,False
2019-02-24,0,0,28,False
2019-03-03,0,0,57,False
2019-03-10,0,0,28,False
2019-03-17,29,0,0,False
2019-03-24,43,0,57,False
2019-03-31,0,0,0,False
2019-04-07,0,0,29,False
2019-04-14,63,0,0,False
2019-04-21,0,0,30,False
2019-04-28,0,0,55,False
2019-05-05,27,0,54,False
2019-05-12,0,0,55,False
2019-05-19,28,0,27,False
2019-05-26,28,0,28,False
2019-06-02,58,0,72,False
2019-06-09,29,0,88,False
2019-06-16,0,0,87,False
2019-06-23,0,0,29,False
2019-06-30,29,0,44,False
2019-07-07,0,0,28,False
2019-07-14,0,0,29,False
2019-07-21,0,0,30,False
2019-07-28,29,0,0,False
2019-08-04,30,0,0,False
2019-08-11,29,0,28,False
2019-08-18,0,0,27,False
2019-08-25,0,0,0,False
2019-09-01,52,0,26,False
2019-09-08,0,0,84,False
2019-09-15,0,0,70,False
2019-09-22,0,0,54,False
2019-09-29,0,0,0,False
2019-10-06,0,0,27,False
2019-10-13,0,0,53,False
2019-10-20,0,0,53,False
2019-10-27,0,0,54,False
2019-11-03,0,0,78,False
2019-11-10,0,0,77,False
2019-11-17,0,0,0,False
2019-11-24,26,0,0,False
2019-12-01,0,0,0,False
2019-12-08,0,0,53,False
2019-12-15,0,0,0,False
2019-12-22,0,0,0,False
2019-12-29,39,0,26,False
2020-01-05,0,0,24,False
2020-01-12,0,0,24,False
2020-01-19,25,0,49,False
2020-01-26,0,0,36,False
2020-02-02,25,0,26,False
2020-02-09,25,0,25,False
2020-02-16,0,0,74,False
2020-02-23,24,0,95,False
2020-03-01,0,0,24,False
2020-03-08,0,0,23,False
2020-03-15,0,0,21,False
2020-03-22,20,0,20,False
2020-03-29,0,0,21,False
2020-04-05,23,0,0,False
2020-04-12,22,0,44,False
2020-04-19,0,0,0,False
2020-04-26,25,0,50,True
