date,hochzeit hotel,hochzeit schloss,hochzeit villa,isPartial
2018-01-07,35,71,0,False
2018-01-14,0,76,0,False
2018-01-21,0,0,0,False
2018-01-28,0,0,0,False
2018-02-04,0,0,0,False
2018-02-11,39,39,0,False
2018-02-18,0,38,0,False
2018-02-25,0,0,0,False
2018-03-04,38,38,0,False
2018-03-11,0,38,0,False
2018-03-18,39,0,0,False
2018-03-25,0,0,0,False
2018-04-01,0,0,0,False
2018-04-08,39,0,0,False
2018-04-15,0,0,0,False
2018-04-22,0,0,0,False
2018-04-29,40,0,0,False
2018-05-06,42,42,0,False
2018-05-13,0,40,0,False
2018-05-20,0,0,0,False
2018-05-27,0,39,0,False
2018-06-03,0,40,0,False
2018-06-10,37,37,0,False
2018-06-17,0,0,0,False
2018-06-24,38,38,0,False
2018-07-01,35,36,0,False
2018-07-08,48,32,0,False
2018-07-15,32,64,0,False
2018-07-22,59,30,0,False
2018-07-29,29,29,0,False
2018-08-05,0,0,0,False
2018-08-12,29,0,0,False
2018-08-19,33,33,0,False
2018-08-26,0,0,0,False
2018-09-02,0,0,0,False
2018-09-09,0,37,0,False
2018-09-16,0,38,0,False
2018-09-23,0,76,0,False
2018-09-30,0,37,0,False
2018-10-07,40,60,0,False
2018-10-14,0,39,0,False
2018-10-21,37,0,0,False
2018-10-28,0,0,0,False
2018-11-04,37,74,0,False
2018-11-11,0,38,0,False
2018-11-18,36,0,0,False
2018-11-25,0,38,0,False
2018-12-02,38,38,0,False
2018-12-09,0,0,0,False
2018-12-16,0,0,0,False
2018-12-23,37,37,0,False
2018-12-30,0,0,0,False
2019-01-06,0,52,0,False
2019-01-13,0,0,0,False
2019-01-20,0,35,0,False
2019-01-27,0,0,0,False
2019-02-03,0,0,0,False
2019-02-10,0,38,0,False
2019-02-17,0,37,0,False
2019-02-24,37,36,0,False
2019-03-03,0,35,0,False
2019-03-10,36,36,0,False
2019-03-17,55,0,0,False
2019-03-24,0,0,0,False
2019-03-31,38,39,0,False
2019-04-07,0,0,0,False
2019-04-14,39,38,0,False
2019-04-21,36,72,0,False
2019-04-28,35,47,0,False
2019-05-05,36,70,0,False
2019-05-12,36,0,0,False
2019-05-19,0,35,0,False
2019-05-26,68,0,0,False
2019-06-02,35,0,0,False
2019-06-09,0,45,0,False
2019-06-16,35,0,0,False
2019-06-23,35,0,0,False
2019-06-30,33,100,0,False
2019-07-07,34,0,0,False
2019-07-14,0,33,0,False
2019-07-21,0,34,0,False
2019-07-28,32,32,0,False
2019-08-04,33,0,0,False
2019-08-11,0,32,0,False
2019-08-18,34,0,0,False
2019-08-25,0,33,0,False
2019-09-01,0,98,0,False
2019-09-08,33,0,0,False
2019-09-15,0,0,0,False
2019-09-22,0,34,0,False
2019-09-29,33,0,0,False
2019-10-06,33,34,0,False
2019-10-13,61,0,0,False
2019-10-20,0,0,0,False
2019-10-27,63,32,0,False
2019-11-03,31,0,0,False
2019-11-10,0,64,0,False
2019-11-17,0,0,0,False
2019-11-24,0,32,0,False
2019-12-01,33,33,0,False
2019-12-08,33,0,0,False
2019-12-15,0,33,0,False
2019-12-22,0,0,0,False
2019-12-29,46,30,0,False
2020-01-05,30,30,0,False
2020-01-12,0,0,0,False
2020-01-19,30,0,0,False
2020-01-26,0,0,0,False
2020-02-02,0,0,0,False
2020-02-09,0,0,0,False
2020-02-16,0,0,0,False
2020-02-23,0,30,0,False
2020-03-01,30,45,0,False
2020-03-08,0,28,0,False
2020-03-15,28,28,0,False
2020-03-22,0,0,0,False
2020-03-29,0,27,0,False
2020-04-05,30,0,0,False
2020-04-12,0,0,0,False
2020-04-19,0,0,0,False
2020-04-26,0,0,0,False
2020-05-03,28,0,0,False
2020-05-10,28,28,0,False
2020-05-17,0,0,0,False
2020-05-24,0,28,0,False
2020-05-31,0,26,0,False
2020-06-07,28,29,0,True
