date,hochzeit hotel,hochzeit schloss,hochzeit villa,isPartial
2018-01-07,0,0,0,False
2018-01-14,25,25,0,False
2018-01-21,25,76,25,False
2018-01-28,25,25,0,False
2018-02-04,25,50,0,False
2018-02-11,0,51,0,False
2018-02-18,51,0,51,False
2018-02-25,25,25,0,False
2018-03-04,0,0,0,False
2018-03-11,0,50,0,False
2018-03-18,25,25,0,False
2018-03-25,0,0,0,False
2018-04-01,27,27,0,False
2018-04-08,0,0,0,False
2018-04-15,52,39,26,False
2018-04-22,0,38,0,False
2018-04-29,0,26,79,False
2018-05-06,26,26,0,False
2018-05-13,36,24,24,False
2018-05-20,0,50,0,False
2018-05-27,0,0,25,False
2018-06-03,25,100,25,False
2018-06-10,49,25,24,False
2018-06-17,37,49,25,False
2018-06-24,0,0,25,False
2018-07-01,0,52,0,False
2018-07-08,51,51,0,False
2018-07-15,53,27,27,False
2018-07-22,26,78,0,False
2018-07-29,26,26,26,False
2018-08-05,36,36,0,False
2018-08-12,24,47,0,False
2018-08-19,0,49,0,False
2018-08-26,25,61,37,False
2018-09-02,25,25,0,False
2018-09-09,49,98,0,False
2018-09-16,25,25,0,False
2018-09-23,25,75,25,False
2018-09-30,25,25,0,False
2018-10-07,26,26,26,False
2018-10-14,25,38,0,False
2018-10-21,0,0,0,False
2018-10-28,0,24,24,False
2018-11-04,47,23,0,False
2018-11-11,0,24,0,False
2018-11-18,23,24,0,False
2018-11-25,24,0,0,False
2018-12-02,0,24,0,False
2018-12-09,0,48,0,False
2018-12-16,0,36,24,False
2018-12-23,41,0,0,False
2018-12-30,25,25,37,False
2019-01-06,23,90,0,False
2019-01-13,0,34,0,False
2019-01-20,22,56,22,False
2019-01-27,0,0,0,False
2019-02-03,23,23,0,False
2019-02-10,23,69,0,False
2019-02-17,25,37,25,False
2019-02-24,49,49,0,False
2019-03-03,23,23,23,False
2019-03-10,23,0,0,False
2019-03-17,0,24,24,False
2019-03-24,0,35,0,False
2019-03-31,0,24,0,False
2019-04-07,0,24,24,False
2019-04-14,26,0,26,False
2019-04-21,0,51,0,False
2019-04-28,23,23,0,False
2019-05-05,34,23,23,False
2019-05-12,23,0,0,False
2019-05-19,23,46,23,False
2019-05-26,0,24,36,False
2019-06-02,0,35,24,False
2019-06-09,24,23,0,False
2019-06-16,0,23,23,False
2019-06-23,0,0,24,False
2019-06-30,23,0,0,False
2019-07-07,60,36,24,False
2019-07-14,25,25,0,False
2019-07-21,26,26,26,False
2019-07-28,25,62,25,False
2019-08-04,25,0,0,False
2019-08-11,0,48,0,False
2019-08-18,48,24,24,False
2019-08-25,23,58,23,False
2019-09-01,23,0,0,False
2019-09-08,24,35,47,False
2019-09-15,24,48,24,False
2019-09-22,0,35,23,False
2019-09-29,45,23,23,False
2019-10-06,23,45,0,False
2019-10-13,0,35,23,False
2019-10-20,24,47,47,False
2019-10-27,22,22,0,False
2019-11-03,0,21,0,False
2019-11-10,0,22,22,False
2019-11-17,0,33,0,False
2019-11-24,0,22,0,False
2019-12-01,0,0,0,False
2019-12-08,22,44,22,False
2019-12-15,0,0,0,False
2019-12-22,25,50,0,False
2019-12-29,23,23,46,False
2020-01-05,0,20,0,False
2020-01-12,20,20,0,False
2020-01-19,21,21,21,False
2020-01-26,41,41,0,False
2020-02-02,20,40,0,False
2020-02-09,0,21,0,False
2020-02-16,21,21,0,False
2020-02-23,0,20,0,False
2020-03-01,0,20,0,False
2020-03-08,19,57,19,False
2020-03-15,18,0,18,False
2020-03-22,0,18,0,False
2020-03-29,0,0,0,False
2020-04-05,0,20,0,False
2020-04-12,0,19,0,False
2020-04-19,19,19,0,False
2020-04-26,19,0,18,False
2020-05-03,0,37,0,False
2020-05-10,0,38,19,False
2020-05-17,20,41,0,False
2020-05-24,19,19,0,False
2020-05-31,19,38,0,False
2020-06-07,21,43,0,True
