date,mariage mer,jardin mariage,mariage chateau_x,mariage palace,ferme mariage ,isPartial_x,mariage chateau_y,restaurant mariage,location salle des fêtes,isPartial_y
2018-01-07,41.34565217391304,0.0,82.69130434782608,0.0,0.0,False,42,21,0,False
2018-01-14,0.0,0.0,63.60869565217391,0.0,0.0,False,32,0,0,False
2018-01-21,41.34565217391304,0.0,0.0,0.0,0.0,False,0,42,0,False
2018-01-28,0.0,0.0,87.46195652173911,0.0,0.0,False,44,22,0,False
2018-02-04,0.0,0.0,41.34565217391304,0.0,0.0,False,21,0,0,False
2018-02-11,42.93586956521739,0.0,0.0,0.0,0.0,False,0,43,0,False
2018-02-18,0.0,0.0,87.46195652173911,0.0,0.0,False,44,0,0,False
2018-02-25,0.0,0.0,82.69130434782608,0.0,0.0,False,41,21,0,False
2018-03-04,0.0,0.0,41.34565217391304,0.0,0.0,False,21,0,0,False
2018-03-11,42.93586956521739,0.0,0.0,0.0,0.0,False,0,22,0,False
2018-03-18,0.0,0.0,42.93586956521739,0.0,0.0,False,22,0,0,False
2018-03-25,0.0,0.0,42.93586956521739,0.0,0.0,False,22,21,0,False
2018-04-01,0.0,0.0,42.93586956521739,0.0,0.0,False,22,43,0,False
2018-04-08,41.34565217391304,0.0,159.02173913043475,0.0,0.0,False,80,0,0,False
2018-04-15,0.0,0.0,46.11630434782608,0.0,0.0,False,23,0,0,False
2018-04-22,0.0,0.0,87.46195652173911,0.0,0.0,False,44,22,0,False
2018-04-29,82.69130434782608,0.0,82.69130434782608,0.0,0.0,False,42,20,0,False
2018-05-06,0.0,0.0,41.34565217391304,0.0,0.0,False,21,21,0,False
2018-05-13,41.34565217391304,0.0,104.95434782608694,0.0,0.0,False,53,0,0,False
2018-05-20,0.0,0.0,130.3978260869565,0.0,0.0,False,66,33,0,False
2018-05-27,0.0,0.0,41.34565217391304,0.0,0.0,False,21,21,0,False
2018-06-03,0.0,0.0,84.28152173913043,0.0,0.0,False,43,85,0,False
2018-06-10,0.0,0.0,81.10108695652173,0.0,0.0,False,41,0,0,False
2018-06-17,0.0,0.0,108.13478260869563,0.0,0.0,False,55,0,0,False
2018-06-24,42.93586956521739,0.0,42.93586956521739,0.0,0.0,False,21,0,0,False
2018-07-01,0.0,0.0,41.34565217391304,0.0,0.0,False,21,21,0,False
2018-07-08,39.75543478260869,0.0,0.0,0.0,0.0,False,0,20,0,False
2018-07-15,41.34565217391304,0.0,81.10108695652173,0.0,0.0,False,41,21,0,False
2018-07-22,0.0,0.0,39.75543478260869,0.0,0.0,False,20,0,0,False
2018-07-29,0.0,0.0,79.51086956521738,0.0,0.0,False,40,20,0,False
2018-08-05,0.0,0.0,36.574999999999996,0.0,0.0,False,19,19,0,False
2018-08-12,38.16521739130434,0.0,38.16521739130434,0.0,0.0,False,19,19,0,False
2018-08-19,0.0,0.0,79.51086956521738,0.0,0.0,False,40,20,0,False
