date,mariage mer,jardin mariage,mariage chateau_x,mariage palace,ferme mariage ,isPartial_x,mariage chateau_y,restaurant mariage,location salle des fêtes,isPartial_y
2018-01-07,0,0,10,0,0,False,0,0,0,False
2018-01-14,0,0,10,0,0,False,23,46,0,False
2018-01-21,0,0,10,0,0,False,23,0,0,False
2018-01-28,0,0,20,0,0,False,71,24,0,False
2018-02-04,0,0,0,0,0,False,0,0,0,False
2018-02-11,0,0,10,0,0,False,23,0,0,False
2018-02-18,0,0,0,0,0,False,0,0,0,False
2018-02-25,0,0,0,0,0,False,0,0,0,False
2018-03-04,0,0,10,0,0,False,23,0,0,False
2018-03-11,0,0,0,0,0,False,0,48,0,False
2018-03-18,0,0,10,0,0,False,24,0,0,False
2018-03-25,0,0,10,0,0,False,0,0,0,False
2018-04-01,0,0,20,0,0,False,49,0,0,False
2018-04-08,0,0,21,0,0,False,0,0,0,False
2018-04-15,0,0,11,0,0,False,0,0,0,False
2018-04-22,0,0,0,0,0,False,0,0,0,False
2018-04-29,0,0,11,0,0,False,25,0,0,False
2018-05-06,0,0,10,0,0,False,0,0,0,False
2018-05-13,0,0,0,0,0,False,0,0,0,False
2018-05-20,0,0,15,0,0,False,49,25,0,False
2018-05-27,0,0,0,0,0,False,0,0,0,False
2018-06-03,0,0,31,0,0,False,100,0,0,False
2018-06-10,0,0,10,0,0,False,23,0,0,False
2018-06-17,0,0,0,0,0,False,0,0,0,False
2018-06-24,0,0,15,0,0,False,25,0,0,False
2018-07-01,0,0,0,0,0,False,0,0,0,False
2018-07-08,0,0,10,0,0,False,25,51,0,False
2018-07-15,0,0,11,0,0,False,27,27,0,False
2018-07-22,0,0,11,0,0,False,27,27,0,False
2018-07-29,0,0,22,0,0,False,0,27,0,False
2018-08-05,0,0,11,0,0,False,27,55,0,False
2018-08-12,0,0,35,0,0,False,0,55,0,False
2018-08-19,0,0,0,0,0,False,0,27,0,False
2018-08-26,0,0,16,0,0,False,51,0,0,False
2018-09-02,0,0,21,0,0,False,77,0,0,False
2018-09-09,0,0,53,0,0,False,0,52,0,False
2018-09-16,0,0,21,0,0,False,50,0,0,False
2018-09-23,0,0,11,0,0,False,25,0,0,False
2018-09-30,0,0,11,0,0,False,26,0,0,False
2018-10-07,0,0,11,0,0,False,26,0,0,False
2018-10-14,0,0,11,0,0,False,26,26,0,False
2018-10-21,0,0,21,0,0,False,51,0,0,False
2018-10-28,0,0,10,0,0,False,25,0,0,False
2018-11-04,0,0,10,0,0,False,24,24,0,False
2018-11-11,0,0,0,0,0,False,0,0,0,False
2018-11-18,0,0,20,0,0,False,49,49,0,False
2018-11-25,0,0,30,0,0,False,73,0,0,False
2018-12-02,0,0,0,0,0,False,0,24,0,False
2018-12-09,0,0,0,0,0,False,0,0,0,False
2018-12-16,0,0,10,0,0,False,25,0,0,False
2018-12-23,0,0,0,0,0,False,0,0,0,False
2018-12-30,0,0,10,0,0,False,0,25,0,False
2019-01-06,0,0,10,0,0,False,0,0,0,False
2019-01-13,0,0,10,0,0,False,24,0,0,False
2019-01-20,0,0,10,0,0,False,0,0,0,False
2019-01-27,0,0,9,0,0,False,23,0,0,False
2019-02-03,0,0,10,0,0,False,24,0,0,False
2019-02-10,0,0,15,0,0,False,50,25,0,False
2019-02-17,0,0,10,0,0,False,0,0,0,False
2019-02-24,0,0,0,0,0,False,0,0,0,False
2019-03-03,0,0,19,0,0,False,46,23,0,False
2019-03-10,0,0,10,0,0,False,0,0,0,False
2019-03-17,0,0,0,0,0,False,0,0,0,False
2019-03-24,0,0,10,0,0,False,0,0,0,False
2019-03-31,0,0,15,0,0,False,25,0,0,False
2019-04-07,0,0,21,0,0,False,0,0,0,False
2019-04-14,0,0,11,0,0,False,0,0,0,False
2019-04-21,0,0,15,0,0,False,49,0,0,False
2019-04-28,0,0,19,0,0,False,47,0,0,False
2019-05-05,0,0,10,0,0,False,0,0,0,False
2019-05-12,0,0,20,0,0,False,74,0,0,False
2019-05-19,0,0,20,0,0,False,48,48,0,False
2019-05-26,0,0,10,0,0,False,0,24,0,False
2019-06-02,0,0,19,0,0,False,0,0,0,False
2019-06-09,0,0,0,0,0,False,0,47,0,False
2019-06-16,0,0,20,0,0,False,0,0,0,False
2019-06-23,0,0,0,0,0,False,0,0,0,False
2019-06-30,0,0,20,0,0,False,0,0,0,False
2019-07-07,0,0,21,0,0,False,49,49,0,False
2019-07-14,0,0,0,0,0,False,0,0,0,False
2019-07-21,0,0,16,0,0,False,52,0,0,False
2019-07-28,0,0,11,0,0,False,0,0,0,False
2019-08-04,0,0,11,0,0,False,0,0,0,False
2019-08-11,0,0,43,0,0,False,0,77,0,False
2019-08-18,0,0,0,0,0,False,0,52,0,False
2019-08-25,0,0,10,0,0,False,24,24,0,False
2019-09-01,0,0,19,0,0,False,23,0,0,False
2019-09-08,0,0,10,0,0,False,0,0,0,False
2019-09-15,0,0,0,0,0,False,0,0,0,False
2019-09-22,0,0,0,0,0,False,0,0,0,False
2019-09-29,0,0,28,0,0,False,0,0,0,False
2019-10-06,0,0,9,0,0,False,22,22,0,False
2019-10-13,0,0,14,0,0,False,45,0,0,False
2019-10-20,0,0,0,0,0,False,0,0,0,False
2019-10-27,0,0,23,0,0,False,87,0,0,False
2019-11-03,0,0,0,0,0,False,0,0,0,False
2019-11-10,0,0,18,0,0,False,0,0,0,False
2019-11-17,0,0,0,0,0,False,0,0,0,False
2019-11-24,0,0,0,0,0,False,0,0,0,False
2019-12-01,0,0,18,0,0,False,43,0,0,False
2019-12-08,0,0,9,0,0,False,21,0,0,False
2019-12-15,0,0,9,0,0,False,22,22,0,False
2019-12-22,0,0,18,0,0,False,0,0,0,False
2019-12-29,0,0,0,0,0,False,0,0,0,False
2020-01-05,0,0,0,0,0,False,0,0,0,False
2020-01-12,0,0,8,0,0,False,20,0,0,False
2020-01-19,0,0,0,0,0,False,0,0,0,False
2020-01-26,0,0,13,0,0,False,20,0,0,False
2020-02-02,0,0,0,0,0,False,0,0,0,False
2020-02-09,0,0,8,0,0,False,20,20,0,False
2020-02-16,0,0,13,0,0,False,42,21,0,False
2020-02-23,0,0,8,0,0,False,0,20,0,False
2020-03-01,0,0,0,0,0,False,0,0,0,False
2020-03-08,0,0,8,0,0,False,0,19,0,False
2020-03-15,0,0,7,0,0,False,18,0,0,False
2020-03-22,0,0,7,0,0,False,16,0,0,False
2020-03-29,0,0,7,0,0,False,0,0,0,False
2020-04-05,0,0,14,0,0,False,17,17,0,False
2020-04-12,0,0,7,0,0,False,0,0,0,False
2020-04-19,0,0,7,0,0,False,17,0,0,False
2020-04-26,0,0,7,0,0,False,16,16,0,False
2020-05-03,0,0,100,0,0,True,0,0,0,True
