date,hochzeit hotel,hochzeit schloss,hochzeit villa,isPartial
2018-01-07,36,36,0,False
2018-01-14,34,0,0,False
2018-01-21,35,52,0,False
2018-01-28,0,0,0,False
2018-02-04,0,0,0,False
2018-02-11,0,34,0,False
2018-02-18,0,33,0,False
2018-02-25,50,34,0,False
2018-03-04,35,35,0,False
2018-03-11,52,35,0,False
2018-03-18,34,34,0,False
2018-03-25,36,36,0,False
2018-04-01,0,36,0,False
2018-04-08,35,70,0,False
2018-04-15,36,0,0,False
2018-04-22,34,0,0,False
2018-04-29,0,37,0,False
2018-05-06,0,39,0,False
2018-05-13,36,53,0,False
2018-05-20,51,76,0,False
2018-05-27,34,52,0,False
2018-06-03,0,0,0,False
2018-06-10,33,33,0,False
2018-06-17,0,51,0,False
2018-06-24,35,36,0,False
2018-07-01,36,36,0,False
2018-07-08,36,0,0,False
2018-07-15,0,39,0,False
2018-07-22,39,39,0,False
2018-07-29,38,38,0,False
2018-08-05,36,0,0,False
2018-08-12,0,0,0,False
2018-08-19,36,0,0,False
2018-08-26,54,36,0,False
2018-09-02,36,0,0,False
2018-09-09,35,71,0,False
2018-09-16,0,53,0,False
2018-09-23,72,36,0,False
2018-09-30,39,39,0,False
2018-10-07,75,37,0,False
2018-10-14,35,52,0,False
2018-10-21,0,0,0,False
2018-10-28,35,0,0,False
2018-11-04,0,0,0,False
2018-11-11,34,0,0,False
2018-11-18,100,0,0,False
2018-11-25,0,34,0,False
2018-12-02,0,34,0,False
2018-12-09,34,0,0,False
2018-12-16,36,36,0,False
2018-12-23,0,49,0,False
2018-12-30,39,0,0,False
2019-01-06,32,0,0,False
2019-01-13,0,32,0,False
2019-01-20,33,0,0,False
2019-01-27,32,0,0,False
2019-02-03,33,0,0,False
2019-02-10,44,0,0,False
2019-02-17,0,0,0,False
2019-02-24,33,50,0,False
2019-03-03,34,34,0,False
2019-03-10,0,0,0,False
2019-03-17,34,34,0,False
2019-03-24,34,0,0,False
2019-03-31,51,0,0,False
2019-04-07,34,34,0,False
2019-04-14,37,0,0,False
2019-04-21,37,37,0,False
2019-04-28,0,0,0,False
2019-05-05,33,0,0,False
2019-05-12,0,35,0,False
2019-05-19,0,68,0,False
2019-05-26,37,37,0,False
2019-06-02,71,0,0,False
2019-06-09,37,0,0,False
2019-06-16,38,37,0,False
2019-06-23,38,38,0,False
2019-06-30,38,0,0,False
2019-07-07,0,39,0,False
2019-07-14,0,0,0,False
2019-07-21,87,0,0,False
2019-07-28,0,0,0,False
2019-08-04,38,0,0,False
2019-08-11,0,37,0,False
2019-08-18,37,0,0,False
2019-08-25,38,37,0,False
2019-09-01,36,36,0,False
2019-09-08,73,0,0,False
2019-09-15,0,0,0,False
2019-09-22,0,34,0,False
2019-09-29,0,34,0,False
2019-10-06,37,36,0,False
2019-10-13,35,0,0,False
2019-10-20,31,0,0,False
2019-10-27,0,69,0,False
2019-11-03,33,0,0,False
2019-11-10,0,35,0,False
2019-11-17,62,31,0,False
2019-11-24,0,33,0,False
2019-12-01,0,35,0,False
2019-12-08,0,0,0,False
2019-12-15,0,0,0,False
2019-12-22,50,0,0,False
2019-12-29,0,42,0,False
2020-01-05,65,33,0,False
2020-01-12,0,0,0,False
2020-01-19,0,31,0,False
2020-01-26,0,0,0,False
2020-02-02,32,32,0,False
2020-02-09,0,31,0,False
2020-02-16,42,28,0,False
2020-02-23,41,27,0,False
2020-03-01,30,30,0,False
2020-03-08,28,28,0,False
2020-03-15,27,27,0,False
2020-03-22,0,26,0,False
2020-03-29,25,0,0,False
2020-04-05,0,0,0,False
2020-04-12,27,0,0,False
2020-04-19,0,0,0,False
2020-04-26,0,25,0,False
2020-05-03,25,0,0,False
2020-05-10,26,0,0,False
2020-05-17,58,43,0,False
2020-05-24,0,29,0,False
2020-05-31,0,28,0,False
2020-06-07,31,92,0,True
