date,matrimonio ristorante,matrimonio cascina,matrimonio borgo,matrimonio villa,matrimonio castello,isPartial
2018-01-07,0,0,0,94,19,False
2018-01-14,18,0,0,72,18,False
2018-01-21,18,0,0,72,18,False
2018-01-28,53,0,0,70,0,False
2018-02-04,0,0,0,17,0,False
2018-02-11,0,0,0,35,0,False
2018-02-18,0,0,0,78,17,False
2018-02-25,25,0,0,25,16,False
2018-03-04,0,0,0,34,0,False
2018-03-11,34,0,0,17,17,False
2018-03-18,18,0,0,26,18,False
2018-03-25,18,0,0,45,0,False
2018-04-01,0,0,0,19,37,False
2018-04-08,35,0,0,26,26,False
2018-04-15,18,0,0,54,18,False
2018-04-22,55,0,0,55,37,False
2018-04-29,17,0,0,52,17,False
2018-05-06,0,0,0,34,0,False
2018-05-13,35,0,0,35,35,False
2018-05-20,70,0,0,61,0,False
2018-05-27,0,0,0,36,18,False
2018-06-03,18,0,0,61,18,False
2018-06-10,33,0,0,58,0,False
2018-06-17,0,0,0,78,17,False
2018-06-24,26,0,0,61,0,False
2018-07-01,34,0,0,34,25,False
2018-07-08,17,0,0,51,0,False
2018-07-15,43,0,0,69,43,False
2018-07-22,0,0,0,60,43,False
2018-07-29,0,0,0,53,35,False
2018-08-05,18,0,0,18,18,False
2018-08-12,28,0,0,56,28,False
2018-08-19,37,0,0,46,18,False
2018-08-26,17,0,0,35,17,False
2018-09-02,26,0,0,77,51,False
2018-09-09,0,0,0,68,17,False
2018-09-16,17,0,0,76,0,False
2018-09-23,0,0,0,42,17,False
2018-09-30,18,0,0,44,0,False
2018-10-07,44,0,0,44,0,False
2018-10-14,0,0,0,26,18,False
2018-10-21,18,0,0,53,27,False
2018-10-28,17,0,0,34,34,False
2018-11-04,17,0,0,61,18,False
2018-11-11,0,0,0,72,18,False
2018-11-18,0,0,0,26,17,False
2018-11-25,35,0,0,35,18,False
2018-12-02,0,0,0,18,18,False
2018-12-09,19,0,0,19,0,False
2018-12-16,19,0,0,57,0,False
2018-12-23,22,0,0,22,0,False
2018-12-30,20,0,0,40,20,False
2019-01-06,28,0,0,56,18,False
2019-01-13,0,0,0,27,0,False
2019-01-20,0,0,0,33,17,False
2019-01-27,17,0,0,42,25,False
2019-02-03,17,0,0,34,0,False
2019-02-10,26,0,0,18,0,False
2019-02-17,0,0,0,53,0,False
2019-02-24,17,0,0,17,17,False
2019-03-03,0,0,0,54,0,False
2019-03-10,0,0,0,0,0,False
2019-03-17,18,0,0,27,53,False
2019-03-24,0,0,0,18,0,False
2019-03-31,17,0,0,35,0,False
2019-04-07,0,0,0,18,0,False
2019-04-14,18,0,0,18,0,False
2019-04-21,18,0,0,71,18,False
2019-04-28,0,0,0,43,0,False
2019-05-05,0,0,0,42,17,False
2019-05-12,25,0,0,59,17,False
2019-05-19,17,0,0,50,25,False
2019-05-26,16,0,0,64,24,False
2019-06-02,17,0,0,35,0,False
2019-06-09,34,0,0,52,17,False
2019-06-16,36,0,0,27,18,False
2019-06-23,18,0,0,72,36,False
2019-06-30,18,0,0,88,26,False
2019-07-07,17,0,0,25,17,False
2019-07-14,0,0,0,35,0,False
2019-07-21,17,0,0,79,26,False
2019-07-28,0,0,0,53,0,False
2019-08-04,18,0,0,27,0,False
2019-08-11,0,0,0,29,19,False
2019-08-18,18,0,0,35,0,False
2019-08-25,17,0,0,100,17,False
2019-09-01,16,0,0,32,16,False
2019-09-08,33,0,0,75,33,False
2019-09-15,16,0,0,32,16,False
2019-09-22,16,0,0,47,16,False
2019-09-29,16,0,0,41,16,False
2019-10-06,17,0,0,66,25,False
2019-10-13,33,0,0,65,16,False
2019-10-20,16,0,0,63,0,False
2019-10-27,16,0,0,16,16,False
2019-11-03,16,0,0,54,31,False
2019-11-10,32,0,0,32,16,False
2019-11-17,15,0,0,15,15,False
2019-11-24,16,0,0,31,16,False
2019-12-01,16,0,0,33,16,False
2019-12-08,0,0,0,49,0,False
2019-12-15,17,0,0,42,17,False
2019-12-22,20,0,0,50,0,False
2019-12-29,0,0,0,27,18,False
2020-01-05,33,0,0,41,41,False
2020-01-12,15,0,0,23,15,False
2020-01-19,0,0,0,32,24,False
2020-01-26,23,0,0,60,0,False
2020-02-02,0,0,0,38,30,False
2020-02-09,24,0,0,47,47,False
2020-02-16,16,0,0,46,16,False
2020-02-23,14,0,0,29,14,False
2020-03-01,43,0,0,14,29,False
2020-03-08,0,0,0,0,0,False
2020-03-15,0,0,0,14,0,False
2020-03-22,0,0,0,0,0,False
2020-03-29,0,0,0,0,0,False
2020-04-05,0,0,0,14,14,False
2020-04-12,0,0,0,21,27,False
2020-04-19,0,0,0,26,0,False
2020-04-26,0,0,0,13,0,False
2020-05-03,0,0,0,0,0,False
2020-05-10,31,0,0,0,0,True
