date,matrimonio ristorante,matrimonio cascina,matrimonio borgo,matrimonio villa,matrimonio castello,isPartial
2018-01-07,0,0,0,11,11,False
2018-01-14,0,0,0,11,0,False
2018-01-21,0,0,0,32,11,False
2018-01-28,0,0,0,21,0,False
2018-02-04,21,0,0,31,0,False
2018-02-11,0,0,0,33,11,False
2018-02-18,0,0,0,0,0,False
2018-02-25,11,0,0,22,22,False
2018-03-04,11,0,0,22,0,False
2018-03-11,0,0,0,0,0,False
2018-03-18,0,0,0,11,0,False
2018-03-25,25,0,0,37,0,False
2018-04-01,0,0,0,38,13,False
2018-04-08,0,0,0,22,0,False
2018-04-15,23,0,0,23,11,False
2018-04-22,0,0,0,12,12,False
2018-04-29,0,0,0,34,11,False
2018-05-06,23,0,0,23,0,False
2018-05-13,0,0,0,45,23,False
2018-05-20,0,0,0,70,58,False
2018-05-27,0,0,0,12,0,False
2018-06-03,24,0,0,35,12,False
2018-06-10,0,0,0,52,21,False
2018-06-17,0,0,0,55,0,False
2018-06-24,11,0,0,11,11,False
2018-07-01,0,0,0,0,0,False
2018-07-08,0,0,0,57,0,False
2018-07-15,0,0,0,58,12,False
2018-07-22,22,0,0,100,11,False
2018-07-29,11,0,0,22,0,False
2018-08-05,0,0,0,11,21,False
2018-08-12,0,0,0,11,11,False
2018-08-19,20,0,0,30,30,False
2018-08-26,0,0,0,32,11,False
2018-09-02,0,0,0,22,32,False
2018-09-09,0,0,0,33,0,False
2018-09-16,10,0,0,31,0,False
2018-09-23,0,0,0,32,0,False
2018-09-30,0,0,0,11,11,False
2018-10-07,0,0,0,11,0,False
2018-10-14,0,0,0,34,11,False
2018-10-21,0,0,0,0,0,False
2018-10-28,0,0,0,0,11,False
2018-11-04,0,0,0,23,11,False
2018-11-11,0,0,0,12,12,False
2018-11-18,0,0,0,12,0,False
2018-11-25,0,0,0,23,0,False
2018-12-02,0,0,0,12,0,False
2018-12-09,0,0,0,12,0,False
2018-12-16,0,0,0,25,0,False
2018-12-23,13,0,0,13,13,False
2018-12-30,0,0,0,11,0,False
2019-01-06,0,0,0,22,0,False
2019-01-13,11,0,0,44,0,False
2019-01-20,0,0,0,10,0,False
2019-01-27,11,0,0,21,11,False
2019-02-03,0,0,0,0,10,False
2019-02-10,0,0,0,32,0,False
2019-02-17,0,0,0,11,0,False
2019-02-24,11,0,0,21,0,False
2019-03-03,11,0,0,23,11,False
2019-03-10,0,0,0,11,0,False
2019-03-17,0,0,0,33,0,False
2019-03-24,0,0,0,0,11,False
2019-03-31,0,0,0,32,0,False
2019-04-07,0,0,0,33,0,False
2019-04-14,11,0,0,0,0,False
2019-04-21,0,0,0,12,0,False
2019-04-28,0,0,0,11,11,False
2019-05-05,0,0,0,22,22,False
2019-05-12,0,0,0,32,11,False
2019-05-19,11,0,0,32,0,False
2019-05-26,10,0,0,0,0,False
2019-06-02,0,0,0,11,0,False
2019-06-09,0,0,0,0,0,False
2019-06-16,12,0,0,23,0,False
2019-06-23,11,0,0,34,22,False
2019-06-30,34,0,0,0,11,False
2019-07-07,0,0,0,67,0,False
2019-07-14,11,0,0,11,22,False
2019-07-21,0,0,0,34,11,False
2019-07-28,22,0,0,22,11,False
2019-08-04,0,0,0,0,22,False
2019-08-11,11,0,0,11,22,False
2019-08-18,0,0,0,31,0,False
2019-08-25,0,0,0,40,20,False
2019-09-01,0,0,0,10,10,False
2019-09-08,0,0,0,10,10,False
2019-09-15,10,0,0,10,10,False
2019-09-22,10,0,0,31,0,False
2019-09-29,0,0,0,10,0,False
2019-10-06,10,0,0,0,0,False
2019-10-13,0,0,0,66,11,False
2019-10-20,10,0,0,51,20,False
2019-10-27,11,0,0,11,21,False
2019-11-03,0,0,0,10,20,False
2019-11-10,0,0,0,0,0,False
2019-11-17,11,0,0,11,0,False
2019-11-24,0,0,0,0,0,False
2019-12-01,0,0,0,32,0,False
2019-12-08,0,0,0,44,0,False
2019-12-15,11,0,0,11,0,False
2019-12-22,0,0,0,0,12,False
2019-12-29,0,0,0,11,11,False
2020-01-05,0,0,0,21,0,False
2020-01-12,0,0,0,10,0,False
2020-01-19,0,0,0,20,20,False
2020-01-26,0,0,0,0,10,False
2020-02-02,0,0,0,10,10,False
2020-02-09,21,0,0,21,10,False
2020-02-16,0,0,0,10,21,False
2020-02-23,0,0,0,30,0,False
2020-03-01,9,0,0,0,0,False
2020-03-08,0,0,0,0,0,False
2020-03-15,0,0,0,0,0,False
2020-03-22,0,0,0,0,0,False
2020-03-29,0,0,0,0,8,False
2020-04-05,9,0,0,9,0,False
2020-04-12,9,0,0,0,0,False
2020-04-19,0,0,0,0,0,False
2020-04-26,0,0,0,9,9,False
2020-05-03,0,0,0,0,0,False
2020-05-10,0,0,0,0,0,True
