date,acconciature sposa,isPartial
2018-01-07,49,False
2018-01-14,41,False
2018-01-21,32,False
2018-01-28,65,False
2018-02-04,48,False
2018-02-11,42,False
2018-02-18,59,False
2018-02-25,43,False
2018-03-04,85,False
2018-03-11,26,False
2018-03-18,53,False
2018-03-25,56,False
2018-04-01,29,False
2018-04-08,17,False
2018-04-15,86,False
2018-04-22,27,False
2018-04-29,27,False
2018-05-06,27,False
2018-05-13,44,False
2018-05-20,44,False
2018-05-27,64,False
2018-06-03,100,False
2018-06-10,49,False
2018-06-17,51,False
2018-06-24,51,False
2018-07-01,0,False
2018-07-08,35,False
2018-07-15,27,False
2018-07-22,60,False
2018-07-29,92,False
2018-08-05,57,False
2018-08-12,17,False
2018-08-19,47,False
2018-08-26,57,False
2018-09-02,67,False
2018-09-09,43,False
2018-09-16,33,False
2018-09-23,16,False
2018-09-30,17,False
2018-10-07,26,False
2018-10-14,17,False
2018-10-21,17,False
2018-10-28,25,False
2018-11-04,17,False
2018-11-11,18,False
2018-11-18,36,False
2018-11-25,26,False
2018-12-02,37,False
2018-12-09,0,False
2018-12-16,19,False
2018-12-23,20,False
2018-12-30,35,False
2019-01-06,34,False
2019-01-13,50,False
2019-01-20,32,False
2019-01-27,49,False
2019-02-03,24,False
2019-02-10,33,False
2019-02-17,41,False
2019-02-24,50,False
2019-03-03,26,False
2019-03-10,50,False
2019-03-17,17,False
2019-03-24,17,False
2019-03-31,33,False
2019-04-07,42,False
2019-04-14,43,False
2019-04-21,36,False
2019-04-28,17,False
2019-05-05,67,False
2019-05-12,32,False
2019-05-19,25,False
2019-05-26,31,False
2019-06-02,33,False
2019-06-09,17,False
2019-06-16,36,False
2019-06-23,43,False
2019-06-30,62,False
2019-07-07,77,False
2019-07-14,42,False
2019-07-21,26,False
2019-07-28,17,False
2019-08-04,50,False
2019-08-11,0,False
2019-08-18,63,False
2019-08-25,54,False
2019-09-01,22,False
2019-09-08,24,False
2019-09-15,32,False
2019-09-22,16,False
2019-09-29,16,False
2019-10-06,16,False
2019-10-13,67,False
2019-10-20,23,False
2019-10-27,16,False
2019-11-03,47,False
2019-11-10,33,False
2019-11-17,16,False
2019-11-24,0,False
2019-12-01,17,False
2019-12-08,17,False
2019-12-15,34,False
2019-12-22,0,False
2019-12-29,26,False
2020-01-05,16,False
2020-01-12,16,False
2020-01-19,32,False
2020-01-26,31,False
2020-02-02,46,False
2020-02-09,40,False
2020-02-16,32,False
2020-02-23,23,False
2020-03-01,22,False
2020-03-08,20,False
2020-03-15,13,False
2020-03-22,12,False
2020-03-29,13,False
2020-04-05,13,False
2020-04-12,14,False
2020-04-19,13,False
2020-04-26,0,True
