date,Zimmerer,isPartial
2018-01-07,32,False
2018-01-14,62,False
2018-01-21,31,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,32,False
2018-02-25,31,False
2018-03-04,32,False
2018-03-11,31,False
2018-03-18,32,False
2018-03-25,49,False
2018-04-01,34,False
2018-04-08,33,False
2018-04-15,66,False
2018-04-22,33,False
2018-04-29,34,False
2018-05-06,33,False
2018-05-13,0,False
2018-05-20,33,False
2018-05-27,50,False
2018-06-03,96,False
2018-06-10,0,False
2018-06-17,31,False
2018-06-24,31,False
2018-07-01,0,False
2018-07-08,62,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,32,False
2018-08-12,34,False
2018-08-19,32,False
2018-08-26,0,False
2018-09-02,32,False
2018-09-09,32,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,32,False
2018-10-07,32,False
2018-10-14,0,False
2018-10-21,32,False
2018-10-28,32,False
2018-11-04,0,False
2018-11-11,93,False
2018-11-18,0,False
2018-11-25,31,False
2018-12-02,0,False
2018-12-09,32,False
2018-12-16,65,False
2018-12-23,0,False
2018-12-30,63,False
2019-01-06,28,False
2019-01-13,28,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,28,False
2019-02-10,0,False
2019-02-17,30,False
2019-02-24,58,False
2019-03-03,59,False
2019-03-10,28,False
2019-03-17,30,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,30,False
2019-04-14,32,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,28,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,29,False
2019-06-02,0,False
2019-06-09,62,False
2019-06-16,31,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,45,False
2019-07-14,64,False
2019-07-21,100,False
2019-07-28,0,False
2019-08-04,50,False
2019-08-11,32,False
2019-08-18,30,False
2019-08-25,61,False
2019-09-01,29,False
2019-09-08,60,False
2019-09-15,32,False
2019-09-22,0,False
2019-09-29,30,False
2019-10-06,0,False
2019-10-13,30,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,29,False
2019-11-10,29,False
2019-11-17,0,False
2019-11-24,29,False
2019-12-01,89,False
2019-12-08,29,False
2019-12-15,0,False
2019-12-22,34,False
2019-12-29,0,False
2020-01-05,28,False
2020-01-12,27,False
2020-01-19,41,False
2020-01-26,0,False
2020-02-02,27,False
2020-02-09,54,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,27,False
2020-03-08,0,False
2020-03-15,71,False
2020-03-22,0,False
2020-03-29,22,False
2020-04-05,0,False
2020-04-12,24,False
2020-04-19,0,False
2020-04-26,48,False
2020-05-03,25,False
2020-05-10,24,False
2020-05-17,0,False
2020-05-24,0,False
2020-05-31,0,False
2020-06-07,0,False
2020-06-14,49,False
2020-06-21,26,False
2020-06-28,52,False
2020-07-05,0,False
