date,Alarmanlage,isPartial
2018-01-07,20,False
2018-01-14,19,False
2018-01-21,29,False
2018-01-28,60,False
2018-02-04,32,False
2018-02-11,39,False
2018-02-18,19,False
2018-02-25,19,False
2018-03-04,0,False
2018-03-11,29,False
2018-03-18,19,False
2018-03-25,100,False
2018-04-01,21,False
2018-04-08,41,False
2018-04-15,0,False
2018-04-22,20,False
2018-04-29,30,False
2018-05-06,41,False
2018-05-13,38,False
2018-05-20,20,False
2018-05-27,40,False
2018-06-03,19,False
2018-06-10,55,False
2018-06-17,38,False
2018-06-24,29,False
2018-07-01,59,False
2018-07-08,0,False
2018-07-15,40,False
2018-07-22,30,False
2018-07-29,20,False
2018-08-05,29,False
2018-08-12,50,False
2018-08-19,19,False
2018-08-26,19,False
2018-09-02,37,False
2018-09-09,19,False
2018-09-16,38,False
2018-09-23,28,False
2018-09-30,66,False
2018-10-07,58,False
2018-10-14,19,False
2018-10-21,19,False
2018-10-28,57,False
2018-11-04,36,False
2018-11-11,46,False
2018-11-18,36,False
2018-11-25,55,False
2018-12-02,28,False
2018-12-09,73,False
2018-12-16,47,False
2018-12-23,0,False
2018-12-30,19,False
2019-01-06,33,False
2019-01-13,60,False
2019-01-20,17,False
2019-01-27,52,False
2019-02-03,46,False
2019-02-10,26,False
2019-02-17,52,False
2019-02-24,17,False
2019-03-03,26,False
2019-03-10,43,False
2019-03-17,36,False
2019-03-24,18,False
2019-03-31,18,False
2019-04-07,27,False
2019-04-14,0,False
2019-04-21,18,False
2019-04-28,26,False
2019-05-05,17,False
2019-05-12,17,False
2019-05-19,0,False
2019-05-26,17,False
2019-06-02,0,False
2019-06-09,27,False
2019-06-16,54,False
2019-06-23,18,False
2019-06-30,0,False
2019-07-07,34,False
2019-07-14,18,False
2019-07-21,28,False
2019-07-28,18,False
2019-08-04,55,False
2019-08-11,17,False
2019-08-18,33,False
2019-08-25,57,False
2019-09-01,16,False
2019-09-08,34,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,16,False
2019-10-06,33,False
2019-10-13,25,False
2019-10-20,16,False
2019-10-27,57,False
2019-11-03,31,False
2019-11-10,31,False
2019-11-17,32,False
2019-11-24,47,False
2019-12-01,16,False
2019-12-08,41,False
2019-12-15,33,False
2019-12-22,18,False
2019-12-29,16,False
2020-01-05,29,False
2020-01-12,57,False
2020-01-19,15,False
2020-01-26,30,False
2020-02-02,48,False
2020-02-09,23,False
2020-02-16,15,False
2020-02-23,15,False
2020-03-01,15,False
2020-03-08,14,False
2020-03-15,13,False
2020-03-22,19,False
2020-03-29,0,False
2020-04-05,14,False
2020-04-12,13,False
2020-04-19,20,False
2020-04-26,0,False
2020-05-03,14,False
2020-05-10,13,False
2020-05-17,29,False
2020-05-24,13,False
2020-05-31,13,False
2020-06-07,14,False
2020-06-14,34,False
2020-06-21,29,False
2020-06-28,29,False
2020-07-05,24,False
