date,Alarmanlage,isPartial
2018-01-07,24,False
2018-01-14,70,False
2018-01-21,35,False
2018-01-28,24,False
2018-02-04,37,False
2018-02-11,24,False
2018-02-18,24,False
2018-02-25,24,False
2018-03-04,35,False
2018-03-11,23,False
2018-03-18,24,False
2018-03-25,12,False
2018-04-01,27,False
2018-04-08,38,False
2018-04-15,13,False
2018-04-22,12,False
2018-04-29,12,False
2018-05-06,25,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,12,False
2018-06-03,0,False
2018-06-10,24,False
2018-06-17,36,False
2018-06-24,25,False
2018-07-01,24,False
2018-07-08,13,False
2018-07-15,68,False
2018-07-22,14,False
2018-07-29,14,False
2018-08-05,0,False
2018-08-12,25,False
2018-08-19,37,False
2018-08-26,0,False
2018-09-02,50,False
2018-09-09,12,False
2018-09-16,24,False
2018-09-23,0,False
2018-09-30,12,False
2018-10-07,65,False
2018-10-14,26,False
2018-10-21,50,False
2018-10-28,71,False
2018-11-04,0,False
2018-11-11,36,False
2018-11-18,35,False
2018-11-25,46,False
2018-12-02,59,False
2018-12-09,36,False
2018-12-16,37,False
2018-12-23,15,False
2018-12-30,82,False
2019-01-06,0,False
2019-01-13,57,False
2019-01-20,68,False
2019-01-27,45,False
2019-02-03,23,False
2019-02-10,47,False
2019-02-17,12,False
2019-02-24,71,False
2019-03-03,45,False
2019-03-10,23,False
2019-03-17,0,False
2019-03-24,71,False
2019-03-31,12,False
2019-04-07,77,False
2019-04-14,39,False
2019-04-21,38,False
2019-04-28,34,False
2019-05-05,11,False
2019-05-12,12,False
2019-05-19,23,False
2019-05-26,61,False
2019-06-02,46,False
2019-06-09,23,False
2019-06-16,24,False
2019-06-23,50,False
2019-06-30,37,False
2019-07-07,37,False
2019-07-14,53,False
2019-07-21,14,False
2019-07-28,43,False
2019-08-04,53,False
2019-08-11,48,False
2019-08-18,35,False
2019-08-25,35,False
2019-09-01,11,False
2019-09-08,35,False
2019-09-15,23,False
2019-09-22,34,False
2019-09-29,34,False
2019-10-06,23,False
2019-10-13,23,False
2019-10-20,33,False
2019-10-27,100,False
2019-11-03,65,False
2019-11-10,22,False
2019-11-17,55,False
2019-11-24,32,False
2019-12-01,22,False
2019-12-08,33,False
2019-12-15,34,False
2019-12-22,27,False
2019-12-29,26,False
2020-01-05,73,False
2020-01-12,63,False
2020-01-19,21,False
2020-01-26,0,False
2020-02-02,53,False
2020-02-09,42,False
2020-02-16,43,False
2020-02-23,41,False
2020-03-01,61,False
2020-03-08,19,False
2020-03-15,20,False
2020-03-22,10,False
2020-03-29,19,False
2020-04-05,32,False
2020-04-12,62,False
2020-04-19,48,False
2020-04-26,9,False
2020-05-03,19,False
2020-05-10,10,False
2020-05-17,21,False
2020-05-24,20,False
2020-05-31,10,False
2020-06-07,29,False
2020-06-14,60,False
2020-06-21,21,False
2020-06-28,42,False
2020-07-05,55,False
