date,Alarmanlage,isPartial
2018-01-07,0,False
2018-01-14,42,False
2018-01-21,0,False
2018-01-28,42,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,41,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,43,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,52,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,54,False
2018-05-27,0,False
2018-06-03,53,False
2018-06-10,49,False
2018-06-17,100,False
2018-06-24,0,False
2018-07-01,47,False
2018-07-08,0,False
2018-07-15,49,False
2018-07-22,48,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,48,False
2018-08-26,49,False
2018-09-02,51,False
2018-09-09,51,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,50,False
2018-10-07,0,False
2018-10-14,53,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,52,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,46,False
2018-12-30,39,False
2019-01-06,41,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,41,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,39,False
2019-02-24,0,False
2019-03-03,38,False
2019-03-10,0,False
2019-03-17,44,False
2019-03-24,46,False
2019-03-31,48,False
2019-04-07,47,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,51,False
2019-05-05,49,False
2019-05-12,99,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,97,False
2019-06-09,46,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,46,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,45,False
2019-07-28,42,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,43,False
2019-08-25,45,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,45,False
2019-09-29,40,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,62,False
2019-11-03,40,False
2019-11-10,0,False
2019-11-17,81,False
2019-11-24,0,False
2019-12-01,41,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,33,False
2020-01-05,34,False
2020-01-12,49,False
2020-01-19,0,False
2020-01-26,32,False
2020-02-02,31,False
2020-02-09,31,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,31,False
2020-03-08,30,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,0,False
2020-05-17,41,False
2020-05-24,0,False
2020-05-31,0,False
2020-06-07,0,False
2020-06-14,0,False
2020-06-21,75,False
2020-06-28,36,False
2020-07-05,36,False
