date,piscine couverte,isPartial
2018-01-07,31,False
2018-01-14,41,False
2018-01-21,41,False
2018-01-28,31,False
2018-02-04,30,False
2018-02-11,41,False
2018-02-18,62,False
2018-02-25,62,False
2018-03-04,43,False
2018-03-11,79,False
2018-03-18,74,False
2018-03-25,64,False
2018-04-01,43,False
2018-04-08,62,False
2018-04-15,100,False
2018-04-22,63,False
2018-04-29,50,False
2018-05-06,34,False
2018-05-13,75,False
2018-05-20,32,False
2018-05-27,31,False
2018-06-03,32,False
2018-06-10,75,False
2018-06-17,0,False
2018-06-24,32,False
2018-07-01,31,False
2018-07-08,33,False
2018-07-15,47,False
2018-07-22,0,False
2018-07-29,70,False
2018-08-05,0,False
2018-08-12,56,False
2018-08-19,36,False
2018-08-26,77,False
2018-09-02,50,False
2018-09-09,83,False
2018-09-16,43,False
2018-09-23,33,False
2018-09-30,66,False
2018-10-07,49,False
2018-10-14,55,False
2018-10-21,50,False
2018-10-28,32,False
2018-11-04,31,False
2018-11-11,0,False
2018-11-18,47,False
2018-11-25,62,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,49,False
2018-12-23,69,False
2018-12-30,66,False
2019-01-06,52,False
2019-01-13,47,False
2019-01-20,50,False
2019-01-27,60,False
2019-02-03,63,False
2019-02-10,100,False
2019-02-17,79,False
2019-02-24,52,False
2019-03-03,61,False
2019-03-10,74,False
2019-03-17,82,False
2019-03-24,32,False
2019-03-31,54,False
2019-04-07,78,False
2019-04-14,46,False
2019-04-21,62,False
2019-04-28,30,False
2019-05-05,45,False
2019-05-12,0,False
2019-05-19,47,False
2019-05-26,93,False
2019-06-02,39,False
2019-06-09,0,False
2019-06-16,48,False
2019-06-23,41,False
2019-06-30,31,False
2019-07-07,47,False
2019-07-14,65,False
2019-07-21,99,False
2019-07-28,86,False
2019-08-04,69,False
2019-08-11,34,False
2019-08-18,34,False
2019-08-25,61,False
2019-09-01,31,False
2019-09-08,62,False
2019-09-15,46,False
2019-09-22,87,False
2019-09-29,39,False
2019-10-06,39,False
2019-10-13,58,False
2019-10-20,44,False
2019-10-27,55,False
2019-11-03,28,False
2019-11-10,28,False
2019-11-17,0,False
2019-11-24,55,False
2019-12-01,28,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,45,False
2019-12-29,43,False
2020-01-05,27,False
2020-01-12,53,False
2020-01-19,55,False
2020-01-26,36,False
2020-02-02,54,False
2020-02-09,81,False
2020-02-16,41,False
2020-02-23,40,False
2020-03-01,38,False
2020-03-08,26,False
2020-03-15,0,False
2020-03-22,22,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,22,False
2020-04-26,20,False
2020-05-03,42,False
2020-05-10,22,False
2020-05-17,36,False
2020-05-24,39,False
2020-05-31,33,False
2020-06-07,46,False
2020-06-14,24,False
2020-06-21,88,True
