date,piscine couverte,isPartial
2018-01-07,34,False
2018-01-14,17,False
2018-01-21,17,False
2018-01-28,35,False
2018-02-04,17,False
2018-02-11,28,False
2018-02-18,34,False
2018-02-25,39,False
2018-03-04,52,False
2018-03-11,35,False
2018-03-18,43,False
2018-03-25,36,False
2018-04-01,35,False
2018-04-08,49,False
2018-04-15,36,False
2018-04-22,30,False
2018-04-29,23,False
2018-05-06,35,False
2018-05-13,34,False
2018-05-20,18,False
2018-05-27,34,False
2018-06-03,17,False
2018-06-10,33,False
2018-06-17,17,False
2018-06-24,17,False
2018-07-01,17,False
2018-07-08,17,False
2018-07-15,17,False
2018-07-22,29,False
2018-07-29,25,False
2018-08-05,16,False
2018-08-12,39,False
2018-08-19,34,False
2018-08-26,35,False
2018-09-02,17,False
2018-09-09,18,False
2018-09-16,18,False
2018-09-23,18,False
2018-09-30,45,False
2018-10-07,42,False
2018-10-14,43,False
2018-10-21,38,False
2018-10-28,44,False
2018-11-04,35,False
2018-11-11,30,False
2018-11-18,35,False
2018-11-25,18,False
2018-12-02,28,False
2018-12-09,37,False
2018-12-16,19,False
2018-12-23,43,False
2018-12-30,30,False
2019-01-06,18,False
2019-01-13,36,False
2019-01-20,23,False
2019-01-27,34,False
2019-02-03,53,False
2019-02-10,25,False
2019-02-17,25,False
2019-02-24,18,False
2019-03-03,35,False
2019-03-10,30,False
2019-03-17,27,False
2019-03-24,18,False
2019-03-31,29,False
2019-04-07,48,False
2019-04-14,66,False
2019-04-21,25,False
2019-04-28,52,False
2019-05-05,23,False
2019-05-12,43,False
2019-05-19,25,False
2019-05-26,17,False
2019-06-02,40,False
2019-06-09,26,False
2019-06-16,16,False
2019-06-23,0,False
2019-06-30,32,False
2019-07-07,33,False
2019-07-14,17,False
2019-07-21,42,False
2019-07-28,42,False
2019-08-04,17,False
2019-08-11,15,False
2019-08-18,37,False
2019-08-25,45,False
2019-09-01,72,False
2019-09-08,38,False
2019-09-15,37,False
2019-09-22,37,False
2019-09-29,32,False
2019-10-06,40,False
2019-10-13,27,False
2019-10-20,56,False
2019-10-27,64,False
2019-11-03,63,False
2019-11-10,63,False
2019-11-17,0,False
2019-11-24,30,False
2019-12-01,15,False
2019-12-08,23,False
2019-12-15,25,False
2019-12-22,0,False
2019-12-29,49,False
2020-01-05,22,False
2020-01-12,43,False
2020-01-19,20,False
2020-01-26,37,False
2020-02-02,30,False
2020-02-09,44,False
2020-02-16,40,False
2020-02-23,29,False
2020-03-01,46,False
2020-03-08,47,False
2020-03-15,13,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,12,False
2020-04-12,25,False
2020-04-19,12,False
2020-04-26,12,False
2020-05-03,0,False
2020-05-10,12,False
2020-05-17,13,False
2020-05-24,13,False
2020-05-31,19,False
2020-06-07,0,False
2020-06-14,0,False
2020-06-21,100,True
