date,piscine couverte,isPartial
2018-01-07,42,False
2018-01-14,63,False
2018-01-21,35,False
2018-01-28,0,False
2018-02-04,34,False
2018-02-11,53,False
2018-02-18,64,False
2018-02-25,21,False
2018-03-04,44,False
2018-03-11,54,False
2018-03-18,0,False
2018-03-25,43,False
2018-04-01,65,False
2018-04-08,22,False
2018-04-15,30,False
2018-04-22,43,False
2018-04-29,54,False
2018-05-06,24,False
2018-05-13,22,False
2018-05-20,44,False
2018-05-27,21,False
2018-06-03,43,False
2018-06-10,28,False
2018-06-17,22,False
2018-06-24,23,False
2018-07-01,22,False
2018-07-08,34,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,40,False
2018-08-05,25,False
2018-08-12,25,False
2018-08-19,58,False
2018-08-26,23,False
2018-09-02,34,False
2018-09-09,23,False
2018-09-16,33,False
2018-09-23,34,False
2018-09-30,23,False
2018-10-07,68,False
2018-10-14,23,False
2018-10-21,31,False
2018-10-28,90,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,21,False
2018-11-25,21,False
2018-12-02,0,False
2018-12-09,22,False
2018-12-16,22,False
2018-12-23,24,False
2018-12-30,23,False
2019-01-06,22,False
2019-01-13,53,False
2019-01-20,21,False
2019-01-27,40,False
2019-02-03,42,False
2019-02-10,67,False
2019-02-17,68,False
2019-02-24,21,False
2019-03-03,55,False
2019-03-10,36,False
2019-03-17,22,False
2019-03-24,66,False
2019-03-31,44,False
2019-04-07,46,False
2019-04-14,55,False
2019-04-21,32,False
2019-04-28,21,False
2019-05-05,21,False
2019-05-12,22,False
2019-05-19,32,False
2019-05-26,21,False
2019-06-02,30,False
2019-06-09,20,False
2019-06-16,0,False
2019-06-23,29,False
2019-06-30,22,False
2019-07-07,37,False
2019-07-14,0,False
2019-07-21,47,False
2019-07-28,32,False
2019-08-04,36,False
2019-08-11,0,False
2019-08-18,71,False
2019-08-25,36,False
2019-09-01,21,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,25,False
2019-09-29,52,False
2019-10-06,0,False
2019-10-13,20,False
2019-10-20,33,False
2019-10-27,58,False
2019-11-03,0,False
2019-11-10,18,False
2019-11-17,25,False
2019-11-24,18,False
2019-12-01,38,False
2019-12-08,19,False
2019-12-15,19,False
2019-12-22,0,False
2019-12-29,40,False
2020-01-05,36,False
2020-01-12,36,False
2020-01-19,28,False
2020-01-26,36,False
2020-02-02,27,False
2020-02-09,36,False
2020-02-16,47,False
2020-02-23,18,False
2020-03-01,18,False
2020-03-08,18,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,15,False
2020-04-05,15,False
2020-04-12,31,False
2020-04-19,21,False
2020-04-26,14,False
2020-05-03,22,False
2020-05-10,31,False
2020-05-17,44,False
2020-05-24,27,False
2020-05-31,39,False
2020-06-07,24,False
2020-06-14,33,False
2020-06-21,100,True
