date,piscine couverte,isPartial
2018-01-07,39,False
2018-01-14,35,False
2018-01-21,23,False
2018-01-28,55,False
2018-02-04,39,False
2018-02-11,23,False
2018-02-18,58,False
2018-02-25,23,False
2018-03-04,60,False
2018-03-11,23,False
2018-03-18,71,False
2018-03-25,47,False
2018-04-01,31,False
2018-04-08,35,False
2018-04-15,73,False
2018-04-22,69,False
2018-04-29,40,False
2018-05-06,73,False
2018-05-13,36,False
2018-05-20,24,False
2018-05-27,0,False
2018-06-03,35,False
2018-06-10,45,False
2018-06-17,40,False
2018-06-24,36,False
2018-07-01,23,False
2018-07-08,32,False
2018-07-15,25,False
2018-07-22,49,False
2018-07-29,24,False
2018-08-05,35,False
2018-08-12,46,False
2018-08-19,47,False
2018-08-26,31,False
2018-09-02,24,False
2018-09-09,24,False
2018-09-16,35,False
2018-09-23,0,False
2018-09-30,47,False
2018-10-07,24,False
2018-10-14,49,False
2018-10-21,24,False
2018-10-28,23,False
2018-11-04,0,False
2018-11-11,48,False
2018-11-18,24,False
2018-11-25,23,False
2018-12-02,0,False
2018-12-09,24,False
2018-12-16,0,False
2018-12-23,25,False
2018-12-30,24,False
2019-01-06,39,False
2019-01-13,47,False
2019-01-20,46,False
2019-01-27,30,False
2019-02-03,35,False
2019-02-10,25,False
2019-02-17,25,False
2019-02-24,47,False
2019-03-03,23,False
2019-03-10,48,False
2019-03-17,37,False
2019-03-24,33,False
2019-03-31,24,False
2019-04-07,50,False
2019-04-14,61,False
2019-04-21,68,False
2019-04-28,22,False
2019-05-05,30,False
2019-05-12,24,False
2019-05-19,23,False
2019-05-26,52,False
2019-06-02,32,False
2019-06-09,22,False
2019-06-16,23,False
2019-06-23,0,False
2019-06-30,23,False
2019-07-07,23,False
2019-07-14,23,False
2019-07-21,34,False
2019-07-28,34,False
2019-08-04,52,False
2019-08-11,42,False
2019-08-18,23,False
2019-08-25,22,False
2019-09-01,36,False
2019-09-08,22,False
2019-09-15,22,False
2019-09-22,28,False
2019-09-29,21,False
2019-10-06,22,False
2019-10-13,29,False
2019-10-20,32,False
2019-10-27,20,False
2019-11-03,21,False
2019-11-10,21,False
2019-11-17,32,False
2019-11-24,30,False
2019-12-01,0,False
2019-12-08,21,False
2019-12-15,0,False
2019-12-22,33,False
2019-12-29,54,False
2020-01-05,61,False
2020-01-12,47,False
2020-01-19,21,False
2020-01-26,30,False
2020-02-02,20,False
2020-02-09,20,False
2020-02-16,20,False
2020-02-23,20,False
2020-03-01,33,False
2020-03-08,19,False
2020-03-15,0,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,17,False
2020-04-12,26,False
2020-04-19,17,False
2020-04-26,0,False
2020-05-03,16,False
2020-05-10,17,False
2020-05-17,28,False
2020-05-24,18,False
2020-05-31,35,False
2020-06-07,17,False
2020-06-14,18,False
2020-06-21,100,True
