date,piscine couverte,isPartial
2018-01-07,0,False
2018-01-14,32,False
2018-01-21,32,False
2018-01-28,33,False
2018-02-04,65,False
2018-02-11,33,False
2018-02-18,0,False
2018-02-25,32,False
2018-03-04,33,False
2018-03-11,98,False
2018-03-18,67,False
2018-03-25,83,False
2018-04-01,34,False
2018-04-08,35,False
2018-04-15,0,False
2018-04-22,33,False
2018-04-29,83,False
2018-05-06,67,False
2018-05-13,33,False
2018-05-20,35,False
2018-05-27,100,False
2018-06-03,33,False
2018-06-10,32,False
2018-06-17,0,False
2018-06-24,34,False
2018-07-01,49,False
2018-07-08,34,False
2018-07-15,0,False
2018-07-22,35,False
2018-07-29,53,False
2018-08-05,36,False
2018-08-12,37,False
2018-08-19,0,False
2018-08-26,35,False
2018-09-02,35,False
2018-09-09,69,False
2018-09-16,69,False
2018-09-23,35,False
2018-09-30,34,False
2018-10-07,35,False
2018-10-14,35,False
2018-10-21,35,False
2018-10-28,33,False
2018-11-04,0,False
2018-11-11,34,False
2018-11-18,33,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,34,False
2018-12-16,34,False
2018-12-23,36,False
2018-12-30,35,False
2019-01-06,44,False
2019-01-13,33,False
2019-01-20,63,False
2019-01-27,47,False
2019-02-03,32,False
2019-02-10,33,False
2019-02-17,35,False
2019-02-24,50,False
2019-03-03,32,False
2019-03-10,0,False
2019-03-17,34,False
2019-03-24,80,False
2019-03-31,67,False
2019-04-07,67,False
2019-04-14,34,False
2019-04-21,33,False
2019-04-28,48,False
2019-05-05,63,False
2019-05-12,50,False
2019-05-19,98,False
2019-05-26,49,False
2019-06-02,0,False
2019-06-09,46,False
2019-06-16,49,False
2019-06-23,33,False
2019-06-30,32,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,56,False
2019-07-28,51,False
2019-08-04,69,False
2019-08-11,34,False
2019-08-18,51,False
2019-08-25,32,False
2019-09-01,32,False
2019-09-08,32,False
2019-09-15,95,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,31,False
2019-10-20,30,False
2019-10-27,29,False
2019-11-03,58,False
2019-11-10,0,False
2019-11-17,30,False
2019-11-24,0,False
2019-12-01,30,False
2019-12-08,0,False
2019-12-15,30,False
2019-12-22,30,False
2019-12-29,30,False
2020-01-05,43,False
2020-01-12,28,False
2020-01-19,0,False
2020-01-26,28,False
2020-02-02,29,False
2020-02-09,42,False
2020-02-16,42,False
2020-02-23,28,False
2020-03-01,0,False
2020-03-08,41,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,24,False
2020-04-05,0,False
2020-04-12,24,False
2020-04-19,36,False
2020-04-26,23,False
2020-05-03,23,False
2020-05-10,24,False
2020-05-17,0,False
2020-05-24,0,False
2020-05-31,49,False
2020-06-07,25,False
2020-06-14,26,False
2020-06-21,99,True
