date,piscine couverte,isPartial
2018-01-07,36,False
2018-01-14,72,False
2018-01-21,44,False
2018-01-28,58,False
2018-02-04,51,False
2018-02-11,44,False
2018-02-18,59,False
2018-02-25,44,False
2018-03-04,86,False
2018-03-11,57,False
2018-03-18,85,False
2018-03-25,64,False
2018-04-01,36,False
2018-04-08,43,False
2018-04-15,38,False
2018-04-22,52,False
2018-04-29,69,False
2018-05-06,46,False
2018-05-13,43,False
2018-05-20,29,False
2018-05-27,21,False
2018-06-03,32,False
2018-06-10,21,False
2018-06-17,32,False
2018-06-24,51,False
2018-07-01,58,False
2018-07-08,38,False
2018-07-15,73,False
2018-07-22,41,False
2018-07-29,65,False
2018-08-05,50,False
2018-08-12,43,False
2018-08-19,99,False
2018-08-26,31,False
2018-09-02,23,False
2018-09-09,22,False
2018-09-16,22,False
2018-09-23,36,False
2018-09-30,51,False
2018-10-07,44,False
2018-10-14,22,False
2018-10-21,34,False
2018-10-28,33,False
2018-11-04,21,False
2018-11-11,21,False
2018-11-18,42,False
2018-11-25,21,False
2018-12-02,21,False
2018-12-09,58,False
2018-12-16,0,False
2018-12-23,49,False
2018-12-30,71,False
2019-01-06,52,False
2019-01-13,41,False
2019-01-20,73,False
2019-01-27,20,False
2019-02-03,83,False
2019-02-10,51,False
2019-02-17,67,False
2019-02-24,71,False
2019-03-03,34,False
2019-03-10,93,False
2019-03-17,57,False
2019-03-24,36,False
2019-03-31,41,False
2019-04-07,41,False
2019-04-14,53,False
2019-04-21,52,False
2019-04-28,49,False
2019-05-05,36,False
2019-05-12,19,False
2019-05-19,57,False
2019-05-26,62,False
2019-06-02,35,False
2019-06-09,26,False
2019-06-16,47,False
2019-06-23,66,False
2019-06-30,39,False
2019-07-07,54,False
2019-07-14,27,False
2019-07-21,31,False
2019-07-28,49,False
2019-08-04,90,False
2019-08-11,100,False
2019-08-18,71,False
2019-08-25,43,False
2019-09-01,34,False
2019-09-08,32,False
2019-09-15,42,False
2019-09-22,37,False
2019-09-29,17,False
2019-10-06,34,False
2019-10-13,17,False
2019-10-20,41,False
2019-10-27,26,False
2019-11-03,34,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,25,False
2019-12-01,30,False
2019-12-08,19,False
2019-12-15,58,False
2019-12-22,21,False
2019-12-29,19,False
2020-01-05,40,False
2020-01-12,57,False
2020-01-19,45,False
2020-01-26,49,False
2020-02-02,66,False
2020-02-09,66,False
2020-02-16,85,False
2020-02-23,40,False
2020-03-01,28,False
2020-03-08,37,False
2020-03-15,0,False
2020-03-22,37,False
2020-03-29,30,False
2020-04-05,0,False
2020-04-12,25,False
2020-04-19,23,False
2020-04-26,28,False
2020-05-03,23,False
2020-05-10,15,False
2020-05-17,16,False
2020-05-24,20,False
2020-05-31,25,False
2020-06-07,54,False
2020-06-14,21,False
2020-06-21,86,True
