date,piscine couverte,isPartial
2018-01-07,0,False
2018-01-14,23,False
2018-01-21,22,False
2018-01-28,23,False
2018-02-04,57,False
2018-02-11,35,False
2018-02-18,23,False
2018-02-25,22,False
2018-03-04,30,False
2018-03-11,23,False
2018-03-18,47,False
2018-03-25,0,False
2018-04-01,24,False
2018-04-08,50,False
2018-04-15,40,False
2018-04-22,24,False
2018-04-29,0,False
2018-05-06,25,False
2018-05-13,24,False
2018-05-20,25,False
2018-05-27,24,False
2018-06-03,37,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,48,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,27,False
2018-08-05,27,False
2018-08-12,36,False
2018-08-19,0,False
2018-08-26,100,False
2018-09-02,25,False
2018-09-09,51,False
2018-09-16,25,False
2018-09-23,25,False
2018-09-30,25,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,22,False
2018-11-18,0,False
2018-11-25,24,False
2018-12-02,0,False
2018-12-09,48,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,24,False
2019-01-20,0,False
2019-01-27,30,False
2019-02-03,24,False
2019-02-10,32,False
2019-02-17,50,False
2019-02-24,24,False
2019-03-03,46,False
2019-03-10,24,False
2019-03-17,25,False
2019-03-24,25,False
2019-03-31,36,False
2019-04-07,32,False
2019-04-14,25,False
2019-04-21,0,False
2019-04-28,46,False
2019-05-05,23,False
2019-05-12,24,False
2019-05-19,48,False
2019-05-26,49,False
2019-06-02,58,False
2019-06-09,45,False
2019-06-16,24,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,24,False
2019-07-14,38,False
2019-07-21,25,False
2019-07-28,40,False
2019-08-04,27,False
2019-08-11,25,False
2019-08-18,25,False
2019-08-25,0,False
2019-09-01,23,False
2019-09-08,24,False
2019-09-15,24,False
2019-09-22,22,False
2019-09-29,22,False
2019-10-06,0,False
2019-10-13,22,False
2019-10-20,22,False
2019-10-27,36,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,31,False
2019-12-01,43,False
2019-12-08,0,False
2019-12-15,22,False
2019-12-22,22,False
2019-12-29,22,False
2020-01-05,0,False
2020-01-12,20,False
2020-01-19,42,False
2020-01-26,20,False
2020-02-02,0,False
2020-02-09,20,False
2020-02-16,20,False
2020-02-23,33,False
2020-03-01,0,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,16,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,16,False
2020-05-10,17,False
2020-05-17,0,False
2020-05-24,19,False
2020-05-31,17,False
2020-06-07,18,False
2020-06-14,37,False
2020-06-21,0,True
