date,piscine en bois,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,54,False
2018-01-28,28,False
2018-02-04,0,False
2018-02-11,41,False
2018-02-18,28,False
2018-02-25,52,False
2018-03-04,0,False
2018-03-11,27,False
2018-03-18,54,False
2018-03-25,0,False
2018-04-01,42,False
2018-04-08,28,False
2018-04-15,59,False
2018-04-22,40,False
2018-04-29,28,False
2018-05-06,55,False
2018-05-13,27,False
2018-05-20,29,False
2018-05-27,42,False
2018-06-03,28,False
2018-06-10,28,False
2018-06-17,0,False
2018-06-24,53,False
2018-07-01,30,False
2018-07-08,72,False
2018-07-15,78,False
2018-07-22,46,False
2018-07-29,76,False
2018-08-05,68,False
2018-08-12,29,False
2018-08-19,60,False
2018-08-26,30,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,31,False
2018-09-23,32,False
2018-09-30,0,False
2018-10-07,32,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,30,False
2019-01-20,29,False
2019-01-27,29,False
2019-02-03,30,False
2019-02-10,61,False
2019-02-17,33,False
2019-02-24,47,False
2019-03-03,29,False
2019-03-10,30,False
2019-03-17,63,False
2019-03-24,47,False
2019-03-31,40,False
2019-04-07,46,False
2019-04-14,52,False
2019-04-21,40,False
2019-04-28,29,False
2019-05-05,74,False
2019-05-12,30,False
2019-05-19,0,False
2019-05-26,30,False
2019-06-02,42,False
2019-06-09,29,False
2019-06-16,45,False
2019-06-23,88,False
2019-06-30,68,False
2019-07-07,38,False
2019-07-14,43,False
2019-07-21,42,False
2019-07-28,57,False
2019-08-04,27,False
2019-08-11,0,False
2019-08-18,41,False
2019-08-25,54,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,27,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,27,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,27,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,27,False
2019-12-15,28,False
2019-12-22,30,False
2019-12-29,28,False
2020-01-05,0,False
2020-01-12,26,False
2020-01-19,0,False
2020-01-26,26,False
2020-02-02,27,False
2020-02-09,26,False
2020-02-16,26,False
2020-02-23,39,False
2020-03-01,26,False
2020-03-08,25,False
2020-03-15,22,False
2020-03-22,21,False
2020-03-29,54,False
2020-04-05,36,False
2020-04-12,73,False
2020-04-19,44,False
2020-04-26,48,False
2020-05-03,42,False
2020-05-10,45,False
2020-05-17,100,False
2020-05-24,80,False
2020-05-31,91,False
2020-06-07,45,False
2020-06-14,47,False
2020-06-21,89,True
