date,piscine en bois,isPartial
2018-01-07,33,False
2018-01-14,0,False
2018-01-21,24,False
2018-01-28,16,False
2018-02-04,31,False
2018-02-11,26,False
2018-02-18,33,False
2018-02-25,16,False
2018-03-04,16,False
2018-03-11,32,False
2018-03-18,32,False
2018-03-25,16,False
2018-04-01,23,False
2018-04-08,24,False
2018-04-15,72,False
2018-04-22,17,False
2018-04-29,41,False
2018-05-06,34,False
2018-05-13,0,False
2018-05-20,46,False
2018-05-27,16,False
2018-06-03,22,False
2018-06-10,31,False
2018-06-17,34,False
2018-06-24,40,False
2018-07-01,33,False
2018-07-08,29,False
2018-07-15,18,False
2018-07-22,24,False
2018-07-29,30,False
2018-08-05,18,False
2018-08-12,19,False
2018-08-19,30,False
2018-08-26,26,False
2018-09-02,26,False
2018-09-09,26,False
2018-09-16,34,False
2018-09-23,52,False
2018-09-30,17,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,26,False
2018-10-28,17,False
2018-11-04,33,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,33,False
2018-12-02,16,False
2018-12-09,0,False
2018-12-16,17,False
2018-12-23,19,False
2018-12-30,0,False
2019-01-06,16,False
2019-01-13,33,False
2019-01-20,46,False
2019-01-27,0,False
2019-02-03,16,False
2019-02-10,16,False
2019-02-17,17,False
2019-02-24,26,False
2019-03-03,34,False
2019-03-10,33,False
2019-03-17,28,False
2019-03-24,27,False
2019-03-31,21,False
2019-04-07,16,False
2019-04-14,15,False
2019-04-21,16,False
2019-04-28,43,False
2019-05-05,32,False
2019-05-12,27,False
2019-05-19,31,False
2019-05-26,40,False
2019-06-02,39,False
2019-06-09,15,False
2019-06-16,31,False
2019-06-23,52,False
2019-06-30,70,False
2019-07-07,32,False
2019-07-14,33,False
2019-07-21,31,False
2019-07-28,17,False
2019-08-04,37,False
2019-08-11,22,False
2019-08-18,31,False
2019-08-25,40,False
2019-09-01,16,False
2019-09-08,29,False
2019-09-15,20,False
2019-09-22,15,False
2019-09-29,14,False
2019-10-06,13,False
2019-10-13,0,False
2019-10-20,13,False
2019-10-27,14,False
2019-11-03,22,False
2019-11-10,14,False
2019-11-17,13,False
2019-11-24,12,False
2019-12-01,12,False
2019-12-08,12,False
2019-12-15,13,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,12,False
2020-01-12,24,False
2020-01-19,12,False
2020-01-26,18,False
2020-02-02,25,False
2020-02-09,13,False
2020-02-16,21,False
2020-02-23,23,False
2020-03-01,23,False
2020-03-08,12,False
2020-03-15,11,False
2020-03-22,32,False
2020-03-29,32,False
2020-04-05,29,False
2020-04-12,54,False
2020-04-19,45,False
2020-04-26,57,False
2020-05-03,88,False
2020-05-10,53,False
2020-05-17,63,False
2020-05-24,77,False
2020-05-31,61,False
2020-06-07,48,False
2020-06-14,33,False
2020-06-21,100,True
