date,piscine en bois,isPartial
2018-01-07,6,False
2018-01-14,13,False
2018-01-21,16,False
2018-01-28,19,False
2018-02-04,6,False
2018-02-11,10,False
2018-02-18,6,False
2018-02-25,12,False
2018-03-04,6,False
2018-03-11,16,False
2018-03-18,13,False
2018-03-25,20,False
2018-04-01,13,False
2018-04-08,20,False
2018-04-15,40,False
2018-04-22,20,False
2018-04-29,26,False
2018-05-06,39,False
2018-05-13,13,False
2018-05-20,21,False
2018-05-27,20,False
2018-06-03,47,False
2018-06-10,16,False
2018-06-17,31,False
2018-06-24,44,False
2018-07-01,36,False
2018-07-08,41,False
2018-07-15,25,False
2018-07-22,18,False
2018-07-29,43,False
2018-08-05,36,False
2018-08-12,19,False
2018-08-19,14,False
2018-08-26,14,False
2018-09-02,20,False
2018-09-09,7,False
2018-09-16,7,False
2018-09-23,14,False
2018-09-30,7,False
2018-10-07,7,False
2018-10-14,0,False
2018-10-21,7,False
2018-10-28,10,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,7,False
2018-11-25,13,False
2018-12-02,13,False
2018-12-09,0,False
2018-12-16,7,False
2018-12-23,15,False
2018-12-30,7,False
2019-01-06,6,False
2019-01-13,16,False
2019-01-20,15,False
2019-01-27,0,False
2019-02-03,13,False
2019-02-10,13,False
2019-02-17,10,False
2019-02-24,19,False
2019-03-03,19,False
2019-03-10,13,False
2019-03-17,23,False
2019-03-24,13,False
2019-03-31,12,False
2019-04-07,18,False
2019-04-14,19,False
2019-04-21,32,False
2019-04-28,21,False
2019-05-05,12,False
2019-05-12,15,False
2019-05-19,9,False
2019-05-26,10,False
2019-06-02,34,False
2019-06-09,15,False
2019-06-16,12,False
2019-06-23,69,False
2019-06-30,34,False
2019-07-07,40,False
2019-07-14,31,False
2019-07-21,29,False
2019-07-28,16,False
2019-08-04,30,False
2019-08-11,14,False
2019-08-18,14,False
2019-08-25,13,False
2019-09-01,20,False
2019-09-08,15,False
2019-09-15,9,False
2019-09-22,6,False
2019-09-29,0,False
2019-10-06,15,False
2019-10-13,6,False
2019-10-20,12,False
2019-10-27,0,False
2019-11-03,6,False
2019-11-10,11,False
2019-11-17,6,False
2019-11-24,11,False
2019-12-01,5,False
2019-12-08,0,False
2019-12-15,8,False
2019-12-22,12,False
2019-12-29,6,False
2020-01-05,8,False
2020-01-12,11,False
2020-01-19,14,False
2020-01-26,8,False
2020-02-02,8,False
2020-02-09,16,False
2020-02-16,16,False
2020-02-23,13,False
2020-03-01,13,False
2020-03-08,0,False
2020-03-15,7,False
2020-03-22,14,False
2020-03-29,22,False
2020-04-05,46,False
2020-04-12,44,False
2020-04-19,20,False
2020-04-26,42,False
2020-05-03,47,False
2020-05-10,29,False
2020-05-17,100,False
2020-05-24,59,False
2020-05-31,61,False
2020-06-07,24,False
2020-06-14,29,False
2020-06-21,0,True
