date,piscine en bois,isPartial
2018-01-07,9,False
2018-01-14,11,False
2018-01-21,14,False
2018-01-28,11,False
2018-02-04,5,False
2018-02-11,7,False
2018-02-18,28,False
2018-02-25,17,False
2018-03-04,16,False
2018-03-11,8,False
2018-03-18,8,False
2018-03-25,19,False
2018-04-01,11,False
2018-04-08,15,False
2018-04-15,39,False
2018-04-22,34,False
2018-04-29,11,False
2018-05-06,20,False
2018-05-13,22,False
2018-05-20,30,False
2018-05-27,19,False
2018-06-03,23,False
2018-06-10,17,False
2018-06-17,18,False
2018-06-24,22,False
2018-07-01,46,False
2018-07-08,32,False
2018-07-15,20,False
2018-07-22,33,False
2018-07-29,57,False
2018-08-05,52,False
2018-08-12,31,False
2018-08-19,29,False
2018-08-26,20,False
2018-09-02,22,False
2018-09-09,18,False
2018-09-16,27,False
2018-09-23,8,False
2018-09-30,7,False
2018-10-07,11,False
2018-10-14,13,False
2018-10-21,10,False
2018-10-28,6,False
2018-11-04,12,False
2018-11-11,5,False
2018-11-18,5,False
2018-11-25,0,False
2018-12-02,5,False
2018-12-09,5,False
2018-12-16,6,False
2018-12-23,7,False
2018-12-30,6,False
2019-01-06,5,False
2019-01-13,5,False
2019-01-20,5,False
2019-01-27,5,False
2019-02-03,8,False
2019-02-10,12,False
2019-02-17,5,False
2019-02-24,30,False
2019-03-03,11,False
2019-03-10,7,False
2019-03-17,16,False
2019-03-24,13,False
2019-03-31,11,False
2019-04-07,15,False
2019-04-14,14,False
2019-04-21,31,False
2019-04-28,16,False
2019-05-05,21,False
2019-05-12,11,False
2019-05-19,11,False
2019-05-26,17,False
2019-06-02,21,False
2019-06-09,9,False
2019-06-16,21,False
2019-06-23,56,False
2019-06-30,53,False
2019-07-07,29,False
2019-07-14,21,False
2019-07-21,28,False
2019-07-28,27,False
2019-08-04,19,False
2019-08-11,23,False
2019-08-18,19,False
2019-08-25,27,False
2019-09-01,11,False
2019-09-08,8,False
2019-09-15,7,False
2019-09-22,0,False
2019-09-29,11,False
2019-10-06,5,False
2019-10-13,8,False
2019-10-20,6,False
2019-10-27,9,False
2019-11-03,5,False
2019-11-10,8,False
2019-11-17,11,False
2019-11-24,8,False
2019-12-01,10,False
2019-12-08,5,False
2019-12-15,11,False
2019-12-22,9,False
2019-12-29,6,False
2020-01-05,13,False
2020-01-12,9,False
2020-01-19,8,False
2020-01-26,8,False
2020-02-02,11,False
2020-02-09,5,False
2020-02-16,22,False
2020-02-23,8,False
2020-03-01,5,False
2020-03-08,13,False
2020-03-15,12,False
2020-03-22,14,False
2020-03-29,19,False
2020-04-05,69,False
2020-04-12,54,False
2020-04-19,67,False
2020-04-26,31,False
2020-05-03,46,False
2020-05-10,39,False
2020-05-17,100,False
2020-05-24,87,False
2020-05-31,67,False
2020-06-07,35,False
2020-06-14,36,False
2020-06-21,38,True
