date,piscine en bois,isPartial
2018-01-07,15,False
2018-01-14,11,False
2018-01-21,22,False
2018-01-28,11,False
2018-02-04,12,False
2018-02-11,16,False
2018-02-18,16,False
2018-02-25,17,False
2018-03-04,17,False
2018-03-11,17,False
2018-03-18,23,False
2018-03-25,23,False
2018-04-01,18,False
2018-04-08,31,False
2018-04-15,38,False
2018-04-22,30,False
2018-04-29,26,False
2018-05-06,34,False
2018-05-13,23,False
2018-05-20,19,False
2018-05-27,23,False
2018-06-03,22,False
2018-06-10,28,False
2018-06-17,23,False
2018-06-24,62,False
2018-07-01,40,False
2018-07-08,33,False
2018-07-15,29,False
2018-07-22,40,False
2018-07-29,33,False
2018-08-05,17,False
2018-08-12,25,False
2018-08-19,22,False
2018-08-26,17,False
2018-09-02,15,False
2018-09-09,28,False
2018-09-16,22,False
2018-09-23,17,False
2018-09-30,34,False
2018-10-07,12,False
2018-10-14,12,False
2018-10-21,12,False
2018-10-28,11,False
2018-11-04,17,False
2018-11-11,23,False
2018-11-18,11,False
2018-11-25,11,False
2018-12-02,11,False
2018-12-09,0,False
2018-12-16,12,False
2018-12-23,13,False
2018-12-30,12,False
2019-01-06,11,False
2019-01-13,11,False
2019-01-20,22,False
2019-01-27,11,False
2019-02-03,11,False
2019-02-10,16,False
2019-02-17,45,False
2019-02-24,19,False
2019-03-03,11,False
2019-03-10,15,False
2019-03-17,18,False
2019-03-24,30,False
2019-03-31,30,False
2019-04-07,15,False
2019-04-14,24,False
2019-04-21,17,False
2019-04-28,9,False
2019-05-05,13,False
2019-05-12,19,False
2019-05-19,19,False
2019-05-26,58,False
2019-06-02,22,False
2019-06-09,23,False
2019-06-16,25,False
2019-06-23,41,False
2019-06-30,24,False
2019-07-07,18,False
2019-07-14,24,False
2019-07-21,22,False
2019-07-28,25,False
2019-08-04,19,False
2019-08-11,37,False
2019-08-18,0,False
2019-08-25,15,False
2019-09-01,9,False
2019-09-08,9,False
2019-09-15,18,False
2019-09-22,9,False
2019-09-29,9,False
2019-10-06,9,False
2019-10-13,15,False
2019-10-20,9,False
2019-10-27,27,False
2019-11-03,26,False
2019-11-10,0,False
2019-11-17,9,False
2019-11-24,9,False
2019-12-01,9,False
2019-12-08,9,False
2019-12-15,9,False
2019-12-22,20,False
2019-12-29,19,False
2020-01-05,18,False
2020-01-12,17,False
2020-01-19,13,False
2020-01-26,9,False
2020-02-02,18,False
2020-02-09,17,False
2020-02-16,26,False
2020-02-23,35,False
2020-03-01,21,False
2020-03-08,8,False
2020-03-15,8,False
2020-03-22,27,False
2020-03-29,21,False
2020-04-05,38,False
2020-04-12,38,False
2020-04-19,49,False
2020-04-26,19,False
2020-05-03,48,False
2020-05-10,27,False
2020-05-17,73,False
2020-05-24,100,False
2020-05-31,66,False
2020-06-07,31,False
2020-06-14,27,False
2020-06-21,30,True
