date,magasin costume,isPartial
2018-01-07,0,False
2018-01-14,32,False
2018-01-21,48,False
2018-01-28,0,False
2018-02-04,33,False
2018-02-11,34,False
2018-02-18,34,False
2018-02-25,33,False
2018-03-04,33,False
2018-03-11,33,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,67,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,32,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,32,False
2018-07-15,32,False
2018-07-22,47,False
2018-07-29,31,False
2018-08-05,0,False
2018-08-12,61,False
2018-08-19,32,False
2018-08-26,32,False
2018-09-02,48,False
2018-09-09,32,False
2018-09-16,0,False
2018-09-23,33,False
2018-09-30,33,False
2018-10-07,0,False
2018-10-14,69,False
2018-10-21,0,False
2018-10-28,65,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,65,False
2018-12-16,34,False
2018-12-23,37,False
2018-12-30,0,False
2019-01-06,33,False
2019-01-13,0,False
2019-01-20,31,False
2019-01-27,0,False
2019-02-03,32,False
2019-02-10,0,False
2019-02-17,35,False
2019-02-24,37,False
2019-03-03,100,False
2019-03-10,33,False
2019-03-17,51,False
2019-03-24,32,False
2019-03-31,43,False
2019-04-07,29,False
2019-04-14,44,False
2019-04-21,28,False
2019-04-28,81,False
2019-05-05,55,False
2019-05-12,0,False
2019-05-19,27,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,26,False
2019-06-16,27,False
2019-06-23,27,False
2019-06-30,26,False
2019-07-07,26,False
2019-07-14,26,False
2019-07-21,28,False
2019-07-28,29,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,27,False
2019-09-01,40,False
2019-09-08,26,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,27,False
2019-10-13,26,False
2019-10-20,80,False
2019-10-27,39,False
2019-11-03,37,False
2019-11-10,25,False
2019-11-17,0,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,26,False
2019-12-15,40,False
2019-12-22,29,False
2019-12-29,27,False
2020-01-05,25,False
2020-01-12,24,False
2020-01-19,38,False
2020-01-26,50,False
2020-02-02,51,False
2020-02-09,25,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,True
