date,magasin costume,isPartial
2018-01-07,57,False
2018-01-14,83,False
2018-01-21,28,False
2018-01-28,29,False
2018-02-04,0,False
2018-02-11,43,False
2018-02-18,29,False
2018-02-25,41,False
2018-03-04,28,False
2018-03-11,42,False
2018-03-18,29,False
2018-03-25,29,False
2018-04-01,45,False
2018-04-08,60,False
2018-04-15,33,False
2018-04-22,61,False
2018-04-29,29,False
2018-05-06,63,False
2018-05-13,58,False
2018-05-20,31,False
2018-05-27,30,False
2018-06-03,30,False
2018-06-10,57,False
2018-06-17,60,False
2018-06-24,30,False
2018-07-01,29,False
2018-07-08,75,False
2018-07-15,93,False
2018-07-22,0,False
2018-07-29,32,False
2018-08-05,33,False
2018-08-12,34,False
2018-08-19,32,False
2018-08-26,31,False
2018-09-02,0,False
2018-09-09,92,False
2018-09-16,31,False
2018-09-23,61,False
2018-09-30,60,False
2018-10-07,0,False
2018-10-14,46,False
2018-10-21,31,False
2018-10-28,45,False
2018-11-04,58,False
2018-11-11,0,False
2018-11-18,72,False
2018-11-25,44,False
2018-12-02,29,False
2018-12-09,30,False
2018-12-16,30,False
2018-12-23,33,False
2018-12-30,31,False
2019-01-06,57,False
2019-01-13,57,False
2019-01-20,41,False
2019-01-27,27,False
2019-02-03,28,False
2019-02-10,57,False
2019-02-17,0,False
2019-02-24,29,False
2019-03-03,41,False
2019-03-10,0,False
2019-03-17,29,False
2019-03-24,71,False
2019-03-31,54,False
2019-04-07,82,False
2019-04-14,99,False
2019-04-21,28,False
2019-04-28,55,False
2019-05-05,54,False
2019-05-12,54,False
2019-05-19,82,False
2019-05-26,86,False
2019-06-02,41,False
2019-06-09,79,False
2019-06-16,56,False
2019-06-23,28,False
2019-06-30,83,False
2019-07-07,41,False
2019-07-14,56,False
2019-07-21,43,False
2019-07-28,29,False
2019-08-04,29,False
2019-08-11,31,False
2019-08-18,32,False
2019-08-25,44,False
2019-09-01,79,False
2019-09-08,27,False
2019-09-15,39,False
2019-09-22,52,False
2019-09-29,54,False
2019-10-06,54,False
2019-10-13,53,False
2019-10-20,39,False
2019-10-27,76,False
2019-11-03,37,False
2019-11-10,51,False
2019-11-17,25,False
2019-11-24,24,False
2019-12-01,24,False
2019-12-08,0,False
2019-12-15,100,False
2019-12-22,69,False
2019-12-29,52,False
2020-01-05,50,False
2020-01-12,49,False
2020-01-19,49,False
2020-01-26,47,False
2020-02-02,24,False
2020-02-09,69,False
2020-02-16,70,False
2020-02-23,0,False
2020-03-01,71,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,True
