date,magasin costume,isPartial
2018-01-07,72,False
2018-01-14,57,False
2018-01-21,0,False
2018-01-28,100,False
2018-02-04,29,False
2018-02-11,29,False
2018-02-18,29,False
2018-02-25,29,False
2018-03-04,57,False
2018-03-11,28,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,71,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,31,False
2018-05-06,0,False
2018-05-13,28,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,57,False
2018-06-10,27,False
2018-06-17,28,False
2018-06-24,29,False
2018-07-01,43,False
2018-07-08,29,False
2018-07-15,32,False
2018-07-22,0,False
2018-07-29,32,False
2018-08-05,33,False
2018-08-12,50,False
2018-08-19,65,False
2018-08-26,0,False
2018-09-02,30,False
2018-09-09,29,False
2018-09-16,29,False
2018-09-23,0,False
2018-09-30,29,False
2018-10-07,58,False
2018-10-14,30,False
2018-10-21,0,False
2018-10-28,57,False
2018-11-04,28,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,69,False
2018-12-02,28,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,0,False
2019-01-13,27,False
2019-01-20,52,False
2019-01-27,26,False
2019-02-03,54,False
2019-02-10,29,False
2019-02-17,0,False
2019-02-24,56,False
2019-03-03,41,False
2019-03-10,0,False
2019-03-17,42,False
2019-03-24,43,False
2019-03-31,27,False
2019-04-07,27,False
2019-04-14,0,False
2019-04-21,41,False
2019-04-28,24,False
2019-05-05,0,False
2019-05-12,25,False
2019-05-19,49,False
2019-05-26,25,False
2019-06-02,23,False
2019-06-09,38,False
2019-06-16,53,False
2019-06-23,0,False
2019-06-30,25,False
2019-07-07,26,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,27,False
2019-08-04,29,False
2019-08-11,61,False
2019-08-18,62,False
2019-08-25,28,False
2019-09-01,81,False
2019-09-08,28,False
2019-09-15,27,False
2019-09-22,61,False
2019-09-29,46,False
2019-10-06,34,False
2019-10-13,56,False
2019-10-20,23,False
2019-10-27,35,False
2019-11-03,34,False
2019-11-10,22,False
2019-11-17,33,False
2019-11-24,43,False
2019-12-01,24,False
2019-12-08,37,False
2019-12-15,25,False
2019-12-22,27,False
2019-12-29,0,False
2020-01-05,22,False
2020-01-12,43,False
2020-01-19,44,False
2020-01-26,21,False
2020-02-02,21,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,22,False
2020-03-01,22,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,19,False
2020-04-05,0,False
2020-04-12,0,True
