date,pasticcere,isPartial
2018-01-07,41,False
2018-01-14,40,False
2018-01-21,70,False
2018-01-28,48,False
2018-02-04,48,False
2018-02-11,39,False
2018-02-18,57,False
2018-02-25,55,False
2018-03-04,19,False
2018-03-11,56,False
2018-03-18,29,False
2018-03-25,40,False
2018-04-01,51,False
2018-04-08,48,False
2018-04-15,40,False
2018-04-22,20,False
2018-04-29,38,False
2018-05-06,75,False
2018-05-13,59,False
2018-05-20,48,False
2018-05-27,78,False
2018-06-03,58,False
2018-06-10,28,False
2018-06-17,95,False
2018-06-24,58,False
2018-07-01,19,False
2018-07-08,18,False
2018-07-15,28,False
2018-07-22,19,False
2018-07-29,29,False
2018-08-05,20,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,48,False
2018-09-02,19,False
2018-09-09,28,False
2018-09-16,28,False
2018-09-23,28,False
2018-09-30,68,False
2018-10-07,49,False
2018-10-14,39,False
2018-10-21,19,False
2018-10-28,28,False
2018-11-04,19,False
2018-11-11,40,False
2018-11-18,58,False
2018-11-25,48,False
2018-12-02,30,False
2018-12-09,61,False
2018-12-16,62,False
2018-12-23,60,False
2018-12-30,77,False
2019-01-06,62,False
2019-01-13,20,False
2019-01-20,37,False
2019-01-27,54,False
2019-02-03,75,False
2019-02-10,29,False
2019-02-17,19,False
2019-02-24,78,False
2019-03-03,30,False
2019-03-10,39,False
2019-03-17,59,False
2019-03-24,0,False
2019-03-31,48,False
2019-04-07,39,False
2019-04-14,20,False
2019-04-21,29,False
2019-04-28,37,False
2019-05-05,37,False
2019-05-12,37,False
2019-05-19,36,False
2019-05-26,0,False
2019-06-02,19,False
2019-06-09,28,False
2019-06-16,40,False
2019-06-23,20,False
2019-06-30,19,False
2019-07-07,28,False
2019-07-14,29,False
2019-07-21,29,False
2019-07-28,20,False
2019-08-04,40,False
2019-08-11,0,False
2019-08-18,19,False
2019-08-25,46,False
2019-09-01,35,False
2019-09-08,72,False
2019-09-15,45,False
2019-09-22,87,False
2019-09-29,26,False
2019-10-06,45,False
2019-10-13,36,False
2019-10-20,0,False
2019-10-27,68,False
2019-11-03,60,False
2019-11-10,35,False
2019-11-17,43,False
2019-11-24,43,False
2019-12-01,45,False
2019-12-08,54,False
2019-12-15,64,False
2019-12-22,44,False
2019-12-29,90,False
2020-01-05,54,False
2020-01-12,50,False
2020-01-19,87,False
2020-01-26,17,False
2020-02-02,33,False
2020-02-09,35,False
2020-02-16,34,False
2020-02-23,31,False
2020-03-01,55,False
2020-03-08,30,False
2020-03-15,31,False
2020-03-22,49,False
2020-03-29,43,False
2020-04-05,52,False
2020-04-12,53,False
2020-04-19,43,False
2020-04-26,100,True
