date,pasticcere,isPartial
2018-01-07,74,False
2018-01-14,27,False
2018-01-21,100,False
2018-01-28,36,False
2018-02-04,71,False
2018-02-11,27,False
2018-02-18,96,False
2018-02-25,60,False
2018-03-04,62,False
2018-03-11,71,False
2018-03-18,37,False
2018-03-25,28,False
2018-04-01,40,False
2018-04-08,37,False
2018-04-15,28,False
2018-04-22,39,False
2018-04-29,36,False
2018-05-06,80,False
2018-05-13,55,False
2018-05-20,73,False
2018-05-27,46,False
2018-06-03,37,False
2018-06-10,18,False
2018-06-17,27,False
2018-06-24,19,False
2018-07-01,18,False
2018-07-08,36,False
2018-07-15,37,False
2018-07-22,37,False
2018-07-29,19,False
2018-08-05,20,False
2018-08-12,33,False
2018-08-19,30,False
2018-08-26,36,False
2018-09-02,62,False
2018-09-09,54,False
2018-09-16,18,False
2018-09-23,36,False
2018-09-30,36,False
2018-10-07,65,False
2018-10-14,74,False
2018-10-21,83,False
2018-10-28,90,False
2018-11-04,86,False
2018-11-11,54,False
2018-11-18,70,False
2018-11-25,27,False
2018-12-02,46,False
2018-12-09,55,False
2018-12-16,78,False
2018-12-23,82,False
2018-12-30,66,False
2019-01-06,47,False
2019-01-13,44,False
2019-01-20,62,False
2019-01-27,44,False
2019-02-03,35,False
2019-02-10,54,False
2019-02-17,27,False
2019-02-24,18,False
2019-03-03,28,False
2019-03-10,46,False
2019-03-17,36,False
2019-03-24,37,False
2019-03-31,36,False
2019-04-07,27,False
2019-04-14,19,False
2019-04-21,41,False
2019-04-28,19,False
2019-05-05,18,False
2019-05-12,17,False
2019-05-19,26,False
2019-05-26,33,False
2019-06-02,37,False
2019-06-09,18,False
2019-06-16,27,False
2019-06-23,19,False
2019-06-30,28,False
2019-07-07,34,False
2019-07-14,26,False
2019-07-21,18,False
2019-07-28,18,False
2019-08-04,0,False
2019-08-11,42,False
2019-08-18,28,False
2019-08-25,50,False
2019-09-01,24,False
2019-09-08,50,False
2019-09-15,41,False
2019-09-22,57,False
2019-09-29,33,False
2019-10-06,17,False
2019-10-13,34,False
2019-10-20,66,False
2019-10-27,50,False
2019-11-03,48,False
2019-11-10,16,False
2019-11-17,56,False
2019-11-24,32,False
2019-12-01,67,False
2019-12-08,67,False
2019-12-15,43,False
2019-12-22,41,False
2019-12-29,77,False
2020-01-05,58,False
2020-01-12,23,False
2020-01-19,31,False
2020-01-26,45,False
2020-02-02,45,False
2020-02-09,55,False
2020-02-16,46,False
2020-02-23,14,False
2020-03-01,14,False
2020-03-08,42,False
2020-03-15,71,False
2020-03-22,52,False
2020-03-29,33,False
2020-04-05,42,False
2020-04-12,35,False
2020-04-19,54,False
2020-04-26,23,True
