date,pasticcere,isPartial
2018-01-07,100,False
2018-01-14,50,False
2018-01-21,50,False
2018-01-28,50,False
2018-02-04,65,False
2018-02-11,76,False
2018-02-18,52,False
2018-02-25,44,False
2018-03-04,88,False
2018-03-11,36,False
2018-03-18,53,False
2018-03-25,48,False
2018-04-01,20,False
2018-04-08,53,False
2018-04-15,18,False
2018-04-22,38,False
2018-04-29,36,False
2018-05-06,83,False
2018-05-13,36,False
2018-05-20,73,False
2018-05-27,47,False
2018-06-03,37,False
2018-06-10,25,False
2018-06-17,0,False
2018-06-24,17,False
2018-07-01,45,False
2018-07-08,53,False
2018-07-15,27,False
2018-07-22,52,False
2018-07-29,17,False
2018-08-05,25,False
2018-08-12,59,False
2018-08-19,39,False
2018-08-26,34,False
2018-09-02,34,False
2018-09-09,35,False
2018-09-16,33,False
2018-09-23,25,False
2018-09-30,26,False
2018-10-07,44,False
2018-10-14,44,False
2018-10-21,27,False
2018-10-28,35,False
2018-11-04,35,False
2018-11-11,46,False
2018-11-18,27,False
2018-11-25,90,False
2018-12-02,19,False
2018-12-09,47,False
2018-12-16,49,False
2018-12-23,41,False
2018-12-30,36,False
2019-01-06,60,False
2019-01-13,60,False
2019-01-20,65,False
2019-01-27,25,False
2019-02-03,41,False
2019-02-10,50,False
2019-02-17,34,False
2019-02-24,68,False
2019-03-03,36,False
2019-03-10,42,False
2019-03-17,43,False
2019-03-24,34,False
2019-03-31,17,False
2019-04-07,26,False
2019-04-14,44,False
2019-04-21,46,False
2019-04-28,26,False
2019-05-05,17,False
2019-05-12,17,False
2019-05-19,51,False
2019-05-26,24,False
2019-06-02,26,False
2019-06-09,18,False
2019-06-16,36,False
2019-06-23,26,False
2019-06-30,36,False
2019-07-07,0,False
2019-07-14,17,False
2019-07-21,54,False
2019-07-28,44,False
2019-08-04,26,False
2019-08-11,35,False
2019-08-18,32,False
2019-08-25,24,False
2019-09-01,46,False
2019-09-08,33,False
2019-09-15,32,False
2019-09-22,32,False
2019-09-29,75,False
2019-10-06,98,False
2019-10-13,43,False
2019-10-20,32,False
2019-10-27,17,False
2019-11-03,88,False
2019-11-10,41,False
2019-11-17,33,False
2019-11-24,50,False
2019-12-01,25,False
2019-12-08,51,False
2019-12-15,43,False
2019-12-22,37,False
2019-12-29,18,False
2020-01-05,50,False
2020-01-12,48,False
2020-01-19,24,False
2020-01-26,32,False
2020-02-02,31,False
2020-02-09,33,False
2020-02-16,16,False
2020-02-23,31,False
2020-03-01,15,False
2020-03-08,28,False
2020-03-15,20,False
2020-03-22,64,False
2020-03-29,20,False
2020-04-05,68,False
2020-04-12,14,False
2020-04-19,52,False
2020-04-26,69,True
