date,pasticcere,isPartial
2018-01-07,42,False
2018-01-14,34,False
2018-01-21,68,False
2018-01-28,42,False
2018-02-04,67,False
2018-02-11,18,False
2018-02-18,76,False
2018-02-25,74,False
2018-03-04,43,False
2018-03-11,87,False
2018-03-18,86,False
2018-03-25,64,False
2018-04-01,76,False
2018-04-08,18,False
2018-04-15,36,False
2018-04-22,37,False
2018-04-29,63,False
2018-05-06,94,False
2018-05-13,99,False
2018-05-20,35,False
2018-05-27,28,False
2018-06-03,55,False
2018-06-10,50,False
2018-06-17,61,False
2018-06-24,53,False
2018-07-01,44,False
2018-07-08,44,False
2018-07-15,55,False
2018-07-22,55,False
2018-07-29,55,False
2018-08-05,19,False
2018-08-12,42,False
2018-08-19,53,False
2018-08-26,76,False
2018-09-02,36,False
2018-09-09,17,False
2018-09-16,68,False
2018-09-23,43,False
2018-09-30,52,False
2018-10-07,36,False
2018-10-14,73,False
2018-10-21,26,False
2018-10-28,35,False
2018-11-04,52,False
2018-11-11,57,False
2018-11-18,55,False
2018-11-25,27,False
2018-12-02,47,False
2018-12-09,38,False
2018-12-16,28,False
2018-12-23,39,False
2018-12-30,37,False
2019-01-06,35,False
2019-01-13,26,False
2019-01-20,73,False
2019-01-27,42,False
2019-02-03,17,False
2019-02-10,42,False
2019-02-17,34,False
2019-02-24,26,False
2019-03-03,45,False
2019-03-10,42,False
2019-03-17,53,False
2019-03-24,18,False
2019-03-31,44,False
2019-04-07,18,False
2019-04-14,28,False
2019-04-21,37,False
2019-04-28,26,False
2019-05-05,17,False
2019-05-12,17,False
2019-05-19,33,False
2019-05-26,0,False
2019-06-02,53,False
2019-06-09,28,False
2019-06-16,54,False
2019-06-23,47,False
2019-06-30,57,False
2019-07-07,37,False
2019-07-14,37,False
2019-07-21,19,False
2019-07-28,0,False
2019-08-04,49,False
2019-08-11,85,False
2019-08-18,20,False
2019-08-25,44,False
2019-09-01,49,False
2019-09-08,59,False
2019-09-15,33,False
2019-09-22,79,False
2019-09-29,0,False
2019-10-06,34,False
2019-10-13,41,False
2019-10-20,97,False
2019-10-27,48,False
2019-11-03,23,False
2019-11-10,32,False
2019-11-17,40,False
2019-11-24,32,False
2019-12-01,67,False
2019-12-08,67,False
2019-12-15,67,False
2019-12-22,55,False
2019-12-29,78,False
2020-01-05,41,False
2020-01-12,31,False
2020-01-19,40,False
2020-01-26,47,False
2020-02-02,61,False
2020-02-09,39,False
2020-02-16,56,False
2020-02-23,59,False
2020-03-01,29,False
2020-03-08,28,False
2020-03-15,48,False
2020-03-22,45,False
2020-03-29,32,False
2020-04-05,42,False
2020-04-12,14,False
2020-04-19,44,False
2020-04-26,100,True
