date,pasticcere,isPartial
2018-01-07,27,False
2018-01-14,26,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,38,False
2018-02-11,25,False
2018-02-18,100,False
2018-02-25,38,False
2018-03-04,51,False
2018-03-11,79,False
2018-03-18,51,False
2018-03-25,81,False
2018-04-01,29,False
2018-04-08,27,False
2018-04-15,27,False
2018-04-22,28,False
2018-04-29,0,False
2018-05-06,53,False
2018-05-13,27,False
2018-05-20,27,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,26,False
2018-06-17,26,False
2018-06-24,0,False
2018-07-01,54,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,25,False
2018-07-29,35,False
2018-08-05,23,False
2018-08-12,19,False
2018-08-19,37,False
2018-08-26,22,False
2018-09-02,40,False
2018-09-09,28,False
2018-09-16,0,False
2018-09-23,41,False
2018-09-30,0,False
2018-10-07,43,False
2018-10-14,55,False
2018-10-21,55,False
2018-10-28,0,False
2018-11-04,27,False
2018-11-11,29,False
2018-11-18,28,False
2018-11-25,0,False
2018-12-02,59,False
2018-12-09,29,False
2018-12-16,60,False
2018-12-23,30,False
2018-12-30,28,False
2019-01-06,54,False
2019-01-13,27,False
2019-01-20,39,False
2019-01-27,26,False
2019-02-03,0,False
2019-02-10,26,False
2019-02-17,55,False
2019-02-24,40,False
2019-03-03,28,False
2019-03-10,54,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,41,False
2019-04-07,27,False
2019-04-14,0,False
2019-04-21,56,False
2019-04-28,28,False
2019-05-05,27,False
2019-05-12,27,False
2019-05-19,27,False
2019-05-26,51,False
2019-06-02,28,False
2019-06-09,29,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,27,False
2019-07-28,0,False
2019-08-04,23,False
2019-08-11,22,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,27,False
2019-09-15,56,False
2019-09-22,28,False
2019-09-29,55,False
2019-10-06,28,False
2019-10-13,0,False
2019-10-20,42,False
2019-10-27,28,False
2019-11-03,27,False
2019-11-10,42,False
2019-11-17,42,False
2019-11-24,40,False
2019-12-01,57,False
2019-12-08,28,False
2019-12-15,42,False
2019-12-22,29,False
2019-12-29,55,False
2020-01-05,0,False
2020-01-12,38,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,25,False
2020-02-09,26,False
2020-02-16,51,False
2020-02-23,48,False
2020-03-01,23,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,56,False
2020-03-29,40,False
2020-04-05,74,False
2020-04-12,22,False
2020-04-19,30,False
2020-04-26,71,True
