date,pasticcere,isPartial
2018-01-07,0,False
2018-01-14,42,False
2018-01-21,42,False
2018-01-28,0,False
2018-02-04,83,False
2018-02-11,83,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,40,False
2018-03-11,81,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,41,False
2018-04-15,64,False
2018-04-22,0,False
2018-04-29,39,False
2018-05-06,40,False
2018-05-13,41,False
2018-05-20,40,False
2018-05-27,40,False
2018-06-03,39,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,35,False
2018-07-01,33,False
2018-07-08,66,False
2018-07-15,33,False
2018-07-22,32,False
2018-07-29,33,False
2018-08-05,0,False
2018-08-12,32,False
2018-08-19,95,False
2018-08-26,34,False
2018-09-02,0,False
2018-09-09,97,False
2018-09-16,32,False
2018-09-23,35,False
2018-09-30,37,False
2018-10-07,39,False
2018-10-14,81,False
2018-10-21,84,False
2018-10-28,41,False
2018-11-04,0,False
2018-11-11,42,False
2018-11-18,41,False
2018-11-25,41,False
2018-12-02,42,False
2018-12-09,84,False
2018-12-16,45,False
2018-12-23,49,False
2018-12-30,47,False
2019-01-06,43,False
2019-01-13,0,False
2019-01-20,39,False
2019-01-27,60,False
2019-02-03,41,False
2019-02-10,43,False
2019-02-17,0,False
2019-02-24,40,False
2019-03-03,44,False
2019-03-10,42,False
2019-03-17,43,False
2019-03-24,43,False
2019-03-31,85,False
2019-04-07,0,False
2019-04-14,42,False
2019-04-21,86,False
2019-04-28,0,False
2019-05-05,81,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,40,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,71,False
2019-07-14,35,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,47,False
2019-08-18,30,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,33,False
2019-09-15,69,False
2019-09-22,0,False
2019-09-29,36,False
2019-10-06,0,False
2019-10-13,57,False
2019-10-20,0,False
2019-10-27,38,False
2019-11-03,71,False
2019-11-10,54,False
2019-11-17,37,False
2019-11-24,69,False
2019-12-01,0,False
2019-12-08,37,False
2019-12-15,37,False
2019-12-22,41,False
2019-12-29,39,False
2020-01-05,35,False
2020-01-12,0,False
2020-01-19,33,False
2020-01-26,100,False
2020-02-02,33,False
2020-02-09,34,False
2020-02-16,34,False
2020-02-23,32,False
2020-03-01,31,False
2020-03-08,0,False
2020-03-15,58,False
2020-03-22,56,False
2020-03-29,87,False
2020-04-05,77,False
2020-04-12,30,False
2020-04-19,57,False
2020-04-26,51,True
