date,pasticcere,isPartial
2018-01-07,92,False
2018-01-14,23,False
2018-01-21,45,False
2018-01-28,22,False
2018-02-04,22,False
2018-02-11,68,False
2018-02-18,0,False
2018-02-25,63,False
2018-03-04,22,False
2018-03-11,68,False
2018-03-18,22,False
2018-03-25,23,False
2018-04-01,0,False
2018-04-08,46,False
2018-04-15,46,False
2018-04-22,0,False
2018-04-29,23,False
2018-05-06,0,False
2018-05-13,46,False
2018-05-20,23,False
2018-05-27,71,False
2018-06-03,24,False
2018-06-10,43,False
2018-06-17,0,False
2018-06-24,44,False
2018-07-01,45,False
2018-07-08,44,False
2018-07-15,89,False
2018-07-22,22,False
2018-07-29,0,False
2018-08-05,21,False
2018-08-12,19,False
2018-08-19,19,False
2018-08-26,40,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,45,False
2018-09-23,45,False
2018-09-30,22,False
2018-10-07,95,False
2018-10-14,0,False
2018-10-21,23,False
2018-10-28,23,False
2018-11-04,23,False
2018-11-11,0,False
2018-11-18,69,False
2018-11-25,45,False
2018-12-02,24,False
2018-12-09,47,False
2018-12-16,47,False
2018-12-23,100,False
2018-12-30,23,False
2019-01-06,0,False
2019-01-13,88,False
2019-01-20,0,False
2019-01-27,41,False
2019-02-03,40,False
2019-02-10,21,False
2019-02-17,42,False
2019-02-24,63,False
2019-03-03,44,False
2019-03-10,0,False
2019-03-17,88,False
2019-03-24,64,False
2019-03-31,21,False
2019-04-07,21,False
2019-04-14,66,False
2019-04-21,22,False
2019-04-28,20,False
2019-05-05,21,False
2019-05-12,41,False
2019-05-19,41,False
2019-05-26,19,False
2019-06-02,21,False
2019-06-09,22,False
2019-06-16,22,False
2019-06-23,21,False
2019-06-30,43,False
2019-07-07,0,False
2019-07-14,20,False
2019-07-21,0,False
2019-07-28,20,False
2019-08-04,20,False
2019-08-11,0,False
2019-08-18,60,False
2019-08-25,0,False
2019-09-01,19,False
2019-09-08,19,False
2019-09-15,19,False
2019-09-22,39,False
2019-09-29,79,False
2019-10-06,20,False
2019-10-13,40,False
2019-10-20,40,False
2019-10-27,40,False
2019-11-03,19,False
2019-11-10,19,False
2019-11-17,20,False
2019-11-24,38,False
2019-12-01,20,False
2019-12-08,61,False
2019-12-15,20,False
2019-12-22,42,False
2019-12-29,20,False
2020-01-05,19,False
2020-01-12,37,False
2020-01-19,19,False
2020-01-26,56,False
2020-02-02,18,False
2020-02-09,19,False
2020-02-16,38,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,49,False
2020-03-15,31,False
2020-03-22,59,False
2020-03-29,15,False
2020-04-05,49,False
2020-04-12,32,False
2020-04-19,30,False
2020-04-26,54,True
