date,Cours maths,isPartial
2018-01-07,59,False
2018-01-14,70,False
2018-01-21,36,False
2018-01-28,91,False
2018-02-04,36,False
2018-02-11,54,False
2018-02-18,37,False
2018-02-25,0,False
2018-03-04,36,False
2018-03-11,36,False
2018-03-18,55,False
2018-03-25,37,False
2018-04-01,50,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,39,False
2018-04-29,0,False
2018-05-06,38,False
2018-05-13,37,False
2018-05-20,37,False
2018-05-27,37,False
2018-06-03,38,False
2018-06-10,54,False
2018-06-17,100,False
2018-06-24,38,False
2018-07-01,0,False
2018-07-08,39,False
2018-07-15,42,False
2018-07-22,42,False
2018-07-29,0,False
2018-08-05,63,False
2018-08-12,42,False
2018-08-19,61,False
2018-08-26,39,False
2018-09-02,65,False
2018-09-09,39,False
2018-09-16,90,False
2018-09-23,39,False
2018-09-30,58,False
2018-10-07,52,False
2018-10-14,0,False
2018-10-21,39,False
2018-10-28,37,False
2018-11-04,0,False
2018-11-11,37,False
2018-11-18,49,False
2018-11-25,74,False
2018-12-02,74,False
2018-12-09,38,False
2018-12-16,57,False
2018-12-23,39,False
2018-12-30,38,False
2019-01-06,37,False
2019-01-13,36,False
2019-01-20,36,False
2019-01-27,0,False
2019-02-03,36,False
2019-02-10,38,False
2019-02-17,38,False
2019-02-24,37,False
2019-03-03,53,False
2019-03-10,0,False
2019-03-17,38,False
2019-03-24,38,False
2019-03-31,37,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,37,False
2019-04-28,35,False
2019-05-05,0,False
2019-05-12,38,False
2019-05-19,37,False
2019-05-26,37,False
2019-06-02,0,False
2019-06-09,53,False
2019-06-16,75,False
2019-06-23,0,False
2019-06-30,37,False
2019-07-07,74,False
2019-07-14,39,False
2019-07-21,0,False
2019-07-28,41,False
2019-08-04,0,False
2019-08-11,39,False
2019-08-18,59,False
2019-08-25,37,False
2019-09-01,60,False
2019-09-08,72,False
2019-09-15,54,False
2019-09-22,34,False
2019-09-29,34,False
2019-10-06,34,False
2019-10-13,0,False
2019-10-20,35,False
2019-10-27,45,False
2019-11-03,66,False
2019-11-10,33,False
2019-11-17,50,False
2019-11-24,32,False
2019-12-01,0,False
2019-12-08,32,False
2019-12-15,66,False
2019-12-22,0,False
2019-12-29,33,False
2020-01-05,31,False
2020-01-12,31,False
2020-01-19,32,False
2020-01-26,62,False
2020-02-02,0,False
2020-02-09,31,False
2020-02-16,0,False
2020-02-23,30,False
2020-03-01,30,False
2020-03-08,30,False
2020-03-15,27,False
2020-03-22,51,False
2020-03-29,51,False
2020-04-05,0,False
2020-04-12,40,False
2020-04-19,26,False
2020-04-26,0,False
2020-05-03,25,False
2020-05-10,26,False
2020-05-17,65,True
