date,Cours maths,isPartial
2018-01-07,29,False
2018-01-14,29,False
2018-01-21,57,False
2018-01-28,29,False
2018-02-04,28,False
2018-02-11,57,False
2018-02-18,29,False
2018-02-25,58,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,45,False
2018-04-01,0,False
2018-04-08,58,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,32,False
2018-05-13,0,False
2018-05-20,91,False
2018-05-27,29,False
2018-06-03,29,False
2018-06-10,56,False
2018-06-17,45,False
2018-06-24,30,False
2018-07-01,28,False
2018-07-08,30,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,33,False
2018-08-12,34,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,62,False
2018-09-16,60,False
2018-09-23,31,False
2018-09-30,61,False
2018-10-07,46,False
2018-10-14,31,False
2018-10-21,62,False
2018-10-28,0,False
2018-11-04,29,False
2018-11-11,30,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,59,False
2018-12-09,30,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,0,False
2019-01-06,59,False
2019-01-13,29,False
2019-01-20,28,False
2019-01-27,0,False
2019-02-03,29,False
2019-02-10,0,False
2019-02-17,31,False
2019-02-24,44,False
2019-03-03,0,False
2019-03-10,30,False
2019-03-17,31,False
2019-03-24,30,False
2019-03-31,30,False
2019-04-07,31,False
2019-04-14,0,False
2019-04-21,29,False
2019-04-28,0,False
2019-05-05,28,False
2019-05-12,59,False
2019-05-19,29,False
2019-05-26,0,False
2019-06-02,27,False
2019-06-09,85,False
2019-06-16,59,False
2019-06-23,29,False
2019-06-30,0,False
2019-07-07,29,False
2019-07-14,0,False
2019-07-21,31,False
2019-07-28,0,False
2019-08-04,32,False
2019-08-11,0,False
2019-08-18,31,False
2019-08-25,0,False
2019-09-01,29,False
2019-09-08,58,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,27,False
2019-10-06,81,False
2019-10-13,0,False
2019-10-20,27,False
2019-10-27,26,False
2019-11-03,26,False
2019-11-10,26,False
2019-11-17,0,False
2019-11-24,25,False
2019-12-01,0,False
2019-12-08,26,False
2019-12-15,26,False
2019-12-22,54,False
2019-12-29,27,False
2020-01-05,74,False
2020-01-12,0,False
2020-01-19,52,False
2020-01-26,25,False
2020-02-02,25,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,25,False
2020-03-01,24,False
2020-03-08,24,False
2020-03-15,21,False
2020-03-22,40,False
2020-03-29,100,False
2020-04-05,0,False
2020-04-12,21,False
2020-04-19,31,False
2020-04-26,19,False
2020-05-03,0,False
2020-05-10,0,False
2020-05-17,0,True
