date,Cours maths,isPartial
2018-01-07,62,False
2018-01-14,43,False
2018-01-21,0,False
2018-01-28,61,False
2018-02-04,26,False
2018-02-11,39,False
2018-02-18,0,False
2018-02-25,39,False
2018-03-04,40,False
2018-03-11,40,False
2018-03-18,36,False
2018-03-25,27,False
2018-04-01,54,False
2018-04-08,81,False
2018-04-15,28,False
2018-04-22,26,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,28,False
2018-05-20,56,False
2018-05-27,53,False
2018-06-03,35,False
2018-06-10,26,False
2018-06-17,46,False
2018-06-24,42,False
2018-07-01,0,False
2018-07-08,83,False
2018-07-15,28,False
2018-07-22,27,False
2018-07-29,27,False
2018-08-05,27,False
2018-08-12,0,False
2018-08-19,45,False
2018-08-26,35,False
2018-09-02,81,False
2018-09-09,41,False
2018-09-16,40,False
2018-09-23,69,False
2018-09-30,68,False
2018-10-07,37,False
2018-10-14,42,False
2018-10-21,42,False
2018-10-28,27,False
2018-11-04,39,False
2018-11-11,27,False
2018-11-18,27,False
2018-11-25,79,False
2018-12-02,66,False
2018-12-09,54,False
2018-12-16,28,False
2018-12-23,30,False
2018-12-30,57,False
2019-01-06,40,False
2019-01-13,80,False
2019-01-20,39,False
2019-01-27,77,False
2019-02-03,39,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,27,False
2019-03-03,43,False
2019-03-10,0,False
2019-03-17,37,False
2019-03-24,28,False
2019-03-31,40,False
2019-04-07,0,False
2019-04-14,42,False
2019-04-21,0,False
2019-04-28,38,False
2019-05-05,26,False
2019-05-12,27,False
2019-05-19,40,False
2019-05-26,26,False
2019-06-02,37,False
2019-06-09,37,False
2019-06-16,39,False
2019-06-23,34,False
2019-06-30,27,False
2019-07-07,34,False
2019-07-14,26,False
2019-07-21,0,False
2019-07-28,26,False
2019-08-04,24,False
2019-08-11,23,False
2019-08-18,26,False
2019-08-25,25,False
2019-09-01,66,False
2019-09-08,100,False
2019-09-15,25,False
2019-09-22,47,False
2019-09-29,48,False
2019-10-06,41,False
2019-10-13,57,False
2019-10-20,24,False
2019-10-27,45,False
2019-11-03,35,False
2019-11-10,70,False
2019-11-17,47,False
2019-11-24,45,False
2019-12-01,23,False
2019-12-08,39,False
2019-12-15,23,False
2019-12-22,0,False
2019-12-29,24,False
2020-01-05,67,False
2020-01-12,22,False
2020-01-19,46,False
2020-01-26,22,False
2020-02-02,45,False
2020-02-09,33,False
2020-02-16,23,False
2020-02-23,33,False
2020-03-01,42,False
2020-03-08,35,False
2020-03-15,38,False
2020-03-22,18,False
2020-03-29,55,False
2020-04-05,18,False
2020-04-12,0,False
2020-04-19,28,False
2020-04-26,23,False
2020-05-03,18,False
2020-05-10,26,False
2020-05-17,73,True
