date,Cours maths,isPartial
2018-01-07,18,False
2018-01-14,20,False
2018-01-21,17,False
2018-01-28,24,False
2018-02-04,18,False
2018-02-11,21,False
2018-02-18,18,False
2018-02-25,29,False
2018-03-04,29,False
2018-03-11,26,False
2018-03-18,27,False
2018-03-25,14,False
2018-04-01,16,False
2018-04-08,22,False
2018-04-15,20,False
2018-04-22,23,False
2018-04-29,18,False
2018-05-06,10,False
2018-05-13,15,False
2018-05-20,25,False
2018-05-27,22,False
2018-06-03,34,False
2018-06-10,22,False
2018-06-17,22,False
2018-06-24,19,False
2018-07-01,14,False
2018-07-08,19,False
2018-07-15,10,False
2018-07-22,15,False
2018-07-29,17,False
2018-08-05,10,False
2018-08-12,21,False
2018-08-19,23,False
2018-08-26,16,False
2018-09-02,28,False
2018-09-09,37,False
2018-09-16,41,False
2018-09-23,25,False
2018-09-30,19,False
2018-10-07,28,False
2018-10-14,29,False
2018-10-21,13,False
2018-10-28,23,False
2018-11-04,12,False
2018-11-11,22,False
2018-11-18,27,False
2018-11-25,18,False
2018-12-02,24,False
2018-12-09,14,False
2018-12-16,19,False
2018-12-23,15,False
2018-12-30,0,False
2019-01-06,22,False
2019-01-13,15,False
2019-01-20,37,False
2019-01-27,17,False
2019-02-03,23,False
2019-02-10,18,False
2019-02-17,14,False
2019-02-24,23,False
2019-03-03,22,False
2019-03-10,26,False
2019-03-17,18,False
2019-03-24,15,False
2019-03-31,17,False
2019-04-07,20,False
2019-04-14,13,False
2019-04-21,9,False
2019-04-28,23,False
2019-05-05,8,False
2019-05-12,13,False
2019-05-19,28,False
2019-05-26,9,False
2019-06-02,17,False
2019-06-09,22,False
2019-06-16,17,False
2019-06-23,17,False
2019-06-30,13,False
2019-07-07,17,False
2019-07-14,17,False
2019-07-21,18,False
2019-07-28,18,False
2019-08-04,14,False
2019-08-11,0,False
2019-08-18,13,False
2019-08-25,21,False
2019-09-01,25,False
2019-09-08,17,False
2019-09-15,27,False
2019-09-22,16,False
2019-09-29,20,False
2019-10-06,25,False
2019-10-13,25,False
2019-10-20,30,False
2019-10-27,19,False
2019-11-03,16,False
2019-11-10,20,False
2019-11-17,10,False
2019-11-24,18,False
2019-12-01,15,False
2019-12-08,8,False
2019-12-15,19,False
2019-12-22,25,False
2019-12-29,19,False
2020-01-05,12,False
2020-01-12,15,False
2020-01-19,20,False
2020-01-26,22,False
2020-02-02,10,False
2020-02-09,22,False
2020-02-16,17,False
2020-02-23,12,False
2020-03-01,22,False
2020-03-08,21,False
2020-03-15,23,False
2020-03-22,24,False
2020-03-29,20,False
2020-04-05,13,False
2020-04-12,11,False
2020-04-19,25,False
2020-04-26,16,False
2020-05-03,9,False
2020-05-10,22,False
2020-05-17,100,True
