date,Photovoltaikanlagen,isPartial
2018-01-07,27,False
2018-01-14,40,False
2018-01-21,0,False
2018-01-28,54,False
2018-02-04,0,False
2018-02-11,27,False
2018-02-18,53,False
2018-02-25,26,False
2018-03-04,26,False
2018-03-11,26,False
2018-03-18,41,False
2018-03-25,83,False
2018-04-01,28,False
2018-04-08,27,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,27,False
2018-05-20,56,False
2018-05-27,0,False
2018-06-03,27,False
2018-06-10,51,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,28,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,27,False
2018-08-05,0,False
2018-08-12,51,False
2018-08-19,50,False
2018-08-26,26,False
2018-09-02,27,False
2018-09-09,26,False
2018-09-16,0,False
2018-09-23,27,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,26,False
2018-10-21,26,False
2018-10-28,39,False
2018-11-04,0,False
2018-11-11,26,False
2018-11-18,25,False
2018-11-25,0,False
2018-12-02,26,False
2018-12-09,26,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,27,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,49,False
2019-01-27,25,False
2019-02-03,100,False
2019-02-10,25,False
2019-02-17,25,False
2019-02-24,39,False
2019-03-03,25,False
2019-03-10,24,False
2019-03-17,51,False
2019-03-24,39,False
2019-03-31,26,False
2019-04-07,40,False
2019-04-14,29,False
2019-04-21,26,False
2019-04-28,38,False
2019-05-05,38,False
2019-05-12,26,False
2019-05-19,25,False
2019-05-26,26,False
2019-06-02,24,False
2019-06-09,0,False
2019-06-16,50,False
2019-06-23,25,False
2019-06-30,25,False
2019-07-07,38,False
2019-07-14,27,False
2019-07-21,0,False
2019-07-28,26,False
2019-08-04,52,False
2019-08-11,24,False
2019-08-18,0,False
2019-08-25,36,False
2019-09-01,48,False
2019-09-08,49,False
2019-09-15,24,False
2019-09-22,32,False
2019-09-29,25,False
2019-10-06,37,False
2019-10-13,24,False
2019-10-20,48,False
2019-10-27,35,False
2019-11-03,0,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,23,False
2019-12-01,0,False
2019-12-08,23,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,36,False
2020-01-05,33,False
2020-01-12,65,False
2020-01-19,22,False
2020-01-26,44,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,33,False
2020-03-01,22,False
2020-03-08,20,False
2020-03-15,30,False
2020-03-22,34,False
2020-03-29,20,False
2020-04-05,0,False
2020-04-12,21,False
2020-04-19,41,False
2020-04-26,20,False
2020-05-03,21,False
2020-05-10,20,False
