date,nozze,isPartial
2018-01-07,15,False
2018-01-14,39,False
2018-01-21,23,False
2018-01-28,23,False
2018-02-04,18,False
2018-02-11,11,False
2018-02-18,19,False
2018-02-25,14,False
2018-03-04,18,False
2018-03-11,25,False
2018-03-18,38,False
2018-03-25,15,False
2018-04-01,15,False
2018-04-08,29,False
2018-04-15,31,False
2018-04-22,23,False
2018-04-29,29,False
2018-05-06,22,False
2018-05-13,100,False
2018-05-20,67,False
2018-05-27,40,False
2018-06-03,22,False
2018-06-10,24,False
2018-06-17,33,False
2018-06-24,25,False
2018-07-01,42,False
2018-07-08,21,False
2018-07-15,38,False
2018-07-22,21,False
2018-07-29,14,False
2018-08-05,24,False
2018-08-12,13,False
2018-08-19,31,False
2018-08-26,32,False
2018-09-02,76,False
2018-09-09,45,False
2018-09-16,33,False
2018-09-23,15,False
2018-09-30,26,False
2018-10-07,30,False
2018-10-14,20,False
2018-10-21,11,False
2018-10-28,22,False
2018-11-04,11,False
2018-11-11,23,False
2018-11-18,11,False
2018-11-25,8,False
2018-12-02,20,False
2018-12-09,24,False
2018-12-16,16,False
2018-12-23,27,False
2018-12-30,57,False
2019-01-06,47,False
2019-01-13,30,False
2019-01-20,10,False
2019-01-27,24,False
2019-02-03,24,False
2019-02-10,22,False
2019-02-17,37,False
2019-02-24,26,False
2019-03-03,63,False
2019-03-10,25,False
2019-03-17,14,False
2019-03-24,22,False
2019-03-31,21,False
2019-04-07,43,False
2019-04-14,36,False
2019-04-21,29,False
2019-04-28,38,False
2019-05-05,27,False
2019-05-12,34,False
2019-05-19,34,False
2019-05-26,33,False
2019-06-02,29,False
2019-06-09,33,False
2019-06-16,27,False
2019-06-23,24,False
2019-06-30,30,False
2019-07-07,23,False
2019-07-14,20,False
2019-07-21,13,False
2019-07-28,36,False
2019-08-04,45,False
2019-08-11,25,False
2019-08-18,31,False
2019-08-25,28,False
2019-09-01,28,False
2019-09-08,33,False
2019-09-15,29,False
2019-09-22,35,False
2019-09-29,33,False
2019-10-06,30,False
2019-10-13,16,False
2019-10-20,21,False
2019-10-27,16,False
2019-11-03,9,False
2019-11-10,45,False
2019-11-17,21,False
2019-11-24,19,False
2019-12-01,23,False
2019-12-08,13,False
2019-12-15,7,False
2019-12-22,48,False
2019-12-29,22,False
2020-01-05,40,False
2020-01-12,31,False
2020-01-19,26,False
2020-01-26,10,False
2020-02-02,35,False
2020-02-09,20,False
2020-02-16,29,False
2020-02-23,21,False
2020-03-01,30,False
2020-03-08,6,False
2020-03-15,12,False
2020-03-22,13,False
2020-03-29,14,False
2020-04-05,9,False
2020-04-12,17,False
2020-04-19,24,False
2020-04-26,38,True
