date,nozze,isPartial
2018-01-07,34,False
2018-01-14,49,False
2018-01-21,47,False
2018-01-28,36,False
2018-02-04,38,False
2018-02-11,31,False
2018-02-18,37,False
2018-02-25,28,False
2018-03-04,30,False
2018-03-11,36,False
2018-03-18,33,False
2018-03-25,48,False
2018-04-01,37,False
2018-04-08,32,False
2018-04-15,39,False
2018-04-22,51,False
2018-04-29,39,False
2018-05-06,43,False
2018-05-13,100,False
2018-05-20,100,False
2018-05-27,67,False
2018-06-03,63,False
2018-06-10,37,False
2018-06-17,49,False
2018-06-24,49,False
2018-07-01,46,False
2018-07-08,45,False
2018-07-15,36,False
2018-07-22,38,False
2018-07-29,27,False
2018-08-05,47,False
2018-08-12,30,False
2018-08-19,45,False
2018-08-26,64,False
2018-09-02,80,False
2018-09-09,44,False
2018-09-16,40,False
2018-09-23,42,False
2018-09-30,47,False
2018-10-07,47,False
2018-10-14,51,False
2018-10-21,39,False
2018-10-28,41,False
2018-11-04,39,False
2018-11-11,32,False
2018-11-18,30,False
2018-11-25,20,False
2018-12-02,36,False
2018-12-09,27,False
2018-12-16,21,False
2018-12-23,30,False
2018-12-30,45,False
2019-01-06,39,False
2019-01-13,50,False
2019-01-20,26,False
2019-01-27,26,False
2019-02-03,25,False
2019-02-10,27,False
2019-02-17,28,False
2019-02-24,38,False
2019-03-03,22,False
2019-03-10,32,False
2019-03-17,35,False
2019-03-24,47,False
2019-03-31,33,False
2019-04-07,43,False
2019-04-14,46,False
2019-04-21,52,False
2019-04-28,43,False
2019-05-05,41,False
2019-05-12,28,False
2019-05-19,44,False
2019-05-26,38,False
2019-06-02,47,False
2019-06-09,49,False
2019-06-16,51,False
2019-06-23,55,False
2019-06-30,52,False
2019-07-07,38,False
2019-07-14,47,False
2019-07-21,43,False
2019-07-28,37,False
2019-08-04,34,False
2019-08-11,39,False
2019-08-18,45,False
2019-08-25,39,False
2019-09-01,48,False
2019-09-08,40,False
2019-09-15,51,False
2019-09-22,43,False
2019-09-29,29,False
2019-10-06,32,False
2019-10-13,35,False
2019-10-20,22,False
2019-10-27,25,False
2019-11-03,25,False
2019-11-10,63,False
2019-11-17,14,False
2019-11-24,28,False
2019-12-01,20,False
2019-12-08,14,False
2019-12-15,26,False
2019-12-22,23,False
2019-12-29,35,False
2020-01-05,32,False
2020-01-12,24,False
2020-01-19,26,False
2020-01-26,34,False
2020-02-02,26,False
2020-02-09,29,False
2020-02-16,29,False
2020-02-23,25,False
2020-03-01,24,False
2020-03-08,21,False
2020-03-15,15,False
2020-03-22,24,False
2020-03-29,21,False
2020-04-05,17,False
2020-04-12,30,False
2020-04-19,28,False
2020-04-26,23,True
