date,nozze,isPartial
2018-01-07,24,False
2018-01-14,36,False
2018-01-21,73,False
2018-01-28,35,False
2018-02-04,23,False
2018-02-11,0,False
2018-02-18,33,False
2018-02-25,42,False
2018-03-04,22,False
2018-03-11,23,False
2018-03-18,46,False
2018-03-25,36,False
2018-04-01,24,False
2018-04-08,49,False
2018-04-15,60,False
2018-04-22,62,False
2018-04-29,48,False
2018-05-06,34,False
2018-05-13,36,False
2018-05-20,83,False
2018-05-27,26,False
2018-06-03,74,False
2018-06-10,57,False
2018-06-17,69,False
2018-06-24,58,False
2018-07-01,0,False
2018-07-08,46,False
2018-07-15,23,False
2018-07-22,90,False
2018-07-29,43,False
2018-08-05,64,False
2018-08-12,60,False
2018-08-19,41,False
2018-08-26,44,False
2018-09-02,0,False
2018-09-09,47,False
2018-09-16,23,False
2018-09-23,0,False
2018-09-30,46,False
2018-10-07,100,False
2018-10-14,0,False
2018-10-21,60,False
2018-10-28,48,False
2018-11-04,0,False
2018-11-11,24,False
2018-11-18,23,False
2018-11-25,23,False
2018-12-02,24,False
2018-12-09,46,False
2018-12-16,48,False
2018-12-23,24,False
2018-12-30,22,False
2019-01-06,21,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,44,False
2019-02-03,33,False
2019-02-10,66,False
2019-02-17,45,False
2019-02-24,22,False
2019-03-03,24,False
2019-03-10,35,False
2019-03-17,24,False
2019-03-24,23,False
2019-03-31,23,False
2019-04-07,22,False
2019-04-14,24,False
2019-04-21,47,False
2019-04-28,23,False
2019-05-05,47,False
2019-05-12,33,False
2019-05-19,67,False
2019-05-26,32,False
2019-06-02,23,False
2019-06-09,24,False
2019-06-16,0,False
2019-06-23,36,False
2019-06-30,61,False
2019-07-07,46,False
2019-07-14,46,False
2019-07-21,23,False
2019-07-28,45,False
2019-08-04,22,False
2019-08-11,30,False
2019-08-18,77,False
2019-08-25,19,False
2019-09-01,60,False
2019-09-08,22,False
2019-09-15,21,False
2019-09-22,21,False
2019-09-29,21,False
2019-10-06,33,False
2019-10-13,22,False
2019-10-20,43,False
2019-10-27,21,False
2019-11-03,0,False
2019-11-10,21,False
2019-11-17,21,False
2019-11-24,0,False
2019-12-01,21,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,42,False
2019-12-29,30,False
2020-01-05,20,False
2020-01-12,39,False
2020-01-19,0,False
2020-01-26,39,False
2020-02-02,19,False
2020-02-09,39,False
2020-02-16,0,False
2020-02-23,28,False
2020-03-01,18,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,30,False
2020-03-29,0,False
2020-04-05,16,False
2020-04-12,17,False
2020-04-19,15,False
2020-04-26,56,True
