date,Sanitärtechnik,isPartial
2018-01-07,20,False
2018-01-14,0,False
2018-01-21,40,False
2018-01-28,20,False
2018-02-04,0,False
2018-02-11,42,False
2018-02-18,21,False
2018-02-25,21,False
2018-03-04,0,False
2018-03-11,21,False
2018-03-18,0,False
2018-03-25,22,False
2018-04-01,44,False
2018-04-08,0,False
2018-04-15,22,False
2018-04-22,42,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,65,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,21,False
2018-06-10,21,False
2018-06-17,21,False
2018-06-24,0,False
2018-07-01,31,False
2018-07-08,63,False
2018-07-15,0,False
2018-07-22,21,False
2018-07-29,22,False
2018-08-05,34,False
2018-08-12,70,False
2018-08-19,23,False
2018-08-26,23,False
2018-09-02,22,False
2018-09-09,22,False
2018-09-16,21,False
2018-09-23,43,False
2018-09-30,29,False
2018-10-07,21,False
2018-10-14,21,False
2018-10-21,20,False
2018-10-28,21,False
2018-11-04,20,False
2018-11-11,40,False
2018-11-18,26,False
2018-11-25,40,False
2018-12-02,20,False
2018-12-09,20,False
2018-12-16,0,False
2018-12-23,24,False
2018-12-30,43,False
2019-01-06,19,False
2019-01-13,19,False
2019-01-20,38,False
2019-01-27,19,False
2019-02-03,19,False
2019-02-10,29,False
2019-02-17,39,False
2019-02-24,20,False
2019-03-03,100,False
2019-03-10,19,False
2019-03-17,60,False
2019-03-24,0,False
2019-03-31,20,False
2019-04-07,19,False
2019-04-14,0,False
2019-04-21,21,False
2019-04-28,0,False
2019-05-05,19,False
2019-05-12,26,False
2019-05-19,19,False
2019-05-26,0,False
2019-06-02,20,False
2019-06-09,21,False
2019-06-16,31,False
2019-06-23,20,False
2019-06-30,20,False
2019-07-07,29,False
2019-07-14,0,False
2019-07-21,31,False
2019-07-28,21,False
2019-08-04,22,False
2019-08-11,21,False
2019-08-18,22,False
2019-08-25,22,False
2019-09-01,81,False
2019-09-08,0,False
2019-09-15,30,False
2019-09-22,29,False
2019-09-29,59,False
2019-10-06,57,False
2019-10-13,93,False
2019-10-20,19,False
2019-10-27,19,False
2019-11-03,24,False
2019-11-10,37,False
2019-11-17,0,False
2019-11-24,18,False
2019-12-01,19,False
2019-12-08,0,False
2019-12-15,19,False
2019-12-22,42,False
2019-12-29,0,False
2020-01-05,18,False
2020-01-12,43,False
2020-01-19,29,False
2020-01-26,34,False
2020-02-02,35,False
2020-02-09,17,False
2020-02-16,27,False
2020-02-23,17,False
2020-03-01,23,False
2020-03-08,0,False
2020-03-15,16,False
2020-03-22,15,False
2020-03-29,21,False
2020-04-05,34,False
2020-04-12,16,False
2020-04-19,16,False
2020-04-26,15,False
2020-05-03,16,False
2020-05-10,16,False
