date,Sanitärtechnik,isPartial
2018-01-07,29,False
2018-01-14,29,False
2018-01-21,50,False
2018-01-28,30,False
2018-02-04,41,False
2018-02-11,30,False
2018-02-18,60,False
2018-02-25,60,False
2018-03-04,30,False
2018-03-11,45,False
2018-03-18,30,False
2018-03-25,48,False
2018-04-01,48,False
2018-04-08,60,False
2018-04-15,31,False
2018-04-22,30,False
2018-04-29,31,False
2018-05-06,31,False
2018-05-13,45,False
2018-05-20,32,False
2018-05-27,30,False
2018-06-03,30,False
2018-06-10,43,False
2018-06-17,29,False
2018-06-24,30,False
2018-07-01,30,False
2018-07-08,29,False
2018-07-15,0,False
2018-07-22,47,False
2018-07-29,32,False
2018-08-05,32,False
2018-08-12,32,False
2018-08-19,31,False
2018-08-26,41,False
2018-09-02,31,False
2018-09-09,41,False
2018-09-16,30,False
2018-09-23,61,False
2018-09-30,31,False
2018-10-07,0,False
2018-10-14,62,False
2018-10-21,62,False
2018-10-28,30,False
2018-11-04,29,False
2018-11-11,59,False
2018-11-18,29,False
2018-11-25,58,False
2018-12-02,29,False
2018-12-09,29,False
2018-12-16,60,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,28,False
2019-01-13,41,False
2019-01-20,28,False
2019-01-27,27,False
2019-02-03,28,False
2019-02-10,29,False
2019-02-17,100,False
2019-02-24,58,False
2019-03-03,0,False
2019-03-10,27,False
2019-03-17,39,False
2019-03-24,29,False
2019-03-31,28,False
2019-04-07,58,False
2019-04-14,63,False
2019-04-21,31,False
2019-04-28,29,False
2019-05-05,28,False
2019-05-12,0,False
2019-05-19,47,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,86,False
2019-06-16,29,False
2019-06-23,0,False
2019-06-30,28,False
2019-07-07,75,False
2019-07-14,0,False
2019-07-21,64,False
2019-07-28,47,False
2019-08-04,32,False
2019-08-11,30,False
2019-08-18,60,False
2019-08-25,0,False
2019-09-01,28,False
2019-09-08,48,False
2019-09-15,58,False
2019-09-22,28,False
2019-09-29,28,False
2019-10-06,69,False
2019-10-13,42,False
2019-10-20,70,False
2019-10-27,41,False
2019-11-03,26,False
2019-11-10,80,False
2019-11-17,52,False
2019-11-24,43,False
2019-12-01,27,False
2019-12-08,40,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,29,False
2020-01-05,26,False
2020-01-12,49,False
2020-01-19,34,False
2020-01-26,34,False
2020-02-02,42,False
2020-02-09,36,False
2020-02-16,25,False
2020-02-23,49,False
2020-03-01,25,False
2020-03-08,35,False
2020-03-15,23,False
2020-03-22,31,False
2020-03-29,23,False
2020-04-05,50,False
2020-04-12,0,False
2020-04-19,23,False
2020-04-26,34,False
2020-05-03,31,False
2020-05-10,23,False
