date,Mudanza,isPartial
2018-01-07,71,False
2018-01-14,34,False
2018-01-21,69,False
2018-01-28,33,False
2018-02-04,46,False
2018-02-11,36,False
2018-02-18,33,False
2018-02-25,62,False
2018-03-04,68,False
2018-03-11,34,False
2018-03-18,35,False
2018-03-25,36,False
2018-04-01,90,False
2018-04-08,33,False
2018-04-15,34,False
2018-04-22,50,False
2018-04-29,44,False
2018-05-06,31,False
2018-05-13,32,False
2018-05-20,32,False
2018-05-27,65,False
2018-06-03,47,False
2018-06-10,59,False
2018-06-17,47,False
2018-06-24,31,False
2018-07-01,52,False
2018-07-08,46,False
2018-07-15,63,False
2018-07-22,52,False
2018-07-29,63,False
2018-08-05,31,False
2018-08-12,65,False
2018-08-19,47,False
2018-08-26,46,False
2018-09-02,49,False
2018-09-09,32,False
2018-09-16,31,False
2018-09-23,46,False
2018-09-30,62,False
2018-10-07,31,False
2018-10-14,40,False
2018-10-21,40,False
2018-10-28,91,False
2018-11-04,44,False
2018-11-11,44,False
2018-11-18,0,False
2018-11-25,31,False
2018-12-02,55,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,53,False
2018-12-30,70,False
2019-01-06,0,False
2019-01-13,29,False
2019-01-20,28,False
2019-01-27,87,False
2019-02-03,45,False
2019-02-10,29,False
2019-02-17,60,False
2019-02-24,31,False
2019-03-03,69,False
2019-03-10,67,False
2019-03-17,33,False
2019-03-24,48,False
2019-03-31,49,False
2019-04-07,100,False
2019-04-14,58,False
2019-04-21,43,False
2019-04-28,66,False
2019-05-05,33,False
2019-05-12,67,False
2019-05-19,33,False
2019-05-26,44,False
2019-06-02,32,False
2019-06-09,32,False
2019-06-16,33,False
2019-06-23,45,False
2019-06-30,45,False
2019-07-07,66,False
2019-07-14,33,False
2019-07-21,68,False
2019-07-28,84,False
2019-08-04,84,False
2019-08-11,65,False
2019-08-18,32,False
2019-08-25,32,False
2019-09-01,32,False
2019-09-08,65,False
2019-09-15,85,False
2019-09-22,62,False
2019-09-29,31,False
2019-10-06,51,False
2019-10-13,69,False
2019-10-20,29,False
2019-10-27,86,False
2019-11-03,41,False
2019-11-10,54,False
2019-11-17,42,False
2019-11-24,42,False
2019-12-01,70,False
2019-12-08,44,False
2019-12-15,29,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,27,False
2020-01-12,39,False
2020-01-19,27,False
2020-01-26,53,False
2020-02-02,70,False
2020-02-09,27,False
2020-02-16,45,False
2020-02-23,44,False
2020-03-01,27,False
2020-03-08,51,False
2020-03-15,64,False
2020-03-22,43,False
2020-03-29,39,False
2020-04-05,38,False
2020-04-12,27,False
2020-04-19,61,False
2020-04-26,71,False
2020-05-03,69,False
2020-05-10,46,False
2020-05-17,78,True
