date,Mudanza,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,29,False
2018-02-11,60,False
2018-02-18,50,False
2018-02-25,0,False
2018-03-04,56,False
2018-03-11,0,False
2018-03-18,29,False
2018-03-25,62,False
2018-04-01,0,False
2018-04-08,28,False
2018-04-15,30,False
2018-04-22,29,False
2018-04-29,44,False
2018-05-06,30,False
2018-05-13,30,False
2018-05-20,30,False
2018-05-27,29,False
2018-06-03,43,False
2018-06-10,29,False
2018-06-17,32,False
2018-06-24,63,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,65,False
2018-07-22,43,False
2018-07-29,31,False
2018-08-05,92,False
2018-08-12,60,False
2018-08-19,91,False
2018-08-26,30,False
2018-09-02,30,False
2018-09-09,30,False
2018-09-16,59,False
2018-09-23,59,False
2018-09-30,50,False
2018-10-07,30,False
2018-10-14,0,False
2018-10-21,74,False
2018-10-28,44,False
2018-11-04,54,False
2018-11-11,29,False
2018-11-18,28,False
2018-11-25,29,False
2018-12-02,30,False
2018-12-09,30,False
2018-12-16,59,False
2018-12-23,64,False
2018-12-30,0,False
2019-01-06,29,False
2019-01-13,84,False
2019-01-20,27,False
2019-01-27,28,False
2019-02-03,30,False
2019-02-10,29,False
2019-02-17,44,False
2019-02-24,29,False
2019-03-03,29,False
2019-03-10,60,False
2019-03-17,59,False
2019-03-24,30,False
2019-03-31,28,False
2019-04-07,29,False
2019-04-14,28,False
2019-04-21,55,False
2019-04-28,0,False
2019-05-05,58,False
2019-05-12,29,False
2019-05-19,0,False
2019-05-26,29,False
2019-06-02,37,False
2019-06-09,29,False
2019-06-16,0,False
2019-06-23,40,False
2019-06-30,30,False
2019-07-07,30,False
2019-07-14,30,False
2019-07-21,78,False
2019-07-28,62,False
2019-08-04,0,False
2019-08-11,30,False
2019-08-18,43,False
2019-08-25,28,False
2019-09-01,47,False
2019-09-08,27,False
2019-09-15,36,False
2019-09-22,55,False
2019-09-29,41,False
2019-10-06,27,False
2019-10-13,0,False
2019-10-20,39,False
2019-10-27,77,False
2019-11-03,51,False
2019-11-10,50,False
2019-11-17,25,False
2019-11-24,37,False
2019-12-01,25,False
2019-12-08,77,False
2019-12-15,77,False
2019-12-22,0,False
2019-12-29,27,False
2020-01-05,34,False
2020-01-12,47,False
2020-01-19,35,False
2020-01-26,24,False
2020-02-02,36,False
2020-02-09,24,False
2020-02-16,24,False
2020-02-23,48,False
2020-03-01,45,False
2020-03-08,34,False
2020-03-15,47,False
2020-03-22,19,False
2020-03-29,38,False
2020-04-05,20,False
2020-04-12,28,False
2020-04-19,37,False
2020-04-26,64,False
2020-05-03,100,False
2020-05-10,28,False
2020-05-17,23,True
