date,Mudanza,isPartial
2018-01-07,32,False
2018-01-14,64,False
2018-01-21,0,False
2018-01-28,55,False
2018-02-04,31,False
2018-02-11,0,False
2018-02-18,32,False
2018-02-25,32,False
2018-03-04,0,False
2018-03-11,31,False
2018-03-18,33,False
2018-03-25,35,False
2018-04-01,0,False
2018-04-08,63,False
2018-04-15,0,False
2018-04-22,34,False
2018-04-29,49,False
2018-05-06,32,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,47,False
2018-06-03,32,False
2018-06-10,31,False
2018-06-17,0,False
2018-06-24,35,False
2018-07-01,0,False
2018-07-08,35,False
2018-07-15,0,False
2018-07-22,37,False
2018-07-29,62,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,70,False
2018-09-02,33,False
2018-09-09,66,False
2018-09-16,65,False
2018-09-23,49,False
2018-09-30,100,False
2018-10-07,0,False
2018-10-14,64,False
2018-10-21,33,False
2018-10-28,32,False
2018-11-04,31,False
2018-11-11,32,False
2018-11-18,0,False
2018-11-25,32,False
2018-12-02,34,False
2018-12-09,33,False
2018-12-16,32,False
2018-12-23,0,False
2018-12-30,35,False
2019-01-06,32,False
2019-01-13,0,False
2019-01-20,29,False
2019-01-27,0,False
2019-02-03,32,False
2019-02-10,63,False
2019-02-17,0,False
2019-02-24,63,False
2019-03-03,33,False
2019-03-10,32,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,32,False
2019-04-07,33,False
2019-04-14,35,False
2019-04-21,64,False
2019-04-28,0,False
2019-05-05,48,False
2019-05-12,32,False
2019-05-19,47,False
2019-05-26,0,False
2019-06-02,30,False
2019-06-09,31,False
2019-06-16,33,False
2019-06-23,57,False
2019-06-30,36,False
2019-07-07,68,False
2019-07-14,35,False
2019-07-21,36,False
2019-07-28,0,False
2019-08-04,36,False
2019-08-11,0,False
2019-08-18,50,False
2019-08-25,31,False
2019-09-01,0,False
2019-09-08,32,False
2019-09-15,31,False
2019-09-22,31,False
2019-09-29,46,False
2019-10-06,48,False
2019-10-13,44,False
2019-10-20,29,False
2019-10-27,29,False
2019-11-03,28,False
2019-11-10,0,False
2019-11-17,29,False
2019-11-24,56,False
2019-12-01,30,False
2019-12-08,30,False
2019-12-15,44,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,29,False
2020-01-12,40,False
2020-01-19,78,False
2020-01-26,27,False
2020-02-02,28,False
2020-02-09,41,False
2020-02-16,27,False
2020-02-23,43,False
2020-03-01,39,False
2020-03-08,25,False
2020-03-15,61,False
2020-03-22,45,False
2020-03-29,22,False
2020-04-05,0,False
2020-04-12,30,False
2020-04-19,23,False
2020-04-26,46,False
2020-05-03,30,False
2020-05-10,38,False
2020-05-17,55,True
