date,Mudanza,isPartial
2018-01-07,0,False
2018-01-14,25,False
2018-01-21,25,False
2018-01-28,25,False
2018-02-04,50,False
2018-02-11,26,False
2018-02-18,26,False
2018-02-25,37,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,25,False
2018-03-25,0,False
2018-04-01,51,False
2018-04-08,0,False
2018-04-15,76,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,41,False
2018-05-13,41,False
2018-05-20,25,False
2018-05-27,25,False
2018-06-03,24,False
2018-06-10,24,False
2018-06-17,44,False
2018-06-24,44,False
2018-07-01,26,False
2018-07-08,26,False
2018-07-15,0,False
2018-07-22,45,False
2018-07-29,26,False
2018-08-05,49,False
2018-08-12,47,False
2018-08-19,23,False
2018-08-26,47,False
2018-09-02,49,False
2018-09-09,26,False
2018-09-16,0,False
2018-09-23,37,False
2018-09-30,26,False
2018-10-07,0,False
2018-10-14,25,False
2018-10-21,34,False
2018-10-28,26,False
2018-11-04,24,False
2018-11-11,100,False
2018-11-18,35,False
2018-11-25,25,False
2018-12-02,62,False
2018-12-09,36,False
2018-12-16,24,False
2018-12-23,39,False
2018-12-30,25,False
2019-01-06,32,False
2019-01-13,0,False
2019-01-20,23,False
2019-01-27,31,False
2019-02-03,62,False
2019-02-10,33,False
2019-02-17,36,False
2019-02-24,24,False
2019-03-03,39,False
2019-03-10,36,False
2019-03-17,48,False
2019-03-24,25,False
2019-03-31,47,False
2019-04-07,24,False
2019-04-14,23,False
2019-04-21,23,False
2019-04-28,23,False
2019-05-05,23,False
2019-05-12,47,False
2019-05-19,31,False
2019-05-26,38,False
2019-06-02,34,False
2019-06-09,47,False
2019-06-16,24,False
2019-06-23,61,False
2019-06-30,49,False
2019-07-07,24,False
2019-07-14,50,False
2019-07-21,0,False
2019-07-28,32,False
2019-08-04,59,False
2019-08-11,43,False
2019-08-18,43,False
2019-08-25,21,False
2019-09-01,38,False
2019-09-08,34,False
2019-09-15,22,False
2019-09-22,22,False
2019-09-29,22,False
2019-10-06,43,False
2019-10-13,21,False
2019-10-20,53,False
2019-10-27,28,False
2019-11-03,20,False
2019-11-10,34,False
2019-11-17,21,False
2019-11-24,27,False
2019-12-01,21,False
2019-12-08,36,False
2019-12-15,42,False
2019-12-22,21,False
2019-12-29,32,False
2020-01-05,32,False
2020-01-12,39,False
2020-01-19,0,False
2020-01-26,20,False
2020-02-02,41,False
2020-02-09,61,False
2020-02-16,41,False
2020-02-23,27,False
2020-03-01,38,False
2020-03-08,28,False
2020-03-15,36,False
2020-03-22,35,False
2020-03-29,17,False
2020-04-05,30,False
2020-04-12,40,False
2020-04-19,51,False
2020-04-26,57,False
2020-05-03,60,False
2020-05-10,61,False
2020-05-17,61,True
