date,Mudanza,isPartial
2018-01-07,61,False
2018-01-14,26,False
2018-01-21,52,False
2018-01-28,27,False
2018-02-04,39,False
2018-02-11,27,False
2018-02-18,26,False
2018-02-25,40,False
2018-03-04,27,False
2018-03-11,26,False
2018-03-18,26,False
2018-03-25,33,False
2018-04-01,65,False
2018-04-08,43,False
2018-04-15,27,False
2018-04-22,26,False
2018-04-29,42,False
2018-05-06,52,False
2018-05-13,81,False
2018-05-20,53,False
2018-05-27,26,False
2018-06-03,39,False
2018-06-10,25,False
2018-06-17,28,False
2018-06-24,0,False
2018-07-01,49,False
2018-07-08,44,False
2018-07-15,30,False
2018-07-22,42,False
2018-07-29,35,False
2018-08-05,0,False
2018-08-12,38,False
2018-08-19,0,False
2018-08-26,32,False
2018-09-02,48,False
2018-09-09,27,False
2018-09-16,26,False
2018-09-23,40,False
2018-09-30,40,False
2018-10-07,28,False
2018-10-14,26,False
2018-10-21,40,False
2018-10-28,42,False
2018-11-04,34,False
2018-11-11,53,False
2018-11-18,34,False
2018-11-25,39,False
2018-12-02,43,False
2018-12-09,39,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,51,False
2019-01-06,51,False
2019-01-13,25,False
2019-01-20,36,False
2019-01-27,73,False
2019-02-03,51,False
2019-02-10,34,False
2019-02-17,52,False
2019-02-24,52,False
2019-03-03,0,False
2019-03-10,26,False
2019-03-17,54,False
2019-03-24,52,False
2019-03-31,33,False
2019-04-07,26,False
2019-04-14,60,False
2019-04-21,59,False
2019-04-28,52,False
2019-05-05,51,False
2019-05-12,24,False
2019-05-19,32,False
2019-05-26,25,False
2019-06-02,73,False
2019-06-09,100,False
2019-06-16,27,False
2019-06-23,37,False
2019-06-30,0,False
2019-07-07,54,False
2019-07-14,58,False
2019-07-21,30,False
2019-07-28,48,False
2019-08-04,34,False
2019-08-11,71,False
2019-08-18,0,False
2019-08-25,39,False
2019-09-01,54,False
2019-09-08,25,False
2019-09-15,47,False
2019-09-22,23,False
2019-09-29,23,False
2019-10-06,36,False
2019-10-13,23,False
2019-10-20,23,False
2019-10-27,35,False
2019-11-03,45,False
2019-11-10,33,False
2019-11-17,34,False
2019-11-24,44,False
2019-12-01,24,False
2019-12-08,38,False
2019-12-15,23,False
2019-12-22,79,False
2019-12-29,78,False
2020-01-05,46,False
2020-01-12,28,False
2020-01-19,22,False
2020-01-26,54,False
2020-02-02,64,False
2020-02-09,22,False
2020-02-16,54,False
2020-02-23,50,False
2020-03-01,41,False
2020-03-08,20,False
2020-03-15,47,False
2020-03-22,49,False
2020-03-29,35,False
2020-04-05,28,False
2020-04-12,44,False
2020-04-19,23,False
2020-04-26,35,False
2020-05-03,46,False
2020-05-10,47,False
2020-05-17,43,True
