date,Heizungstechnik,isPartial
2018-01-07,32,False
2018-01-14,48,False
2018-01-21,24,False
2018-01-28,24,False
2018-02-04,19,False
2018-02-11,12,False
2018-02-18,24,False
2018-02-25,12,False
2018-03-04,12,False
2018-03-11,20,False
2018-03-18,12,False
2018-03-25,13,False
2018-04-01,22,False
2018-04-08,37,False
2018-04-15,25,False
2018-04-22,24,False
2018-04-29,25,False
2018-05-06,13,False
2018-05-13,42,False
2018-05-20,0,False
2018-05-27,12,False
2018-06-03,16,False
2018-06-10,12,False
2018-06-17,12,False
2018-06-24,12,False
2018-07-01,24,False
2018-07-08,18,False
2018-07-15,19,False
2018-07-22,13,False
2018-07-29,17,False
2018-08-05,13,False
2018-08-12,13,False
2018-08-19,13,False
2018-08-26,12,False
2018-09-02,12,False
2018-09-09,18,False
2018-09-16,16,False
2018-09-23,12,False
2018-09-30,12,False
2018-10-07,21,False
2018-10-14,21,False
2018-10-21,31,False
2018-10-28,20,False
2018-11-04,39,False
2018-11-11,24,False
2018-11-18,12,False
2018-11-25,29,False
2018-12-02,23,False
2018-12-09,28,False
2018-12-16,24,False
2018-12-23,27,False
2018-12-30,25,False
2019-01-06,11,False
2019-01-13,100,False
2019-01-20,34,False
2019-01-27,11,False
2019-02-03,11,False
2019-02-10,27,False
2019-02-17,39,False
2019-02-24,18,False
2019-03-03,23,False
2019-03-10,11,False
2019-03-17,24,False
2019-03-24,18,False
2019-03-31,23,False
2019-04-07,16,False
2019-04-14,13,False
2019-04-21,25,False
2019-04-28,27,False
2019-05-05,34,False
2019-05-12,23,False
2019-05-19,29,False
2019-05-26,20,False
2019-06-02,11,False
2019-06-09,24,False
2019-06-16,12,False
2019-06-23,24,False
2019-06-30,15,False
2019-07-07,29,False
2019-07-14,12,False
2019-07-21,13,False
2019-07-28,38,False
2019-08-04,13,False
2019-08-11,20,False
2019-08-18,32,False
2019-08-25,16,False
2019-09-01,31,False
2019-09-08,12,False
2019-09-15,18,False
2019-09-22,28,False
2019-09-29,23,False
2019-10-06,28,False
2019-10-13,28,False
2019-10-20,23,False
2019-10-27,26,False
2019-11-03,32,False
2019-11-10,16,False
2019-11-17,14,False
2019-11-24,17,False
2019-12-01,14,False
2019-12-08,29,False
2019-12-15,32,False
2019-12-22,13,False
2019-12-29,12,False
2020-01-05,14,False
2020-01-12,40,False
2020-01-19,31,False
2020-01-26,15,False
2020-02-02,30,False
2020-02-09,15,False
2020-02-16,10,False
2020-02-23,30,False
2020-03-01,25,False
2020-03-08,13,False
2020-03-15,12,False
2020-03-22,14,False
2020-03-29,9,False
2020-04-05,20,False
2020-04-12,10,False
2020-04-19,9,False
2020-04-26,9,False
2020-05-03,31,False
2020-05-10,19,False
