date,Heizungstechnik,isPartial
2018-01-07,0,False
2018-01-14,33,False
2018-01-21,44,False
2018-01-28,65,False
2018-02-04,33,False
2018-02-11,50,False
2018-02-18,33,False
2018-02-25,33,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,35,False
2018-04-15,0,False
2018-04-22,35,False
2018-04-29,36,False
2018-05-06,0,False
2018-05-13,34,False
2018-05-20,0,False
2018-05-27,36,False
2018-06-03,0,False
2018-06-10,69,False
2018-06-17,35,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,36,False
2018-07-15,37,False
2018-07-22,0,False
2018-07-29,36,False
2018-08-05,35,False
2018-08-12,35,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,34,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,35,False
2018-09-30,55,False
2018-10-07,0,False
2018-10-14,34,False
2018-10-21,0,False
2018-10-28,33,False
2018-11-04,33,False
2018-11-11,34,False
2018-11-18,33,False
2018-11-25,35,False
2018-12-02,0,False
2018-12-09,70,False
2018-12-16,36,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,35,False
2019-01-13,33,False
2019-01-20,65,False
2019-01-27,49,False
2019-02-03,33,False
2019-02-10,33,False
2019-02-17,0,False
2019-02-24,51,False
2019-03-03,66,False
2019-03-10,65,False
2019-03-17,34,False
2019-03-24,33,False
2019-03-31,33,False
2019-04-07,0,False
2019-04-14,36,False
2019-04-21,35,False
2019-04-28,34,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,34,False
2019-06-16,35,False
2019-06-23,70,False
2019-06-30,47,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,37,False
2019-07-28,36,False
2019-08-04,35,False
2019-08-11,50,False
2019-08-18,33,False
2019-08-25,100,False
2019-09-01,33,False
2019-09-08,66,False
2019-09-15,34,False
2019-09-22,67,False
2019-09-29,35,False
2019-10-06,33,False
2019-10-13,63,False
2019-10-20,31,False
2019-10-27,31,False
2019-11-03,62,False
2019-11-10,46,False
2019-11-17,47,False
2019-11-24,31,False
2019-12-01,78,False
2019-12-08,41,False
2019-12-15,32,False
2019-12-22,75,False
2019-12-29,0,False
2020-01-05,32,False
2020-01-12,30,False
2020-01-19,0,False
2020-01-26,30,False
2020-02-02,30,False
2020-02-09,39,False
2020-02-16,90,False
2020-02-23,30,False
2020-03-01,39,False
2020-03-08,55,False
2020-03-15,28,False
2020-03-22,83,False
2020-03-29,28,False
2020-04-05,30,False
2020-04-12,48,False
2020-04-19,42,False
2020-04-26,70,False
2020-05-03,28,False
2020-05-10,28,False
