date,Heizungstechnik,isPartial
2018-01-07,33,False
2018-01-14,49,False
2018-01-21,65,False
2018-01-28,0,False
2018-02-04,66,False
2018-02-11,100,False
2018-02-18,50,False
2018-02-25,33,False
2018-03-04,0,False
2018-03-11,49,False
2018-03-18,67,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,51,False
2018-04-15,0,False
2018-04-22,32,False
2018-04-29,45,False
2018-05-06,0,False
2018-05-13,33,False
2018-05-20,34,False
2018-05-27,0,False
2018-06-03,33,False
2018-06-10,32,False
2018-06-17,0,False
2018-06-24,33,False
2018-07-01,34,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,35,False
2018-07-29,100,False
2018-08-05,47,False
2018-08-12,0,False
2018-08-19,62,False
2018-08-26,32,False
2018-09-02,66,False
2018-09-09,32,False
2018-09-16,33,False
2018-09-23,33,False
2018-09-30,34,False
2018-10-07,34,False
2018-10-14,65,False
2018-10-21,63,False
2018-10-28,32,False
2018-11-04,63,False
2018-11-11,81,False
2018-11-18,31,False
2018-11-25,32,False
2018-12-02,95,False
2018-12-09,65,False
2018-12-16,33,False
2018-12-23,55,False
2018-12-30,33,False
2019-01-06,30,False
2019-01-13,30,False
2019-01-20,30,False
2019-01-27,31,False
2019-02-03,0,False
2019-02-10,31,False
2019-02-17,31,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,30,False
2019-03-17,47,False
2019-03-24,32,False
2019-03-31,42,False
2019-04-07,33,False
2019-04-14,52,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,41,False
2019-05-12,63,False
2019-05-19,31,False
2019-05-26,31,False
2019-06-02,30,False
2019-06-09,0,False
2019-06-16,31,False
2019-06-23,31,False
2019-06-30,31,False
2019-07-07,32,False
2019-07-14,0,False
2019-07-21,35,False
2019-07-28,32,False
2019-08-04,0,False
2019-08-11,29,False
2019-08-18,61,False
2019-08-25,30,False
2019-09-01,29,False
2019-09-08,59,False
2019-09-15,60,False
2019-09-22,0,False
2019-09-29,30,False
2019-10-06,0,False
2019-10-13,89,False
2019-10-20,30,False
2019-10-27,29,False
2019-11-03,0,False
2019-11-10,85,False
2019-11-17,29,False
2019-11-24,56,False
2019-12-01,70,False
2019-12-08,85,False
2019-12-15,58,False
2019-12-22,32,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,44,False
2020-01-19,41,False
2020-01-26,64,False
2020-02-02,36,False
2020-02-09,40,False
2020-02-16,41,False
2020-02-23,36,False
2020-03-01,0,False
2020-03-08,25,False
2020-03-15,25,False
2020-03-22,25,False
2020-03-29,25,False
2020-04-05,37,False
2020-04-12,40,False
2020-04-19,51,False
2020-04-26,49,False
2020-05-03,38,False
2020-05-10,49,False
