date,boda civil,boda religiosa,isPartial
2018-01-07,34,0,False
2018-01-14,33,0,False
2018-01-21,33,0,False
2018-01-28,95,0,False
2018-02-04,33,0,False
2018-02-11,68,0,False
2018-02-18,33,0,False
2018-02-25,63,0,False
2018-03-04,32,0,False
2018-03-11,0,0,False
2018-03-18,0,0,False
2018-03-25,37,0,False
2018-04-01,70,0,False
2018-04-08,33,0,False
2018-04-15,49,0,False
2018-04-22,32,0,False
2018-04-29,0,0,False
2018-05-06,64,0,False
2018-05-13,67,0,False
2018-05-20,34,0,False
2018-05-27,64,0,False
2018-06-03,48,0,False
2018-06-10,95,0,False
2018-06-17,34,0,False
2018-06-24,69,0,False
2018-07-01,34,0,False
2018-07-08,34,0,False
2018-07-15,0,0,False
2018-07-22,36,0,False
2018-07-29,0,0,False
2018-08-05,91,0,False
2018-08-12,37,0,False
2018-08-19,0,0,False
2018-08-26,35,0,False
2018-09-02,49,0,False
2018-09-09,0,0,False
2018-09-16,82,0,False
2018-09-23,32,0,False
2018-09-30,33,0,False
2018-10-07,85,0,False
2018-10-14,0,0,False
2018-10-21,48,0,False
2018-10-28,0,0,False
2018-11-04,32,0,False
2018-11-11,0,0,False
2018-11-18,61,0,False
2018-11-25,100,0,False
2018-12-02,0,0,False
2018-12-09,34,0,False
2018-12-16,69,0,False
2018-12-23,0,0,False
2018-12-30,0,0,False
2019-01-06,33,0,False
2019-01-13,32,0,False
2019-01-20,60,0,False
2019-01-27,0,0,False
2019-02-03,0,0,False
2019-02-10,0,0,False
2019-02-17,65,0,False
2019-02-24,33,0,False
2019-03-03,33,0,False
2019-03-10,51,0,False
2019-03-17,0,0,False
2019-03-24,32,0,False
2019-03-31,61,0,False
2019-04-07,0,0,False
2019-04-14,32,0,False
2019-04-21,0,0,False
2019-04-28,32,0,False
2019-05-05,32,0,False
2019-05-12,32,0,False
2019-05-19,31,0,False
2019-05-26,31,0,False
2019-06-02,62,0,False
2019-06-09,0,0,False
2019-06-16,64,0,False
2019-06-23,49,0,False
2019-06-30,33,0,False
2019-07-07,0,0,False
2019-07-14,0,0,False
2019-07-21,35,0,False
2019-07-28,35,0,False
2019-08-04,0,0,False
2019-08-11,36,0,False
2019-08-18,0,0,False
2019-08-25,32,0,False
2019-09-01,30,0,False
2019-09-08,0,0,False
2019-09-15,0,0,False
2019-09-22,31,0,False
2019-09-29,45,0,False
2019-10-06,29,0,False
2019-10-13,88,0,False
2019-10-20,28,0,False
2019-10-27,29,0,False
2019-11-03,57,0,False
2019-11-10,0,0,False
2019-11-17,0,0,False
2019-11-24,0,0,False
2019-12-01,28,0,False
2019-12-08,30,0,False
2019-12-15,0,0,False
2019-12-22,31,0,False
2019-12-29,31,0,False
2020-01-05,28,0,False
2020-01-12,0,0,False
2020-01-19,50,0,False
2020-01-26,54,0,False
2020-02-02,53,0,False
2020-02-09,40,0,False
2020-02-16,26,0,False
2020-02-23,26,0,False
2020-03-01,50,0,False
2020-03-08,0,0,False
2020-03-15,0,0,False
2020-03-22,21,0,False
2020-03-29,0,0,False
2020-04-05,47,0,False
2020-04-12,0,0,False
2020-04-19,0,0,False
2020-04-26,0,0,False
