date,mariage civil ,mariage symbolique ,mariage laique,mariage religieux ,isPartial
2018-01-07,28,0,0,0,False
2018-01-14,19,0,19,0,False
2018-01-21,0,0,0,0,False
2018-01-28,0,0,0,0,False
2018-02-04,19,0,19,0,False
2018-02-11,38,0,0,0,False
2018-02-18,29,0,0,0,False
2018-02-25,57,0,19,19,False
2018-03-04,38,0,0,19,False
2018-03-11,39,0,39,0,False
2018-03-18,39,0,0,0,False
2018-03-25,0,0,0,0,False
2018-04-01,0,0,0,0,False
2018-04-08,20,0,20,0,False
2018-04-15,0,0,0,0,False
2018-04-22,20,0,0,0,False
2018-04-29,21,0,0,0,False
2018-05-06,21,0,21,21,False
2018-05-13,0,0,0,20,False
2018-05-20,20,0,0,0,False
2018-05-27,19,0,0,0,False
2018-06-03,20,0,0,20,False
2018-06-10,19,0,19,0,False
2018-06-17,20,0,0,0,False
2018-06-24,20,0,20,0,False
2018-07-01,0,0,0,0,False
2018-07-08,0,0,0,0,False
2018-07-15,22,0,0,0,False
2018-07-22,22,0,22,0,False
2018-07-29,22,0,0,22,False
2018-08-05,0,0,0,0,False
2018-08-12,22,0,0,0,False
2018-08-19,0,0,0,22,False
2018-08-26,0,0,42,21,False
2018-09-02,0,0,21,0,False
2018-09-09,0,0,21,21,False
2018-09-16,41,0,20,21,False
2018-09-23,0,0,20,0,False
2018-09-30,21,0,0,21,False
2018-10-07,0,0,0,0,False
2018-10-14,0,0,0,0,False
2018-10-21,21,0,0,0,False
2018-10-28,0,0,20,0,False
2018-11-04,19,0,0,19,False
2018-11-11,0,0,0,0,False
2018-11-18,0,0,0,0,False
2018-11-25,39,0,0,0,False
2018-12-02,0,0,0,0,False
2018-12-09,20,0,0,0,False
2018-12-16,0,0,0,0,False
2018-12-23,21,0,0,21,False
2018-12-30,20,0,20,0,False
2019-01-06,0,0,19,0,False
2019-01-13,0,0,0,0,False
2019-01-20,19,0,0,19,False
2019-01-27,0,0,0,0,False
2019-02-03,19,0,0,0,False
2019-02-10,0,0,0,0,False
2019-02-17,0,0,0,0,False
2019-02-24,19,0,0,0,False
2019-03-03,0,0,0,0,False
2019-03-10,19,0,19,0,False
2019-03-17,30,0,20,0,False
2019-03-24,0,0,0,0,False
2019-03-31,20,0,0,20,False
2019-04-07,20,0,30,0,False
2019-04-14,21,0,0,21,False
2019-04-21,19,0,19,0,False
2019-04-28,0,0,19,19,False
2019-05-05,56,0,0,0,False
2019-05-12,0,0,0,20,False
2019-05-19,20,0,19,0,False
2019-05-26,39,0,19,0,False
2019-06-02,0,0,0,0,False
2019-06-09,0,0,0,0,False
2019-06-16,0,0,0,0,False
2019-06-23,20,0,0,0,False
2019-06-30,39,0,0,49,False
2019-07-07,19,0,19,0,False
2019-07-14,21,0,21,0,False
2019-07-21,21,0,0,0,False
2019-07-28,54,0,22,0,False
2019-08-04,22,0,0,0,False
2019-08-11,41,0,0,20,False
2019-08-18,21,0,21,0,False
2019-08-25,20,0,20,20,False
2019-09-01,0,0,19,0,False
2019-09-08,19,0,0,0,False
2019-09-15,0,0,0,0,False
2019-09-22,18,0,0,18,False
2019-09-29,18,0,18,0,False
2019-10-06,18,0,0,0,False
2019-10-13,18,0,0,0,False
2019-10-20,19,0,0,0,False
2019-10-27,0,0,0,0,False
2019-11-03,17,0,17,0,False
2019-11-10,18,0,0,0,False
2019-11-17,0,0,0,0,False
2019-11-24,17,0,0,25,False
2019-12-01,0,0,0,0,False
2019-12-08,51,0,0,0,False
2019-12-15,18,0,0,0,False
2019-12-22,0,0,0,0,False
2019-12-29,35,0,17,17,False
2020-01-05,17,0,17,0,False
2020-01-12,16,0,0,16,False
2020-01-19,17,0,17,0,False
2020-01-26,0,0,0,0,False
2020-02-02,17,0,0,0,False
2020-02-09,25,0,0,16,False
2020-02-16,17,0,0,17,False
2020-02-23,16,0,16,0,False
2020-03-01,16,0,0,0,False
2020-03-08,47,0,0,0,False
2020-03-15,0,0,0,0,False
2020-03-22,0,0,0,0,False
2020-03-29,13,0,0,0,False
2020-04-05,0,0,0,0,False
2020-04-12,14,0,0,14,False
2020-04-19,28,0,0,0,False
2020-04-26,13,0,0,0,False
2020-05-03,100,0,0,0,True
