date,boda civil,boda religiosa,isPartial
2018-01-07,31,0,False
2018-01-14,0,0,False
2018-01-21,20,0,False
2018-01-28,20,20,False
2018-02-04,0,0,False
2018-02-11,21,0,False
2018-02-18,20,0,False
2018-02-25,20,0,False
2018-03-04,41,0,False
2018-03-11,30,20,False
2018-03-18,40,0,False
2018-03-25,0,0,False
2018-04-01,0,0,False
2018-04-08,0,0,False
2018-04-15,0,0,False
2018-04-22,19,0,False
2018-04-29,21,0,False
2018-05-06,20,20,False
2018-05-13,20,0,False
2018-05-20,20,0,False
2018-05-27,20,40,False
2018-06-03,0,0,False
2018-06-10,0,0,False
2018-06-17,43,0,False
2018-06-24,34,0,False
2018-07-01,45,22,False
2018-07-08,0,0,False
2018-07-15,0,23,False
2018-07-22,0,24,False
2018-07-29,27,0,False
2018-08-05,0,0,False
2018-08-12,0,0,False
2018-08-19,0,0,False
2018-08-26,25,0,False
2018-09-02,22,0,False
2018-09-09,21,0,False
2018-09-16,41,0,False
2018-09-23,20,0,False
2018-09-30,0,20,False
2018-10-07,22,0,False
2018-10-14,81,20,False
2018-10-21,41,20,False
2018-10-28,0,0,False
2018-11-04,40,0,False
2018-11-11,20,0,False
2018-11-18,0,20,False
2018-11-25,0,0,False
2018-12-02,22,0,False
2018-12-09,0,0,False
2018-12-16,20,0,False
2018-12-23,25,0,False
2018-12-30,24,24,False
2019-01-06,39,0,False
2019-01-13,19,0,False
2019-01-20,18,0,False
2019-01-27,0,0,False
2019-02-03,20,0,False
2019-02-10,0,0,False
2019-02-17,20,0,False
2019-02-24,100,0,False
2019-03-03,0,0,False
2019-03-10,19,0,False
2019-03-17,21,0,False
2019-03-24,0,0,False
2019-03-31,19,0,False
2019-04-07,19,0,False
2019-04-14,23,0,False
2019-04-21,23,0,False
2019-04-28,20,0,False
2019-05-05,19,19,False
2019-05-12,19,0,False
2019-05-19,19,0,False
2019-05-26,19,0,False
2019-06-02,28,37,False
2019-06-09,19,19,False
2019-06-16,41,0,False
2019-06-23,21,0,False
2019-06-30,21,0,False
2019-07-07,21,0,False
2019-07-14,22,0,False
2019-07-21,46,0,False
2019-07-28,0,24,False
2019-08-04,26,0,False
2019-08-11,0,0,False
2019-08-18,26,0,False
2019-08-25,23,0,False
2019-09-01,21,0,False
2019-09-08,19,0,False
2019-09-15,28,0,False
2019-09-22,27,0,False
2019-09-29,35,0,False
2019-10-06,18,0,False
2019-10-13,18,0,False
2019-10-20,0,0,False
2019-10-27,17,0,False
2019-11-03,17,0,False
2019-11-10,0,0,False
2019-11-17,17,0,False
2019-11-24,17,0,False
2019-12-01,28,0,False
2019-12-08,18,0,False
2019-12-15,0,0,False
2019-12-22,0,0,False
2019-12-29,0,0,False
2020-01-05,17,0,False
2020-01-12,0,0,False
2020-01-19,16,0,False
2020-01-26,0,0,False
2020-02-02,0,25,False
2020-02-09,0,0,False
2020-02-16,17,0,False
2020-02-23,16,0,False
2020-03-01,16,0,False
2020-03-08,15,0,False
2020-03-15,0,0,False
2020-03-22,14,0,False
2020-03-29,0,0,False
2020-04-05,0,0,False
2020-04-12,14,0,False
2020-04-19,0,0,False
2020-04-26,0,0,False
