date,matrimonio in chiesa,matrimonio simbolico,matrimonio civile,isPartial
2018-01-07,25,0,25,False
2018-01-14,0,0,50,False
2018-01-21,0,0,0,False
2018-01-28,74,0,74,False
2018-02-04,48,0,24,False
2018-02-11,25,0,25,False
2018-02-18,24,0,24,False
2018-02-25,23,0,23,False
2018-03-04,24,0,36,False
2018-03-11,0,0,25,False
2018-03-18,0,0,24,False
2018-03-25,0,0,26,False
2018-04-01,0,0,26,False
2018-04-08,25,0,25,False
2018-04-15,51,0,51,False
2018-04-22,0,0,40,False
2018-04-29,51,0,26,False
2018-05-06,25,0,38,False
2018-05-13,0,0,38,False
2018-05-20,38,0,89,False
2018-05-27,0,0,39,False
2018-06-03,39,0,39,False
2018-06-10,23,0,47,False
2018-06-17,25,0,49,False
2018-06-24,24,0,36,False
2018-07-01,25,0,25,False
2018-07-08,0,0,85,False
2018-07-15,0,0,25,False
2018-07-22,24,0,36,False
2018-07-29,36,0,36,False
2018-08-05,23,0,24,False
2018-08-12,0,0,43,False
2018-08-19,0,0,42,False
2018-08-26,0,0,43,False
2018-09-02,0,0,70,False
2018-09-09,49,0,37,False
2018-09-16,24,0,49,False
2018-09-23,25,0,0,False
2018-09-30,0,0,49,False
2018-10-07,26,0,52,False
2018-10-14,0,0,26,False
2018-10-21,0,0,38,False
2018-10-28,25,0,25,False
2018-11-04,0,0,25,False
2018-11-11,0,0,26,False
2018-11-18,0,0,100,False
2018-11-25,0,0,25,False
2018-12-02,0,0,27,False
2018-12-09,0,0,52,False
2018-12-16,0,0,39,False
2018-12-23,0,0,27,False
2018-12-30,0,0,25,False
2019-01-06,24,0,49,False
2019-01-13,24,0,36,False
2019-01-20,23,0,34,False
2019-01-27,0,0,45,False
2019-02-03,22,0,65,False
2019-02-10,44,0,44,False
2019-02-17,23,0,23,False
2019-02-24,23,0,23,False
2019-03-03,0,0,36,False
2019-03-10,0,0,34,False
2019-03-17,0,0,48,False
2019-03-24,46,0,35,False
2019-03-31,0,0,35,False
2019-04-07,23,0,34,False
2019-04-14,0,0,36,False
2019-04-21,24,0,24,False
2019-04-28,34,0,68,False
2019-05-05,23,0,45,False
2019-05-12,22,0,55,False
2019-05-19,45,0,56,False
2019-05-26,21,0,43,False
2019-06-02,0,0,59,False
2019-06-09,24,0,97,False
2019-06-16,36,0,0,False
2019-06-23,23,0,46,False
2019-06-30,24,0,59,False
2019-07-07,0,0,43,False
2019-07-14,22,0,55,False
2019-07-21,23,0,92,False
2019-07-28,0,0,56,False
2019-08-04,44,0,33,False
2019-08-11,23,0,45,False
2019-08-18,0,0,33,False
2019-08-25,0,0,22,False
2019-09-01,0,0,42,False
2019-09-08,63,0,74,False
2019-09-15,0,0,42,False
2019-09-22,43,0,42,False
2019-09-29,22,0,32,False
2019-10-06,22,0,0,False
2019-10-13,22,0,22,False
2019-10-20,0,0,22,False
2019-10-27,0,0,22,False
2019-11-03,0,0,31,False
2019-11-10,0,0,54,False
2019-11-17,22,0,22,False
2019-11-24,21,0,21,False
2019-12-01,22,0,22,False
2019-12-08,22,0,22,False
2019-12-15,22,0,22,False
2019-12-22,0,0,46,False
2019-12-29,0,0,34,False
2020-01-05,21,0,32,False
2020-01-12,20,0,61,False
2020-01-19,21,0,31,False
2020-01-26,20,0,51,False
2020-02-02,20,0,39,False
2020-02-09,21,0,21,False
2020-02-16,0,0,0,False
2020-02-23,19,0,29,False
2020-03-01,38,0,38,False
2020-03-08,0,0,0,False
2020-03-15,17,0,35,False
2020-03-22,16,0,0,False
2020-03-29,0,0,65,False
2020-04-05,0,0,0,False
2020-04-12,18,0,53,False
2020-04-19,16,0,16,False
2020-04-26,17,0,26,False
2020-05-03,0,0,31,True
