date,boda civil,boda religiosa,isPartial
2018-01-07,0,0,False
2018-01-14,88,45,False
2018-01-21,0,0,False
2018-01-28,0,0,False
2018-02-04,42,0,False
2018-02-11,0,0,False
2018-02-18,45,0,False
2018-02-25,0,44,False
2018-03-04,88,0,False
2018-03-11,0,43,False
2018-03-18,0,0,False
2018-03-25,0,0,False
2018-04-01,0,0,False
2018-04-08,43,0,False
2018-04-15,0,0,False
2018-04-22,42,0,False
2018-04-29,44,0,False
2018-05-06,43,43,False
2018-05-13,44,0,False
2018-05-20,0,0,False
2018-05-27,0,0,False
2018-06-03,42,0,False
2018-06-10,0,0,False
2018-06-17,0,0,False
2018-06-24,67,0,False
2018-07-01,43,0,False
2018-07-08,44,0,False
2018-07-15,42,0,False
2018-07-22,0,0,False
2018-07-29,0,0,False
2018-08-05,42,0,False
2018-08-12,0,0,False
2018-08-19,0,0,False
2018-08-26,44,0,False
2018-09-02,0,0,False
2018-09-09,43,0,False
2018-09-16,0,0,False
2018-09-23,85,0,False
2018-09-30,87,0,False
2018-10-07,45,0,False
2018-10-14,86,0,False
2018-10-21,0,0,False
2018-10-28,0,0,False
2018-11-04,42,0,False
2018-11-11,44,44,False
2018-11-18,0,0,False
2018-11-25,87,0,False
2018-12-02,0,0,False
2018-12-09,0,0,False
2018-12-16,0,0,False
2018-12-23,0,0,False
2018-12-30,47,0,False
2019-01-06,43,0,False
2019-01-13,0,0,False
2019-01-20,0,0,False
2019-01-27,0,0,False
2019-02-03,0,0,False
2019-02-10,44,0,False
2019-02-17,43,0,False
2019-02-24,0,0,False
2019-03-03,0,0,False
2019-03-10,85,0,False
2019-03-17,43,0,False
2019-03-24,43,0,False
2019-03-31,42,0,False
2019-04-07,0,0,False
2019-04-14,44,44,False
2019-04-21,42,0,False
2019-04-28,42,0,False
2019-05-05,0,0,False
2019-05-12,84,0,False
2019-05-19,43,0,False
2019-05-26,83,0,False
2019-06-02,0,0,False
2019-06-09,42,0,False
2019-06-16,43,0,False
2019-06-23,42,0,False
2019-06-30,0,42,False
2019-07-07,43,0,False
2019-07-14,86,43,False
2019-07-21,83,0,False
2019-07-28,86,0,False
2019-08-04,41,0,False
2019-08-11,40,0,False
2019-08-18,0,0,False
2019-08-25,38,0,False
2019-09-01,0,0,False
2019-09-08,42,0,False
2019-09-15,0,0,False
2019-09-22,0,0,False
2019-09-29,80,0,False
2019-10-06,40,0,False
2019-10-13,38,0,False
2019-10-20,39,0,False
2019-10-27,0,0,False
2019-11-03,38,0,False
2019-11-10,38,0,False
2019-11-17,0,38,False
2019-11-24,0,0,False
2019-12-01,78,0,False
2019-12-08,40,40,False
2019-12-15,38,0,False
2019-12-22,41,0,False
2019-12-29,82,0,False
2020-01-05,39,0,False
2020-01-12,0,0,False
2020-01-19,37,0,False
2020-01-26,0,0,False
2020-02-02,0,0,False
2020-02-09,36,0,False
2020-02-16,38,0,False
2020-02-23,0,0,False
2020-03-01,69,0,False
2020-03-08,100,33,False
2020-03-15,0,0,False
2020-03-22,0,0,False
2020-03-29,0,0,False
2020-04-05,0,0,False
2020-04-12,0,0,False
2020-04-19,0,0,False
2020-04-26,35,0,False
