date,boda civil,boda religiosa,isPartial
2018-01-07,31,0,False
2018-01-14,32,0,False
2018-01-21,64,0,False
2018-01-28,63,0,False
2018-02-04,0,0,False
2018-02-11,0,0,False
2018-02-18,65,0,False
2018-02-25,0,0,False
2018-03-04,30,30,False
2018-03-11,30,0,False
2018-03-18,62,0,False
2018-03-25,0,0,False
2018-04-01,31,0,False
2018-04-08,30,30,False
2018-04-15,32,32,False
2018-04-22,63,0,False
2018-04-29,32,0,False
2018-05-06,32,64,False
2018-05-13,98,0,False
2018-05-20,32,0,False
2018-05-27,32,0,False
2018-06-03,30,0,False
2018-06-10,93,31,False
2018-06-17,67,0,False
2018-06-24,34,0,False
2018-07-01,0,0,False
2018-07-08,33,33,False
2018-07-15,35,0,False
2018-07-22,52,0,False
2018-07-29,34,0,False
2018-08-05,0,0,False
2018-08-12,32,32,False
2018-08-19,66,0,False
2018-08-26,79,0,False
2018-09-02,0,0,False
2018-09-09,0,0,False
2018-09-16,33,0,False
2018-09-23,96,0,False
2018-09-30,82,0,False
2018-10-07,64,0,False
2018-10-14,47,0,False
2018-10-21,32,0,False
2018-10-28,47,0,False
2018-11-04,0,0,False
2018-11-11,31,0,False
2018-11-18,45,0,False
2018-11-25,32,32,False
2018-12-02,33,0,False
2018-12-09,32,32,False
2018-12-16,0,0,False
2018-12-23,0,0,False
2018-12-30,34,0,False
2019-01-06,78,0,False
2019-01-13,30,0,False
2019-01-20,28,29,False
2019-01-27,30,30,False
2019-02-03,32,0,False
2019-02-10,31,0,False
2019-02-17,31,0,False
2019-02-24,47,0,False
2019-03-03,32,0,False
2019-03-10,64,0,False
2019-03-17,32,0,False
2019-03-24,0,32,False
2019-03-31,45,0,False
2019-04-07,0,0,False
2019-04-14,59,0,False
2019-04-21,30,0,False
2019-04-28,30,0,False
2019-05-05,31,0,False
2019-05-12,31,0,False
2019-05-19,31,0,False
2019-05-26,0,0,False
2019-06-02,61,0,False
2019-06-09,46,0,False
2019-06-16,66,0,False
2019-06-23,96,0,False
2019-06-30,49,32,False
2019-07-07,0,0,False
2019-07-14,98,0,False
2019-07-21,84,33,False
2019-07-28,100,0,False
2019-08-04,0,0,False
2019-08-11,0,32,False
2019-08-18,92,0,False
2019-08-25,60,0,False
2019-09-01,30,30,False
2019-09-08,59,0,False
2019-09-15,0,0,False
2019-09-22,29,29,False
2019-09-29,0,0,False
2019-10-06,29,0,False
2019-10-13,28,0,False
2019-10-20,0,0,False
2019-10-27,0,0,False
2019-11-03,0,0,False
2019-11-10,27,0,False
2019-11-17,27,0,False
2019-11-24,53,0,False
2019-12-01,0,0,False
2019-12-08,56,0,False
2019-12-15,55,0,False
2019-12-22,28,29,False
2019-12-29,29,0,False
2020-01-05,27,0,False
2020-01-12,50,0,False
2020-01-19,38,0,False
2020-01-26,64,0,False
2020-02-02,0,0,False
2020-02-09,26,0,False
2020-02-16,26,0,False
2020-02-23,0,26,False
2020-03-01,24,0,False
2020-03-08,0,24,False
2020-03-15,0,0,False
2020-03-22,0,0,False
2020-03-29,0,0,False
2020-04-05,0,22,False
2020-04-12,20,0,False
2020-04-19,0,0,False
2020-04-26,21,0,False
