date,mariage civil ,mariage symbolique ,mariage laique,mariage religieux ,isPartial
2018-01-07,36,0,0,0,False
2018-01-14,24,0,0,0,False
2018-01-21,24,0,24,0,False
2018-01-28,0,0,0,0,False
2018-02-04,24,0,0,0,False
2018-02-11,24,0,25,0,False
2018-02-18,25,0,0,0,False
2018-02-25,35,0,0,0,False
2018-03-04,24,0,0,0,False
2018-03-11,50,0,25,0,False
2018-03-18,25,0,49,0,False
2018-03-25,24,0,25,0,False
2018-04-01,0,0,0,0,False
2018-04-08,35,0,0,0,False
2018-04-15,54,0,27,0,False
2018-04-22,25,0,0,0,False
2018-04-29,47,0,24,0,False
2018-05-06,72,0,0,0,False
2018-05-13,0,0,0,0,False
2018-05-20,37,0,25,0,False
2018-05-27,48,0,24,0,False
2018-06-03,24,0,0,0,False
2018-06-10,47,0,0,0,False
2018-06-17,25,0,25,0,False
2018-06-24,0,0,25,0,False
2018-07-01,24,0,0,0,False
2018-07-08,35,0,0,0,False
2018-07-15,24,0,0,0,False
2018-07-22,23,0,0,0,False
2018-07-29,34,0,0,0,False
2018-08-05,64,0,0,0,False
2018-08-12,0,0,22,0,False
2018-08-19,0,0,0,0,False
2018-08-26,24,0,0,0,False
2018-09-02,24,0,0,0,False
2018-09-09,24,0,0,0,False
2018-09-16,25,0,25,0,False
2018-09-23,51,0,25,0,False
2018-09-30,50,0,0,0,False
2018-10-07,0,0,25,0,False
2018-10-14,25,0,25,0,False
2018-10-21,39,0,0,0,False
2018-10-28,50,0,0,0,False
2018-11-04,24,0,0,0,False
2018-11-11,50,0,0,0,False
2018-11-18,24,0,0,0,False
2018-11-25,0,0,0,0,False
2018-12-02,0,0,25,0,False
2018-12-09,38,0,0,0,False
2018-12-16,0,0,27,0,False
2018-12-23,0,0,30,0,False
2018-12-30,28,0,0,0,False
2019-01-06,25,0,25,0,False
2019-01-13,51,0,0,0,False
2019-01-20,24,0,0,0,False
2019-01-27,0,0,0,0,False
2019-02-03,25,0,0,0,False
2019-02-10,50,0,25,0,False
2019-02-17,0,0,0,0,False
2019-02-24,0,0,0,0,False
2019-03-03,0,0,0,0,False
2019-03-10,65,0,0,0,False
2019-03-17,39,0,0,0,False
2019-03-24,0,0,0,0,False
2019-03-31,37,0,0,0,False
2019-04-07,25,0,25,0,False
2019-04-14,24,0,0,0,False
2019-04-21,24,0,0,0,False
2019-04-28,50,0,25,0,False
2019-05-05,24,0,0,0,False
2019-05-12,24,0,24,0,False
2019-05-19,24,0,0,0,False
2019-05-26,0,0,0,0,False
2019-06-02,23,0,23,0,False
2019-06-09,23,0,0,0,False
2019-06-16,0,0,24,0,False
2019-06-23,24,0,0,0,False
2019-06-30,23,0,0,0,False
2019-07-07,0,0,0,0,False
2019-07-14,0,0,22,0,False
2019-07-21,22,0,0,0,False
2019-07-28,0,0,0,0,False
2019-08-04,31,0,0,0,False
2019-08-11,20,0,20,0,False
2019-08-18,0,0,19,0,False
2019-08-25,19,0,19,0,False
2019-09-01,33,0,22,0,False
2019-09-08,33,0,22,0,False
2019-09-15,0,0,0,0,False
2019-09-22,0,0,22,0,False
2019-09-29,0,0,0,0,False
2019-10-06,0,0,0,0,False
2019-10-13,22,0,0,0,False
2019-10-20,22,0,0,0,False
2019-10-27,66,0,0,0,False
2019-11-03,22,0,0,0,False
2019-11-10,44,0,22,0,False
2019-11-17,0,0,0,0,False
2019-11-24,0,0,0,0,False
2019-12-01,33,0,0,0,False
2019-12-08,0,0,22,0,False
2019-12-15,22,0,0,0,False
2019-12-22,25,0,0,0,False
2019-12-29,0,0,23,0,False
2020-01-05,43,0,0,0,False
2020-01-12,42,0,0,0,False
2020-01-19,21,0,0,0,False
2020-01-26,0,0,0,0,False
2020-02-02,22,0,22,0,False
2020-02-09,100,0,0,0,False
2020-02-16,64,0,32,0,False
2020-02-23,20,0,0,0,False
2020-03-01,59,0,0,0,False
2020-03-08,0,0,0,0,False
2020-03-15,36,0,18,0,False
2020-03-22,69,0,0,0,False
2020-03-29,18,0,0,0,False
2020-04-05,18,0,0,0,False
2020-04-12,36,0,0,0,False
2020-04-19,51,0,0,0,False
2020-04-26,25,0,0,0,False
2020-05-03,0,0,0,0,True
