date,mariage civil ,mariage symbolique ,mariage laique,mariage religieux ,isPartial
2018-01-07,100,0,34,0,False
2018-01-14,33,0,33,0,False
2018-01-21,84,0,0,0,False
2018-01-28,34,0,0,0,False
2018-02-04,51,0,0,0,False
2018-02-11,34,0,0,0,False
2018-02-18,68,0,34,34,False
2018-02-25,70,0,0,35,False
2018-03-04,35,0,0,0,False
2018-03-11,0,0,34,0,False
2018-03-18,34,0,0,34,False
2018-03-25,0,0,0,35,False
2018-04-01,35,0,0,0,False
2018-04-08,70,0,35,0,False
2018-04-15,36,0,0,0,False
2018-04-22,35,0,0,35,False
2018-04-29,36,0,0,0,False
2018-05-06,36,0,35,36,False
2018-05-13,0,0,51,34,False
2018-05-20,52,0,0,0,False
2018-05-27,67,0,0,33,False
2018-06-03,68,0,0,33,False
2018-06-10,0,0,34,0,False
2018-06-17,0,0,34,0,False
2018-06-24,34,0,68,0,False
2018-07-01,34,0,0,0,False
2018-07-08,0,0,0,0,False
2018-07-15,38,0,0,0,False
2018-07-22,38,0,38,38,False
2018-07-29,38,0,39,38,False
2018-08-05,39,0,39,0,False
2018-08-12,78,0,40,39,False
2018-08-19,56,0,0,0,False
2018-08-26,0,0,0,0,False
2018-09-02,35,0,0,0,False
2018-09-09,35,0,0,0,False
2018-09-16,0,0,0,0,False
2018-09-23,35,0,0,35,False
2018-09-30,70,0,0,35,False
2018-10-07,72,0,0,0,False
2018-10-14,0,0,0,0,False
2018-10-21,36,0,36,0,False
2018-10-28,0,0,36,0,False
2018-11-04,0,0,0,0,False
2018-11-11,34,0,34,0,False
2018-11-18,30,0,0,0,False
2018-11-25,31,0,0,0,False
2018-12-02,29,0,0,0,False
2018-12-09,29,0,0,0,False
2018-12-16,0,0,0,0,False
2018-12-23,31,0,0,31,False
2018-12-30,0,0,0,0,False
2019-01-06,0,0,0,0,False
2019-01-13,30,0,0,30,False
2019-01-20,29,0,29,0,False
2019-01-27,57,0,29,0,False
2019-02-03,59,0,0,0,False
2019-02-10,30,0,0,0,False
2019-02-17,51,0,0,0,False
2019-02-24,62,0,0,0,False
2019-03-03,29,0,29,0,False
2019-03-10,29,0,0,29,False
2019-03-17,0,0,0,46,False
2019-03-24,0,0,0,30,False
2019-03-31,60,0,0,0,False
2019-04-07,0,0,45,0,False
2019-04-14,65,0,0,0,False
2019-04-21,0,0,0,0,False
2019-04-28,29,0,58,58,False
2019-05-05,0,0,0,0,False
2019-05-12,89,0,0,30,False
2019-05-19,29,0,58,0,False
2019-05-26,62,0,0,0,False
2019-06-02,32,0,0,0,False
2019-06-09,30,0,0,30,False
2019-06-16,30,0,0,0,False
2019-06-23,60,0,30,0,False
2019-06-30,29,0,0,44,False
2019-07-07,0,0,0,0,False
2019-07-14,0,0,62,0,False
2019-07-21,34,0,0,34,False
2019-07-28,0,0,0,34,False
2019-08-04,29,0,29,0,False
2019-08-11,27,0,0,27,False
2019-08-18,26,0,0,0,False
2019-08-25,38,0,26,0,False
2019-09-01,28,0,57,28,False
2019-09-08,29,0,59,29,False
2019-09-15,0,0,29,29,False
2019-09-22,28,0,28,0,False
2019-09-29,27,0,0,0,False
2019-10-06,27,0,0,0,False
2019-10-13,0,0,0,0,False
2019-10-20,0,0,0,0,False
2019-10-27,27,0,27,27,False
2019-11-03,26,0,0,0,False
2019-11-10,28,0,0,0,False
2019-11-17,27,0,0,0,False
2019-11-24,38,0,0,0,False
2019-12-01,0,0,0,0,False
2019-12-08,27,0,0,0,False
2019-12-15,0,0,0,27,False
2019-12-22,27,0,0,0,False
2019-12-29,51,0,0,0,False
2020-01-05,25,0,0,0,False
2020-01-12,26,0,0,0,False
2020-01-19,53,0,0,0,False
2020-01-26,39,0,26,0,False
2020-02-02,39,0,26,26,False
2020-02-09,26,0,26,0,False
2020-02-16,27,0,27,0,False
2020-02-23,51,0,0,0,False
2020-03-01,25,0,25,49,False
2020-03-08,64,0,26,0,False
2020-03-15,51,0,25,0,False
2020-03-22,0,0,0,0,False
2020-03-29,24,0,0,0,False
2020-04-05,74,0,25,0,False
2020-04-12,25,0,0,0,False
2020-04-19,0,0,25,25,False
2020-04-26,0,0,23,0,False
2020-05-03,0,0,0,0,True
