date,boda civil,boda religiosa,isPartial
2018-01-07,31,0,False
2018-01-14,0,0,False
2018-01-21,0,0,False
2018-01-28,60,0,False
2018-02-04,0,0,False
2018-02-11,0,0,False
2018-02-18,30,0,False
2018-02-25,0,0,False
2018-03-04,29,0,False
2018-03-11,29,0,False
2018-03-18,29,0,False
2018-03-25,0,0,False
2018-04-01,28,0,False
2018-04-08,38,0,False
2018-04-15,28,0,False
2018-04-22,0,0,False
2018-04-29,24,0,False
2018-05-06,0,0,False
2018-05-13,100,0,False
2018-05-20,0,0,False
2018-05-27,23,0,False
2018-06-03,22,0,False
2018-06-10,0,0,False
2018-06-17,23,0,False
2018-06-24,0,0,False
2018-07-01,0,0,False
2018-07-08,21,0,False
2018-07-15,0,0,False
2018-07-22,21,0,False
2018-07-29,0,0,False
2018-08-05,29,0,False
2018-08-12,0,0,False
2018-08-19,21,0,False
2018-08-26,22,0,False
2018-09-02,0,0,False
2018-09-09,31,0,False
2018-09-16,22,0,False
2018-09-23,22,0,False
2018-09-30,0,0,False
2018-10-07,23,0,False
2018-10-14,0,0,False
2018-10-21,26,0,False
2018-10-28,0,0,False
2018-11-04,29,0,False
2018-11-11,0,0,False
2018-11-18,0,0,False
2018-11-25,31,0,False
2018-12-02,0,0,False
2018-12-09,31,0,False
2018-12-16,33,0,False
2018-12-23,77,0,False
2018-12-30,0,0,False
2019-01-06,0,0,False
2019-01-13,61,0,False
2019-01-20,0,0,False
2019-01-27,0,0,False
2019-02-03,0,0,False
2019-02-10,30,0,False
2019-02-17,0,0,False
2019-02-24,61,0,False
2019-03-03,30,0,False
2019-03-10,0,0,False
2019-03-17,0,0,False
2019-03-24,0,0,False
2019-03-31,0,0,False
2019-04-07,0,0,False
2019-04-14,50,0,False
2019-04-21,0,0,False
2019-04-28,24,0,False
2019-05-05,24,0,False
2019-05-12,0,0,False
2019-05-19,0,0,False
2019-05-26,22,0,False
2019-06-02,22,0,False
2019-06-09,0,0,False
2019-06-16,0,0,False
2019-06-23,22,0,False
2019-06-30,21,0,False
2019-07-07,0,0,False
2019-07-14,0,0,False
2019-07-21,21,0,False
2019-07-28,0,0,False
2019-08-04,0,0,False
2019-08-11,19,0,False
2019-08-18,19,0,False
2019-08-25,0,0,False
2019-09-01,38,0,False
2019-09-08,19,0,False
2019-09-15,0,0,False
2019-09-22,0,0,False
2019-09-29,0,0,False
2019-10-06,0,0,False
2019-10-13,0,0,False
2019-10-20,0,0,False
2019-10-27,0,0,False
2019-11-03,0,0,False
2019-11-10,0,0,False
2019-11-17,0,0,False
2019-11-24,26,0,False
2019-12-01,0,0,False
2019-12-08,0,0,False
2019-12-15,0,0,False
2019-12-22,0,0,False
2019-12-29,0,0,False
2020-01-05,0,0,False
2020-01-12,25,0,False
2020-01-19,25,0,False
2020-01-26,37,0,False
2020-02-02,37,0,False
2020-02-09,0,0,False
2020-02-16,24,0,False
2020-02-23,24,0,False
2020-03-01,0,0,False
2020-03-08,22,0,False
2020-03-15,0,0,False
2020-03-22,0,0,False
2020-03-29,19,0,False
2020-04-05,21,0,False
2020-04-12,21,0,False
2020-04-19,20,0,False
2020-04-26,0,0,False
