date,boda civil,boda religiosa,isPartial
2018-01-07,37,0,False
2018-01-14,38,0,False
2018-01-21,49,0,False
2018-01-28,37,0,False
2018-02-04,74,0,False
2018-02-11,51,0,False
2018-02-18,25,0,False
2018-02-25,0,0,False
2018-03-04,24,24,False
2018-03-11,49,0,False
2018-03-18,37,24,False
2018-03-25,25,0,False
2018-04-01,25,0,False
2018-04-08,60,0,False
2018-04-15,25,0,False
2018-04-22,38,0,False
2018-04-29,48,0,False
2018-05-06,24,24,False
2018-05-13,100,0,False
2018-05-20,49,25,False
2018-05-27,0,0,False
2018-06-03,36,0,False
2018-06-10,95,24,False
2018-06-17,26,26,False
2018-06-24,26,0,False
2018-07-01,77,0,False
2018-07-08,38,25,False
2018-07-15,26,0,False
2018-07-22,27,0,False
2018-07-29,52,0,False
2018-08-05,36,24,False
2018-08-12,35,46,False
2018-08-19,23,0,False
2018-08-26,35,0,False
2018-09-02,48,0,False
2018-09-09,26,26,False
2018-09-16,0,26,False
2018-09-23,25,0,False
2018-09-30,64,0,False
2018-10-07,0,0,False
2018-10-14,25,49,False
2018-10-21,75,0,False
2018-10-28,25,0,False
2018-11-04,0,0,False
2018-11-11,24,0,False
2018-11-18,0,0,False
2018-11-25,37,0,False
2018-12-02,24,0,False
2018-12-09,24,0,False
2018-12-16,36,0,False
2018-12-23,26,0,False
2018-12-30,25,0,False
2019-01-06,0,0,False
2019-01-13,36,0,False
2019-01-20,22,22,False
2019-01-27,23,0,False
2019-02-03,24,24,False
2019-02-10,48,0,False
2019-02-17,24,0,False
2019-02-24,70,0,False
2019-03-03,46,0,False
2019-03-10,24,0,False
2019-03-17,0,0,False
2019-03-24,24,0,False
2019-03-31,23,0,False
2019-04-07,0,0,False
2019-04-14,22,0,False
2019-04-21,68,0,False
2019-04-28,46,0,False
2019-05-05,46,0,False
2019-05-12,70,0,False
2019-05-19,23,23,False
2019-05-26,22,0,False
2019-06-02,22,22,False
2019-06-09,58,0,False
2019-06-16,24,0,False
2019-06-23,36,0,False
2019-06-30,24,0,False
2019-07-07,0,0,False
2019-07-14,25,25,False
2019-07-21,35,23,False
2019-07-28,35,0,False
2019-08-04,44,22,False
2019-08-11,21,0,False
2019-08-18,31,21,False
2019-08-25,42,0,False
2019-09-01,44,0,False
2019-09-08,22,0,False
2019-09-15,21,0,False
2019-09-22,43,0,False
2019-09-29,33,0,False
2019-10-06,42,0,False
2019-10-13,42,21,False
2019-10-20,0,0,False
2019-10-27,20,20,False
2019-11-03,0,0,False
2019-11-10,20,0,False
2019-11-17,31,0,False
2019-11-24,20,0,False
2019-12-01,41,0,False
2019-12-08,21,0,False
2019-12-15,21,0,False
2019-12-22,42,0,False
2019-12-29,21,0,False
2020-01-05,21,0,False
2020-01-12,0,0,False
2020-01-19,59,0,False
2020-01-26,20,0,False
2020-02-02,30,0,False
2020-02-09,40,0,False
2020-02-16,41,0,False
2020-02-23,20,0,False
2020-03-01,56,19,False
2020-03-08,0,19,False
2020-03-15,0,0,False
2020-03-22,0,0,False
2020-03-29,0,0,False
2020-04-05,18,0,False
2020-04-12,17,0,False
2020-04-19,17,0,False
2020-04-26,0,0,False
